Compound_identifier,original_name,cleaned_name,name_comments
C3267,beta-bourbounene,NA,NA
C3268,beta-bulnesene,NA,NA
C3269,beta-cadinol,NA,NA
C3270,beta-calacarene,NA,NA
C3271,beta-calacorene,NA,NA
C3272,beta-calacorene+unknown,NA,NA
C3273,beta-campholenal,NA,NA
C3274,beta-caryophylene,NA,NA
C3275,beta-caryophyllen,NA,NA
C3276,beta-caryophyllene-oxide,NA,NA
C3277,beta-caryophyllene (+ beta-cedrene),NA,NA
C3278,beta-caryophyllene + beta-elemene,NA,NA
C3279,beta-caryophyllene oxide/globulol,NA,NA
C3280,beta-caryophyllene+lavandulyl acetate,NA,NA
C3281,beta-caryophyllene+terpinen-4-ol,NA,NA
C3282,beta-caryophyllene+trans-alpha-bergamotene,NA,NA
C3283,beta-caryophylleneoxide,NA,NA
C3284,beta-caryophyylene,NA,NA
C3285,beta-caryopyllene,NA,NA
C3286,beta-catyophyllene,NA,NA
C3287,beta-cedrene epoxide,NA,NA
C3288,beta-celinene,NA,NA
C3289,beta-chamigrene,NA,NA
C3290,beta-chlorophyll,NA,NA
C3291,beta-citral,NA,NA
C3292,beta-citronellol,NA,NA
C3293,beta-citronellol + nerol,NA,NA
C3294,beta-copaen-4-alpha-ol isomer-i,NA,NA
C3295,beta-copaen-4-beta-ol,NA,NA
C3296,beta-copaen-4-ol,NA,NA
C3297,beta-copaen-4-ol e,NA,NA
C3298,beta-copaen-4-ol isomer-ii,NA,NA
C3299,beta-Copaen-4alpha-ol,NA,NA
C3300,beta-copaen4alpha-ol,NA,NA
C3301,beta-copaene-4-alpha-ol,NA,NA
C3302,beta-copaene*,NA,NA
C3303,beta-copaene+2-hexyl-cyclopropane acetic acid,NA,NA
C3304,beta-costol,NA,NA
C3305,beta-cubebene*,NA,NA
C3306,beta-cubebene+beta-elemene,NA,NA
C3307,beta-cubebeneâ,NA,NA
C3308,beta-cubebened,NA,NA
C3309,beta-cubenene,NA,NA
C3310,beta-cubenone,NA,NA
C3311,beta-curcumene,NA,NA
C3312,beta-cyclocostunolide,NA,NA
C3313,beta-cycloelemene,NA,NA
C3314,beta-damascone,NA,NA
C3315,beta-delta-cadinene,NA,NA
C3316,beta-dihydro agarofuran,NA,NA
C3317,beta-dihydroagorafuran,NA,NA
C3318,beta-duprezianene,NA,NA
C3319,beta-e-damascenone,NA,NA
C3320,beta-eksantalal,NA,NA
C3321,beta-elaskene,NA,NA
C3322,beta-elememe,NA,NA
C3323,beta-elemene + terpinen-4-ol,NA,NA
C3324,beta-elemene isomer,NA,NA
C3325,beta-elemene*,NA,NA
C3326,beta-elemenone,NA,NA
C3327,beta-elemol,NA,NA
C3328,beta-elmene,NA,NA
C3329,beta-emene,NA,NA
C3330,beta-eudesmene,NA,NA
C3331,beta-eudesmoi,NA,NA
C3332,beta-eudesmol acetate,NA,NA
C3333,beta-eudesrnol,NA,NA
C3334,beta-famesene,NA,NA
C3335,beta-farnacene,NA,NA
C3336,beta-fenchol acetate,NA,NA
C3337,beta-fenchyl acetate,NA,NA
C3338,beta-fenchyl alcohol,NA,NA
C3339,beta-Fencyl alcohol,NA,NA
C3340,beta-funebrene,NA,NA
C3341,beta-geranyl acetate,NA,NA
C3342,beta-germacrenol,NA,NA
C3343,beta-giurjunene,NA,NA
C3344,beta-guaiaene,NA,NA
C3345,beta-guaiene+alpha-humulene,NA,NA
C3346,beta-guainene,NA,NA
C3347,beta-gujunene,NA,NA
C3348,beta-gurgunene,NA,NA
C3349,beta-hexalactone,NA,NA
C3350,beta-himachalene oxide,NA,NA
C3351,beta-himachaleneoxide,NA,NA
C3352,beta-himachallene,NA,NA
C3353,beta-himachalol,NA,NA
C3354,beta-homocyclocitral,NA,NA
C3355,beta-ionane,NA,NA
C3356,beta-ionaneepoxide,NA,NA
C3357,beta-ionol,NA,NA
C3358,"beta-ionone-5,6-epoxide",NA,NA
C3359,beta-ionone epoxide,NA,NA
C3360,beta-isocomene,NA,NA
C3361,beta-isocumene,NA,NA
C3362,beta-langene,NA,NA
C3363,beta-logipinene,NA,NA
C3364,beta-longipinene,NA,NA
C3365,beta-maaliene,NA,NA
C3366,beta-maliene,NA,NA
C3367,beta-malliene,NA,NA
C3368,beta-mircene,NA,NA
C3369,beta-muurolene,NA,NA
C3370,beta-muurolol,NA,NA
C3371,beta-mycrene,NA,NA
C3372,beta-ocimene,NA,NA
C3373,beta-ocimene (e),NA,NA
C3374,beta-ocimene (z),NA,NA
C3375,beta-ocimene(e),NA,NA
C3376,beta-opleponone,NA,NA
C3377,beta-oplopenone,NA,NA
C3378,beta-p-dimethylstyrene,NA,NA
C3379,beta-patchoulene,NA,NA
C3380,beta-pentadecanone,NA,NA
C3381,beta-phallandrene,NA,NA
C3382,beta-phelandrene,NA,NA
C3383,beta-phellanderene,NA,NA
C3384,beta-phellandren-8-ol,NA,NA
C3385,beta-phellandrene/limonene,NA,NA
C3386,"beta-phellandrene+1,8-cineole",NA,NA
C3387,beta-phellandrene+limonenec,NA,NA
C3388,beta-phenethyl acetate,NA,NA
C3389,beta-phenethyl alcohol,NA,NA
C3390,beta-pinene-ms,NA,NA
C3391,beta-pinene oxide,NA,NA
C3392,beta-pinene+6-methyl-5-hepten-3-one,NA,NA
C3393,beta-pinene+myrcene,NA,NA
C3394,beta-pinene+sabinene,NA,NA
C3395,beta-pineneÂ oxide,NA,NA
C3396,beta-pineneoxide,NA,NA
C3397,beta-sabinene,NA,NA
C3398,beta-sabinine,NA,NA
C3399,beta-salinene,NA,NA
C3400,beta-santalal,NA,NA
C3401,beta-santaldiol,NA,NA
C3402,beta-santalene+allo-aromadendrene,NA,NA
C3403,beta-santalol,NA,NA
C3404,beta-satalene,NA,NA
C3405,beta-sedrene,NA,NA
C3406,beta-selenine,NA,NA
C3407,beta-selinene epoxide,NA,NA
C3408,beta-selinene/beta-ionone,NA,NA
C3409,beta-selinone,NA,NA
C3410,beta-sesquiphelandrene,NA,NA
C3411,beta-silinene,NA,NA
C3412,beta-sinensal,NA,NA
C3413,beta-sinesal,NA,NA
C3414,beta-terpineol,NA,NA
C3415,beta-thujanol,NA,NA
C3416,beta-thujaplicin,NA,NA
C3417,beta-thujaplicine,NA,NA
C3418,beta-thujene,NA,NA
C3419,beta-thujone(trans),NA,NA
C3420,beta-trans-bejarol,NA,NA
C3421,beta-trans-ocimene,NA,NA
C3422,beta-turmerone,NA,NA
C3423,beta-udesmol,NA,NA
C3424,beta-vetivenene,NA,NA
C3425,beta-vetivone,NA,NA
C3426,beta - phellandrene,NA,NA
C3427,beta -caryophyllene,NA,NA
C3428,beta -Copaene,NA,NA
C3429,beta -curcumene,NA,NA
C3430,beta -eudesmol,NA,NA
C3431,beta -gurjunene,NA,NA
C3432,beta -pinene,NA,NA
C3433,beta –pinene,NA,NA
C3434,beta besabolol,NA,NA
C3435,beta bisabolene,NA,NA
C3436,beta caryophyllene,NA,NA
C3437,beta copaene,NA,NA
C3438,beta elemene,NA,NA
C3439,beta farnesene,NA,NA
C3440,beta funebrene,NA,NA
C3441,beta myrcene,NA,NA
C3442,beta−curcumene,NA,NA
C3443,betacaryophyllene,NA,NA
C3444,betalpha-atlantola,NA,NA
C3445,betalpha-bisabolene,NA,NA
C3446,betalpha-guainenea,NA,NA
C3447,betalpha-himachalene,NA,NA
C3448,betalpha-himachalene oxidea,NA,NA
C3449,beyerene,NA,NA
C3450,bht (antioxidant from diethyl ether),NA,NA
C3451,bicicloelemene,NA,NA
C3452,biciclogermacrene,NA,NA
C3453,bicycle-germacrene,NA,NA
C3454,bicyclene,NA,NA
C3455,bicyclic germacrene,NA,NA
C3456,bicyclo-elemene,NA,NA
C3457,bicyclo-germacrene,NA,NA
C3458,bicyclo-vetivenol,NA,NA
C3459,"bicyclo [5.2.0] nonan, 2-methy",NA,NA
C3460,"bicyclo[2.2.1]hept-2-ene,dimethyl",NA,NA
C3461,"bicyclo[3.2.1]oct-2-ene,3-methyl-4-methylene",NA,NA
C3462,bicyclodegermacrene,NA,NA
C3463,bicyclofermacrene,NA,NA
C3464,bicyclogemacrene,NA,NA
C3465,bicyclogermacrene*,NA,NA
C3466,bicyclogermacrene+epi-cubenol,NA,NA
C3467,bicyclogerrnacrene,NA,NA
C3468,bicyclogetmacrene,NA,NA
C3469,bicyclosesquiphellandrene,NA,NA
C3470,bifloratriene,NA,NA
C3471,biotol,NA,NA
C3472,biphenyl,NA,NA
C3473,biphenyl oxide,NA,NA
C3474,bis-(1-methylpropyl) disulfide,NA,NA
C3475,bis-(1methylpropenyl) disulfide,NA,NA
C3476,"bis-(2-ethyl hexyl)-1,2-benzene dicarboxylic acid ester",NA,NA
C3477,bisabol-11-ol,NA,NA
C3478,"bisabola-2,10-dien-6,13-diol",NA,NA
C3479,bisabolene,NA,NA
C3480,bisabolol,NA,NA
C3481,bisabolol oxide,NA,NA
C3482,bisabolol oxide a,NA,NA
C3483,bisabolol oxide b,NA,NA
C3484,bisabolone,NA,NA
C3485,bisabolone oxide a,NA,NA
C3486,Bornel,NA,NA
C3487,borneol + linalool oxide (pyranoid),NA,NA
C3488,"borneol, acetate",NA,NA
C3489,"borneol/p-mentha-1,5-dien-8-ol",NA,NA
C3490,borneol+delta-terpineol,NA,NA
C3491,borneolÂ acetate,NA,NA
C3492,borneole,NA,NA
C3493,bornyl-2-methylbutyrate,NA,NA
C3494,bornyl 2-methylbutyrate,NA,NA
C3495,bornyl angelate,NA,NA
C3496,bornyl benzoate,NA,NA
C3497,bornyl isobutyrate,NA,NA
C3498,bornyl isovalerate,NA,NA
C3499,bornyl propionate,NA,NA
C3500,bornyl valerate,NA,NA
C3501,bornyl/isobornyl acetate,NA,NA
C3502,bornylÂ isobutyrate,NA,NA
C3503,bornylacetate,NA,NA
C3504,bornylene,NA,NA
C3505,bourbon-11-ene,NA,NA
C3506,bourbonanol,NA,NA
C3507,bourbonene,NA,NA
C3508,brevifolin,NA,NA
C3509,bulenesol,NA,NA
C3510,bulnesene,NA,NA
C3511,bulylated hydroxytoluene,NA,NA
C3512,but-2-enal,NA,NA
C3513,butan-1-ol,NA,NA
C3514,butan-2-ol,NA,NA
C3515,butan-2-one,NA,NA
C3516,butanal,NA,NA
C3517,butanol,NA,NA
C3518,butanophenone,NA,NA
C3519,butyl-(e)-cinnamate,NA,NA
C3520,butyl-2-methyibutyrate,NA,NA
C3521,butyl-2-methylbutyrate,NA,NA
C3522,butyl-3-methylbutyrate,NA,NA
C3523,butyl acetate,NA,NA
C3524,butyl angelate,NA,NA
C3525,butyl benzene,NA,NA
C3526,butyl butyrate,NA,NA
C3527,butyl crotonate,NA,NA
C3528,butyl cyclohexane,NA,NA
C3529,butyl decanoate,NA,NA
C3530,butyl hexanoate,NA,NA
C3531,butyl hydroxyanisole,NA,NA
C3532,butyl isobutyrate,NA,NA
C3533,butyl isothiocynate,NA,NA
C3534,butyl isovalerate,NA,NA
C3535,butyl nonanoate,NA,NA
C3536,butyl octanoate,NA,NA
C3537,butyl phthalate,NA,NA
C3538,butyl phthalide,NA,NA
C3539,butyl propionate,NA,NA
C3540,butyl senecioate,NA,NA
C3541,butyl tiglate,NA,NA
C3542,butylated hydroxytoluene,NA,NA
C3543,butyric,NA,NA
C3544,butyric acid,NA,NA
C3545,c15h26o unknown,NA,NA
C3546,c19 alkane,NA,NA
C3547,c23 ketone,NA,NA
C3548,c4h9-angelate (a),NA,NA
C3549,c4h9-angelate (b),NA,NA
C3550,c5h11-angelate (c),NA,NA
C3551,c6h13-angelate (d),NA,NA
C3552,cabreuvaoxide-v,NA,NA
C3553,cabreuvaoxide-vi,NA,NA
C3554,"cadala-1(10),3,8-triene",NA,NA
C3555,cadalened,NA,NA
C3556,cadin-4-en-10-ol,NA,NA
C3557,cadin-4-en-7-ol,NA,NA
C3558,cadin-4-en-7-ol isomer,NA,NA
C3559,"cadina-1(10),4-dien-14-ol(syn, 14-hydroxy-delta-cadinene",NA,NA
C3560,"cadina-1,-6,4-diene",NA,NA
C3561,"cadina-1,4-dien-3-ol",NA,NA
C3562,"cadina-1,4-diene (=cubenene)",NA,NA
C3563,"cadina-1,4-diene (cubenene)",NA,NA
C3564,"cadina-1,4 diene",NA,NA
C3565,"cadina-3,5-dien",NA,NA
C3566,"cadina-3,5-diene",NA,NA
C3567,"cadina-4,10(15)-dien-3-one",NA,NA
C3568,"cadina-4,10(15)-dien-8 beta-ol",NA,NA
C3569,"cadina 1(2),4-diene",NA,NA
C3570,"cadinaâ1,4-diene",NA,NA
C3571,cadinadienol,NA,NA
C3572,cadinadienol-i,NA,NA
C3573,cadinadienol-ii,NA,NA
C3574,"cadinalpha-1,4-diene",NA,NA
C3575,"cadinalpha-3,5-diene",NA,NA
C3576,"cadinalpha-l,4-diene",NA,NA
C3577,"cadine-1,4-diene",NA,NA
C3578,cadinene,NA,NA
C3579,cadinene isomer,NA,NA
C3580,cadranol,NA,NA
C3581,cadrol,NA,NA
C3582,caiamenene,NA,NA
C3583,cajeputol,NA,NA
C3584,calacorene hydrate 1,NA,NA
C3585,calacorene hydrate 2,NA,NA
C3586,calacorene isomer,NA,NA
C3587,calacorenol,NA,NA
C3588,calacorine,NA,NA
C3589,calamanene,NA,NA
C3590,"calamene-1,11-oxide",NA,NA
C3591,calamenediol,NA,NA
C3592,calamenen,NA,NA
C3593,"calamenen-1,11-epoxide",NA,NA
C3594,calamenene (cis+trans),NA,NA
C3595,calamenene+geraniol,NA,NA
C3596,calamenenea,NA,NA
C3597,calamenenol,NA,NA
C3598,calamenol,NA,NA
C3599,calarene (=beta-gurjunene),NA,NA
C3600,calarene(=beta-gurjunene),NA,NA
C3601,calareneepoxide,NA,NA
C3602,calarnenene,NA,NA
C3603,calpha-bisabolene,NA,NA
C3604,calyophylla-2(12)-6(13)-dien-5beta-ol,NA,NA
C3605,cameroonal-7-alpha-ol,NA,NA
C3606,camorphene,NA,NA
C3607,camphen,NA,NA
C3608,Camphene hydrate,NA,NA
C3609,camphene+verbenene,NA,NA
C3610,camphenilone,NA,NA
C3611,camphenol,NA,NA
C3612,camphenone,NA,NA
C3613,campherenol,NA,NA
C3614,camphhor,NA,NA
C3615,camphjene,NA,NA
C3616,campholaldehyde,NA,NA
C3617,campholenal,NA,NA
C3618,campholeneÂ alcohol,NA,NA
C3619,campholenealdehyde,NA,NA
C3620,campholenicaldehyde,NA,NA
C3621,campholenol,NA,NA
C3622,camphor*,NA,NA
C3623,camphora,NA,NA
C3624,camphore,NA,NA
C3625,Camphoric acid,NA,NA
C3626,camphot,NA,NA
C3627,camphre,NA,NA
C3628,cannabichromene,NA,NA
C3629,cannabidiol,NA,NA
C3630,canracrol,NA,NA
C3631,capillene,NA,NA
C3632,capillined,NA,NA
C3633,capnellane-8-one,NA,NA
C3634,capric acid,NA,NA
C3635,caprylic acid,NA,NA
C3636,car-2-ene,NA,NA
C3637,car-3-ene,NA,NA
C3638,car-3-ene-2-one,NA,NA
C3639,car-4-ene,NA,NA
C3640,caranone,NA,NA
C3641,caranyl acetate i,NA,NA
C3642,caratol,NA,NA
C3643,"cardin-alpha-1,4-diene",NA,NA
C3644,"caria-4(12),8(13)-dien-5-ol",NA,NA
C3645,carissone,NA,NA
C3646,carnphene,NA,NA
C3647,carotola,NA,NA
C3648,carryophyllene oxide,NA,NA
C3649,Carvacrol methyl ether,NA,NA
C3650,carvacrolÂ acetate,NA,NA
C3651,carvacrolacetate,NA,NA
C3652,carvacrolmethylether,NA,NA
C3653,carvacryl acetate,NA,NA
C3654,carvacrylacetate,NA,NA
C3655,carvacrylmethyloxide,NA,NA
C3656,carvavrol,NA,NA
C3657,carvenone,NA,NA
C3658,carvenoneoxide,NA,NA
C3659,carveol(e),NA,NA
C3660,carveone,NA,NA
C3661,carvol,NA,NA
C3662,carvomenthane,NA,NA
C3663,carvomenthylacetate,NA,NA
C3664,"carvon-1,2-oxide",NA,NA
C3665,"carvone-1,2-oxide",NA,NA
C3666,"carvone-8,9-oxide",NA,NA
C3667,carvone hydrate,NA,NA
C3668,carvone oxide,NA,NA
C3669,carvotacetone acetate,NA,NA
C3670,carvotanacetone,NA,NA
C3671,carvotanacetone epoxide,NA,NA
C3672,carvotane acetone,NA,NA
C3673,carvyl acetate,NA,NA
C3674,caryohyllene oxide,NA,NA
C3675,caryolan-8-ol,NA,NA
C3676,caryollalpha-4(14)-8(15)-dienol,NA,NA
C3677,caryophylene oxide,NA,NA
C3678,"caryophylla-1(12),8(15)-diene-14-ol",NA,NA
C3679,caryophylla-2(12)-6-diene-5-alpha-ol,NA,NA
C3680,caryophylla-2(12)-6-diene-5-beta-ol,NA,NA
C3681,caryophylla-2(12)-6(13)-diene-5-ol,NA,NA
C3682,"caryophylla-2(12),6-dien-5-alpha-ol",NA,NA
C3683,"caryophylla-2(12),6-dien-5-ol",NA,NA
C3684,"caryophylla-2(12),6-dien-5beta-ol",NA,NA
C3685,"caryophylla-2(12),6-dien-5beta-ol (=caryophyllenol ii)",NA,NA
C3686,"caryophylla-2(12),6-diene-5-alpha-ol",NA,NA
C3687,"caryophylla-2(12),6-diene-5-ol",NA,NA
C3688,"caryophylla-2(12),6-diene-5-one",NA,NA
C3689,"caryophylla-2(12),6-diene-5alpha-ol",NA,NA
C3690,"caryophylla-2(12),6(13)-dien-5alpha-ol (=caryophylladienol ii)",NA,NA
C3691,"caryophylla-2(12),6(13)-dien-5beta-ol (=caryophylladienol i)",NA,NA
C3692,"caryophylla-2(12),6(13)-diene-5-alpha-ol",NA,NA
C3693,"caryophylla-2(12),6(13)-diene-5-beta-ol",NA,NA
C3694,"caryophylla-2(12),6(13)-diene-5-on",NA,NA
C3695,"caryophylla-2(12),6(13)-diene-5-one",NA,NA
C3696,"caryophylla-2,6(13)-diene-5-alpha-ol",NA,NA
C3697,caryophylla-3,NA,NA
C3698,"caryophylla-3(15),7(14)-diene-6-ol",NA,NA
C3699,"caryophylla-3,8( 13)-dien-5-beta-ol",NA,NA
C3700,"caryophylla-3,8(13)-dien-5-beta-ol",NA,NA
C3701,"caryophylla-3,8(13)-diene-5beta-ol",NA,NA
C3702,"caryophylla-4(12),8(13)-dien-5-ol",NA,NA
C3703,"caryophylla-4(12),8(13)-dien-5alpha-ol",NA,NA
C3704,"caryophylla-4(12),8(13)-dien-5beta-ol",NA,NA
C3705,"caryophylla-4(12),8(13)-diene-5-beta-ol",NA,NA
C3706,"caryophylla-4(12),8(13)-diene-5-ol",NA,NA
C3707,"caryophylla-4(12),8(13)-diene-5beta-ol",NA,NA
C3708,"caryophylla-4(12),8(13)-diene-ol",NA,NA
C3709,"caryophylla-4(14),8-diene-5-beta-ol",NA,NA
C3710,"caryophylla-4(14),8-diene-5-ol",NA,NA
C3711,"caryophylla-4(14),8(15)-diene-5-beta-ol",NA,NA
C3712,"caryophylla-4(14),8(15)-diene-5-delta-ol",NA,NA
C3713,"caryophylla-4(14),8(15)-diene-5-ol",NA,NA
C3714,"caryophylla-alpha-2(12),6-dien-5-alpha-ol",NA,NA
C3715,"caryophylla-alpha-2(12),6-dien-5-beta-ol",NA,NA
C3716,"caryophylla-alpha-2(12),6(13)-dien-5-alpha-ol",NA,NA
C3717,"caryophylla-alpha-2(12),6(13)-dien-5-one",NA,NA
C3718,"caryophylla-alpha-2(12),6(13)-diene-5-beta-ol",NA,NA
C3719,"caryophylla-alpha-4(12),8(13)-diene-5-beta-ol",NA,NA
C3720,"caryophylla-alpha-4(14),8(15)- dien-5-alpha-ol",NA,NA
C3721,"caryophylla-alpha-4(14),8(15)-dien-5-alpha-ol",NA,NA
C3722,caryophylladienol-i,NA,NA
C3723,caryophylladienol-ii,NA,NA
C3724,caryophylladienol i,NA,NA
C3725,caryophylladienol ii,NA,NA
C3726,caryophylladienone,NA,NA
C3727,caryophyllandienol,NA,NA
C3728,caryophyllene-(i3)b,NA,NA
C3729,caryophyllene (z),NA,NA
C3730,caryophyllene acetate,NA,NA
C3731,caryophyllene alcohol,NA,NA
C3732,caryophyllene epoxide,NA,NA
C3733,caryophyllene epoxide i,NA,NA
C3734,caryophyllene epoxide ii,NA,NA
C3735,caryophyllene oxide-i,NA,NA
C3736,caryophyllene oxide-ii,NA,NA
C3737,caryophyllene oxide (os),NA,NA
C3738,Caryophyllene oxide +globulol,NA,NA
C3739,caryophyllene oxide b,NA,NA
C3740,caryophyllene oxide d,NA,NA
C3741,caryophyllene oxide isomer,NA,NA
C3742,caryophyllene oxide+globulol,NA,NA
C3743,caryophyllenol,NA,NA
C3744,caryophylline-(i3),NA,NA
C3745,caryothyllene+it's oxide,NA,NA
C3746,"caryphylla-2(12),6-diene-5-beta-ol",NA,NA
C3747,"caryphylla-2(12),6(13)-dien-5-alpha-ol",NA,NA
C3748,"caryphylla-2(12),6(13)-diene-5-beta-ol",NA,NA
C3749,cedr-8-en-13-alpha-ol acetate,NA,NA
C3750,cedr-8-en-13-ol,NA,NA
C3751,cedr-8-en-13 aâo1,NA,NA
C3752,cedr-8-en-15-ol,NA,NA
C3753,cedr-8(15)-en-9-alpha-ol,NA,NA
C3754,cedr-8(15)-en-9-alpha-ol acetate,NA,NA
C3755,cedr-8(15)-en-9-alpha-yl acetate,NA,NA
C3756,cedr-8(15)-en-9-ol acetate,NA,NA
C3757,cedr-8(15)-en-9-ol e,NA,NA
C3758,cedrane,NA,NA
C3759,cedranol,NA,NA
C3760,cedranone,NA,NA
C3761,cedreanol,NA,NA
C3762,cedren-13-ol(8),NA,NA
C3763,cedroxide,NA,NA
C3764,cedrylacetate,NA,NA
C3765,cembrene,NA,NA
C3766,cepibicyclosesquiphellandrene,NA,NA
C3767,cetic acid,NA,NA
C3768,chamigrene,NA,NA
C3769,chartabomone,NA,NA
C3770,chavibetol,NA,NA
C3771,chavibetol acetate,NA,NA
C3772,chavicol,NA,NA
C3773,chavicol methyl ether,NA,NA
C3774,chavicyl acetate,NA,NA
C3775,chavicyl angelate,NA,NA
C3776,chiiotasigma-calamenene,NA,NA
C3777,chrysanthenone epoxide,NA,NA
C3778,chrysanthenyl acetate,NA,NA
C3779,chrysanthenyl propionate,NA,NA
C3780,chyrsanthenone,NA,NA
C3781,cineol,NA,NA
C3782,cineole,NA,NA
C3783,cinerolone,NA,NA
C3784,cinnamaldehyde,NA,NA
C3785,cinnamic acid,NA,NA
C3786,cinnamic alcohol,NA,NA
C3787,cinnamic aldehyde,NA,NA
C3788,cinnamyl acetate,NA,NA
C3789,cinnamyl butyrate,NA,NA
C3790,cinnamyl tiglate,NA,NA
C3791,cinnamyle acetate,NA,NA
C3792,cis-(z)-alpha-bisabolene epoxide,NA,NA
C3793,cis-/trans-calamenene,NA,NA
C3794,cis-1-methyl-3-isopropyl-cyclopentane,NA,NA
C3795,cis-1-methyl-4(1-methylethenyl) cyclohexane,NA,NA
C3796,"cis-1,2-epoxyterpinen-4-ol",NA,NA
C3797,"cis-1,2-limoneneepoxide",NA,NA
C3798,cis-14-muurol-5-en-4-one,NA,NA
C3799,cis-14-muurolol-5-en-4-one,NA,NA
C3800,cis-14-nor-muurol-5-en-4-one,NA,NA
C3801,cis-2-(4-methylcyclohexyl)-1-propan-2-ol,NA,NA
C3802,cis-2-methyl-3-methylene-5-heptene,NA,NA
C3803,cis-2-methyl-3-methylenehept-5-ene,NA,NA
C3804,cis-2-pentylcyclopropane-1-carboxylic acid,NA,NA
C3805,"cis-2,3-pinane diol",NA,NA
C3806,"cis-2,3-pinanediol",NA,NA
C3807,"cis-2,7-dimethyl-4-octen-2,7-diol",NA,NA
C3808,"cis-2,8-p-menthadien-1-ol",NA,NA
C3809,cis-3-hexenyl isovalerate,NA,NA
C3810,cis-3-hexenylacetate,NA,NA
C3811,cis-3-hexenylbenzoate,NA,NA
C3812,cis-3-hexenylvalerate,NA,NA
C3813,cis-3-hexnylisovalerate,NA,NA
C3814,cis-3-pinanone,NA,NA
C3815,cis-3 hexenol,NA,NA
C3816,cis-4-caranone,NA,NA
C3817,cis-5-hydroxycalamenene,NA,NA
C3818,cis-6-hesperylone,NA,NA
C3819,"cis-6,7-epoxyocimene",NA,NA
C3820,cis-abienol,NA,NA
C3821,cis-allo-ocimene,NA,NA
C3822,cis-alpha-bergamoten,NA,NA
C3823,cis-alpha-bergamotene + alpha-cedrene,NA,NA
C3824,cis-alpha-bergamotene  a-cedrene,NA,NA
C3825,cis-alpha-bergamotenea,NA,NA
C3826,cis-alpha-bergamotol,NA,NA
C3827,cis-alpha-bergaotene,NA,NA
C3828,cis-alpha-bergarnotene,NA,NA
C3829,cis-alpha-bisabolene,NA,NA
C3830,cis-alpha-copaen-8-ol,NA,NA
C3831,cis-alpha-santalol,NA,NA
C3832,cis-anethole,NA,NA
C3833,cis-anhydro linalool oxide,NA,NA
C3834,cis-arbusculone,NA,NA
C3835,cis-ascaridole,NA,NA
C3836,cis-b-ocimene,NA,NA
C3837,cis-bejarol,NA,NA
C3838,cis-beta-elemene,NA,NA
C3839,cis-beta-elemenone,NA,NA
C3840,cis-beta-farnesene,NA,NA
C3841,cis-beta-guaine,NA,NA
C3842,cis-beta-ocimene (z),NA,NA
C3843,cis-beta-santalene,NA,NA
C3844,cis-beta-santalol,NA,NA
C3845,cis-beta-sesquiphellandrol,NA,NA
C3846,cis-beta-terpinyl acetate,NA,NA
C3847,cis-cabinene hydrate,NA,NA
C3848,cis-cadin-4-en-7-ol,NA,NA
C3849,"cis-cadina-1(6), 4-diene",NA,NA
C3850,"cis-cadina-1(6),4-diene",NA,NA
C3851,"cis-cadina-1(6),4diene",NA,NA
C3852,"cis-Cadina-1,4-diene",NA,NA
C3853,cis-cadina-4-en-7-ol,NA,NA
C3854,"cis-cadinalpha-1(6),4-diene",NA,NA
C3855,"cis-cadinalpha-1,4-diene",NA,NA
C3856,cis-calamen-10-ol,NA,NA
C3857,cis-calamenen-10-ol,NA,NA
C3858,cis-calamenenol,NA,NA
C3859,cis-calamennee,NA,NA
C3860,cis-calaminene,NA,NA
C3861,cis-carvacrylacetate,NA,NA
C3862,cis-carvotanacetol,NA,NA
C3863,cis-carvyl acetate,NA,NA
C3864,cis-caryophyllene,NA,NA
C3865,cis-catveol,NA,NA
C3866,cis-chrysantenol,NA,NA
C3867,cis-chrysantenylacetate,NA,NA
C3868,cis-chrysanthemol,NA,NA
C3869,"cis-chrysanthenyl-alpha-methylbutrate + 3-epi-3,6,6,9-bisepoxyfarnesa-1,7(14),10-triene",NA,NA
C3870,cis-chrysanthenyl acetate,NA,NA
C3871,cis-chrysanthenylactate,NA,NA
C3872,cis-chrysanthenylangelate,NA,NA
C3873,cis-chrysanthenylisobutyrate,NA,NA
C3874,cis-chrysanthenyltiglate,NA,NA
C3875,cis-conferyl alcohol,NA,NA
C3876,cis-davanone (1),NA,NA
C3877,cis-dehydrocarvone,NA,NA
C3878,cis-dehydroxylinalooloxide,NA,NA
C3879,cis-delta-guaiene,NA,NA
C3880,cis-dictamnol,NA,NA
C3881,cis-didhydrocarvon,NA,NA
C3882,cis-dihydro-alpha-terpinylacetate,NA,NA
C3883,cis-dihydro-mayuronea,NA,NA
C3884,cis-dihydro carvone,NA,NA
C3885,cis-dihydroagarofuran,NA,NA
C3886,cis-dihydrocarveol,NA,NA
C3887,cis-dihydromayurone,NA,NA
C3888,cis-dihydrooccidentalol,NA,NA
C3889,cis-dihydrooccidentalol acetate,NA,NA
C3890,cis-en-in-dicycloether,NA,NA
C3891,cis-en-yn-bicycloether,NA,NA
C3892,cis-epi-beta-santalol,NA,NA
C3893,"cis-eudesma-6,11-diene",NA,NA
C3894,"cis-eudesmalpha-6,11-diene",NA,NA
C3895,cis-farnesal,NA,NA
C3896,cis-furanoidlinalooloxide,NA,NA
C3897,cis-gamma-bisabolene,NA,NA
C3898,cis-geranyl acetate,NA,NA
C3899,cis-germacrene epoxide,NA,NA
