pid,pname (v 1.0),scientificName (gbif),Normalized name,Details,Error,kingdom,phylum,class,order,family,genus,species
1041,Mentha spicataÂ L.,Mentha spicata L.,Mentha spicata,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha spicata
1042,Mentha spp (hybrid),Mentha L.,Mentha spp.,unresolved,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,
1043,Mentha x piperita,Mentha piperita L.,Mentha x piperita,Hybrid,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha piperita
1044,Mentha Ã— piperita,Mentha piperita L.,Mentha piperita,L.,Entry not found,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha piperita
1045,MenthaÂ longifoliaÂ L.,Mentha longifolia (L.) L.,Mentha longifolia,(L.) L.,duplicate entry; same as 1027,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha longifolia
1046,Meriandra bengalensis,Meriandra bengalensis (J.Koenig ex Roxb.) Benth.,Meriandra bengalensis,(J.Koenig ex Roxb.) Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia dianthera
1047,Messerschmidia sibirica,Messerschmidia sibirica (L.) L.,Messerschmidia sibirica,(L.) L.,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Tournefortia,Tournefortia sibirica
1048,Meum athamanticum,Meum athamanticum Jacq.,Meum athamanticum,Jacq.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Meum,Meum athamanticum
1049,Microcitrus australasica var. sanguinea,Microcitrus australasica (F.Müll.) Swingle,Microcitrus australasica ,var. sanguinea,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus australasica
1050,Microglossa pyrrhopappa,Microglossa pyrrhopappa (A.Rich.) Agnew,Microglossa pyrrhopappa,(A.Rich.) Agnew,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microglossa,Microglossa pyrrhopappa
1051,Micromeria biflora,Micromeria biflora Benth.,Micromeria biflora,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria biflora
1052,Micromeria cremnophila,Micromeria cremnophila Boiss. & Heldr.,Micromeria cremnophila,Boiss. & Heldr.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria cremnophila
1053,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,Micromeria cristata,(Hampe) Griseb.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria cristata
1054,Micromeria cristata ssp. phrygia,Micromeria cristata subsp. phrygia P.H.Davis,Micromeria cristata,subsp. phrygia P.H.Davis,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria cristata
1055,Micromeria dalmatica,Micromeria dalmatica Benth.,Micromeria dalmatica,Benth.,Changes made,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium dalmaticum
1056,Micromeria juliana,Micromeria juliana (L.) Benth. ex Rchb.,Micromeria juliana,(L.) Benth. ex Rchb.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria juliana
1057,Micromeria juriana,Micromeria juliana (L.) Benth. ex Rchb.,Micromeria juriana,(L.) Benth. ex Rchb.,Typographical Error and the right spelling already exists,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria juliana
1058,Micromeria kosaninii,Micromeria kosaninii _ili_,Micromeria kosaninii,_ili_,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria cristata
1059,Micromeria libanotica,Micromeria libanotica Boiss.,Micromeria libanotica,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium libanoticum
1060,Micromeria nubigena,Micromeria nubigena (Kunth) Benth.,Micromeria nubigena,(Kunth) Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium nubigenum
1061,Micromeria parviflora,Micromeria parviflora Rchb.,Micromeria parviflora,Rchb.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria longipedunculata
1062,Micromeria persica,Micromeria persica Boiss.,Micromeria persica,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria persica
1063,Micromeria pseudocroatica,Micromeria pseudocroatica _ili_,Micromeria pseudocroatica,_ili_,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria pseudocroatica
1064,Micromeria thymifolia,Micromeria thymifolia (Scop.) Fritsch,Micromeria thymifolia,(Scop.) Fritsch,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium album
1065,Microtoena patchoulii,Microtoena patchoulii (C.B.Clarke ex Hook.f.) C.Y.Wu & Hsuan,Microtoena patchoulii,(C.B.Clarke ex Hook.f.) C.Y.Wu & Hsuan,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Microtoena,Microtoena patchoulii
1066,Mikania burchellii,Mikania burchellii Baker,Mikania burchellii,Baker,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,Mikania burchellii
1067,Mikania cordata,Mikania cordata B.L.Rob.,Mikania cordata,B.L.Rob.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,Mikania cordata
1068,Mikania glomerata,Mikania glomerata Spreng.,Mikania glomerata,Spreng.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,Mikania glomerata
1069,Mikania hirsutissima,Mikania hirsutissima DC.,Mikania hirsutissima,DC.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,Mikania hirsutissima
1070,Mikania involucrata,Mikania involucrata Hook. & Arn.,Mikania involucrata,Hook. & Arn.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,Mikania involucrata
1071,Mikania laevigata,Mikania laevigata Sch.Bip. ex Baker,Mikania laevigata,Sch.Bip. ex Baker,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,Mikania laevigata
1072,Mikania micrantha,Mikania micrantha Kunth,Mikania micrantha,Kunth,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,Mikania micrantha
1073,Mikania paranensis,Mikania paranensis Dusén,Mikania paranensis,Dusén,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,Mikania paranensis
1074,Mikania sp.nov.,Mikania Willd.,Mikania sp.nov.,unresolved,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,
1075,Minthostachys verticillata,Minthostachys verticillata (Griseb.) Epling,Minthostachys verticillata,(Griseb.) Epling,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Minthostachys,Minthostachys verticillata
1076,Mintosthachys mollis,Minthostachys mollis (Kunth) Griseb.,Minthostachys mollis,(Kunth) Griseb.,Typographical Error,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Minthostachys,Minthostachys mollis
1077,Mitranthes ottonis,Mitranthes ottonis O.Berg,Mitranthes ottonis,O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Mitranthes,Mitranthes ottonis
1078,Mitrantia bilocularis,Mitrantia bilocularis Peter G.Wilson & B.Hyland,Mitrantia bilocularis,Peter G.Wilson & B.Hyland,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Mitrantia,Mitrantia bilocularis
1079,Monarda citriodora var. citriodora,Monarda citriodora var. citriodora,Monarda citriodora,var. citriodora,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda,Monarda citriodora
1080,Monarda didyma,Monarda didyma L.,Monarda didyma,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda,Monarda didyma
1081,Monodora myristica,Monodora myristica Dunal,Monodora myristica,Dunal,,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Monodora,Monodora myristica
1082,Montanoa tomentosa,Montanoa tomentosa Cerv.,Montanoa tomentosa,Cerv.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Montanoa,Montanoa tomentosa
1083,Morella pubescens,Morella pubescens (Humb. & Bonpl. ex Willd.) Wilbur,Morella pubescens,(Humb. & Bonpl. ex Willd.) Wilbur,,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,Morella pubescens
1084,Morina longifolia,Morina longifolia Wall.,Morina longifolia,Wall.,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Morina,Morina longifolia
1085,Mosiera ehrenbergii,Mosiera ehrenbergii (O.Berg) Landrum,Mosiera ehrenbergii,(O.Berg) Landrum,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Mosiera,Mosiera ehrenbergii
1086,Mosiera longipes,Mosiera longipes (O.Berg) Small,Mosiera longipes,(O.Berg) Small,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Mosiera,Mosiera longipes
1087,Murraya koenigii,Murraya koenigii Spreng.,Murraya koenigii,Spreng.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Murraya,Murraya koenigii
1088,Musa sapientum,Musa sapientum L.,Musa sapientum,L.,,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,Musa paradisiaca
1089,Myrceugenia alpigena,Myrceugenia alpigena (DC.) Landrum,Myrceugenia alpigena,(DC.) Landrum,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrceugenia,Myrceugenia alpigena
1090,Myrceugenia campestris,Myrceugenia campestris (DC.) D.Legrand & Kausel,Myrceugenia campestris,(DC.) D.Legrand & Kausel,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrceugenia,Myrceugenia campestris
1091,Myrceugenia glaucescens,Myrceugenia glaucescens (Cambess.) D.Legrand & Kausel,Myrceugenia glaucescens,(Cambess.) D.Legrand & Kausel,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrceugenia,Myrceugenia glaucescens
1092,Myrceugenia mesomischa,Myrceugenia mesomischa (Burret) D.Legrand & Kausel,Myrceugenia mesomischa,(Burret) D.Legrand & Kausel,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrceugenia,Myrceugenia mesomischa
1093,Myrceugenia miersiana,Myrceugenia miersiana (Gardner) D.Legrand & Kausel,Myrceugenia miersiana,(Gardner) D.Legrand & Kausel,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrceugenia,Myrceugenia miersiana
1094,Myrceugenia myrcioides,Myrceugenia myrcioides (Cambessèdes) Berg,Myrceugenia myrcioides,(Cambessèdes) Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrceugenia,Myrceugenia myrcioides
1095,Myrcia aff fosteri,Myrcia fosteri Croat,Myrcia fosteri,Croat,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,Myrcia fosteri
1096,Myrcia laruotteana,Myrcia laruotteana Cambess.,Myrcia laruotteana,Cambess.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,Myrcia laruotteana
1097,Myrcianthes coquimbensis,Myrcianthes coquimbensis (Barnéoud) Landrum & Grifo,Myrcianthes coquimbensis,(Barnéoud) Landrum & Grifo,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcianthes,Myrcianthes coquimbensis
1098,Myrcianthes fragrans,Myrcianthes fragrans (Sw.) McVaugh,Myrcianthes fragrans,(Sw.) McVaugh,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcianthes,Myrcianthes fragrans
1099,Myrcianthes osteomeloides,Myrcianthes osteomeloides (Rusby) McVaugh,Myrcianthes osteomeloides,(Rusby) McVaugh,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcianthes,Myrcianthes osteomeloides
1100,Myrcianthes pseudomato,Myrcianthes pseudomato (D.Legrand) McVaugh,Myrcianthes pseudomato,(D.Legrand) McVaugh,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcianthes,Myrcianthes pseudomato
1101,Myrciaria dubia,Myrciaria dubia (Kunth) McVaugh,Myrciaria dubia,(Kunth) McVaugh,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrciaria,Myrciaria dubia
1102,Myrciaria floribunda,Myrciaria floribunda O.Berg,Myrciaria floribunda,O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrciaria,Myrciaria floribunda
1103,Myrciaria tenella,Myrciaria tenella (DC.) O.Berg,Myrciaria tenella,(DC.) O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrciaria,Myrciaria tenella
1104,Myrica gale,Myrica gale L.,Myrica gale,L.,,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,Myrica gale
1105,Myristica fragrans,Myristica fragrans Houtt.,Myristica fragrans,Houtt.,,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,Myristica fragrans
1106,Myrothamnus moschatus,Myrothamnus moschatus Baill.,Myrothamnus moschatus,Baill.,,Plantae,Tracheophyta,Magnoliopsida,Gunnerales,Myrothamnaceae,Myrothamnus,Myrothamnus moschatus
1107,Myrrhis odorata,Myrrhis odorata Scop.,Myrrhis odorata,Scop.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Myrrhis,Myrrhis odorata
1108,Myrrhoides nodosa,Myrrhoides nodosa (L.) Cannon,Myrrhoides nodosa,(L.) Cannon,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Chaerophyllum,Chaerophyllum nodosum
1109,Myrtus communis,Myrtus communis L.,Myrtus communis,L.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrtus,Myrtus communis
1110,Myrtus communis (in vitro),Myrtus communis L.,Myrtus communis ,L. (in vitro),,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrtus,Myrtus communis
1111,Myrtus communis var. italica,Myrtus communis var. italica (Mill.) Rouy & E.G.Camus,Myrtus communis ,var. italica (Mill.) Rouy & E.G.Camus,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrtus,Myrtus communis
1112,Nashia inaguensis,Nashia inaguensis Millsp.,Nashia inaguensis,Millsp.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Nashia,Nashia inaguensis
1113,Nasturtium officinale,Nasturtium officinale W.T.Aiton,Nasturtium officinale,W.T.Aiton,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,Nasturtium officinale
1114,Neofinetia falcata,Neofinetia falcata (Thunb.) Beer,Neofinetia falcata,(Thunb.) Beer,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neofinetia,Neofinetia falcata
1115,Neolitsea Brassii,Neolitsea brassii C.K.Allen,Neolitsea brassii, C.K.Allen,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Neolitsea,Neolitsea brassii
1116,Neolitsea australiensis,Neolitsea australiensis Kosterm.,Neolitsea australiensis,Kosterm.,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Neolitsea,Neolitsea australiensis
1117,Neolitsea dealbata (Northern),Neolitsea dealbata (R.Br.) Merr.,Neolitsea dealbata ,(R.Br.) Merr. (Northern),,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Neolitsea,Neolitsea dealbata
1118,Neolitsea dealbata (Southern),Neolitsea dealbata (R.Br.) Merr.,Neolitsea dealbata ,(R.Br.) Merr. (Southern),,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Neolitsea,Neolitsea dealbata
1119,Neolitsea fischeri,Neolitsea fischeri Gamble,Neolitsea fischeri,Gamble,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Neolitsea,Neolitsea fischeri
1120,Neomitranthes obscura,Neomitranthes obscura (DC.) N.Silveira,Neomitranthes obscura,(DC.) N.Silveira,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Neomitranthes,Neomitranthes obscura
1121,Nepefa befonicifolia,Nepeta betonicifolia C.A.Mey.,Nepeta betonicifolia,C.A.Mey.,Typographical error in genus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta betonicifolia
1122,Nepeta asterotrichus,Nepeta asterotricha Rech.f.,Nepeta asterotricha,Rech.f.,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta crispa
1123,Nepeta betonicifolia,Nepeta betonicifolia C.A.Mey.,Nepeta betonicifolia,C.A.Mey.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta betonicifolia
1124,Nepeta bornmuelleri,Nepeta bornmuelleri Hausskn. ex Bornm.,Nepeta bornmuelleri,Hausskn. ex Bornm.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta bornmuelleri
1125,Nepeta bracteata,Nepeta bracteata Benth.,Nepeta bracteata,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta bracteata
1126,Nepeta cataria,Nepeta cataria L.,Nepeta cataria,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta cataria
1127,Nepeta cephalotes,Nepeta cephalotes Boiss.,Nepeta cephalotes,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta cephalotes
1128,Nepeta curviflora,Nepeta curviflora Boiss.,Nepeta curviflora,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta curviflora
1129,Nepeta denudata,Nepeta denudata Benth.,Nepeta denudata,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta denudata
1130,Nepeta elymatica,Nepeta elymaitica Bornm.,Nepeta elymaitica,Bornm.,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta elymaitica
1131,Nepeta fissa,Nepeta fissa C.A.Mey.,Nepeta fissa,C.A.Mey.,Changes made,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta teucriifolia
1132,Nepeta gloeocephala,Nepeta gloeocephala Rech.f.,Nepeta gloeocephala,Rech.f.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta gloeocephala
1133,Nepeta glomerulosa,Nepeta glomerulosa Boiss.,Nepeta glomerulosa,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta glomerulosa
1134,Nepeta govaniana,Nepeta govaniana Benth.,Nepeta govaniana,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta govaniana
1135,Nepeta haussknechtii,Nepeta haussknechtii Bornm.,Nepeta haussknechtii,Bornm.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta racemosa
1136,Nepeta heliotropifolia,Nepeta heliotropifolia Lam.,Nepeta heliotropifolia,Lam.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta heliotropifolia
1137,Nepeta kotschyi,Nepeta kotschyi Boiss.,Nepeta kotschyi,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta kotschyi
1138,Nepeta makuensis,Nepeta makuensis Jamzad & Mozaffarian,Nepeta makuensis,Jamzad & Mozaffarian,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta makuensis
1139,Nepeta menthoides,Nepeta menthoides Boiss. & Buhse,Nepeta menthoides,Boiss. & Buhse,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta menthoides
1140,Nepeta meyeri,Nepeta meyeri Benth.,Nepeta meyeri,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta meyeri
1141,Nepeta mirzayanii,Nepeta mirzayanii Rech.f. & Esfand.,Nepeta mirzayanii,Rech.f. & Esfand.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta mirzayanii
1142,Nepeta nuda,Nepeta nuda L.,Nepeta nuda,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta nuda
1143,Nepeta pannonica,Nepeta pannonica L.,Nepeta pannonica,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta nuda
1144,Nepeta pogonosperma,Nepeta pogonosperma Jamzad & Assadi,Nepeta pogonosperma,Jamzad & Assadi,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta pogonosperma
1145,Nepeta racemosa,Nepeta racemosa Lam.,Nepeta racemosa,Lam.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta racemosa
1146,Nepeta rtanjensis,Nepeta rtanjensis N.Diklic & B.Milojevic,Nepeta rtanjensis,N.Diklic & B.Milojevic,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta rtanjensis
1147,Nepeta rtanjensis (cultivated),Nepeta rtanjensis N.Diklic & B.Milojevic,Nepeta rtanjensis,N.Diklic & B.Milojevic (cultivated),,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta rtanjensis
1148,Nepeta rtanjensis (wild growing),Nepeta rtanjensis N.Diklic & B.Milojevic,Nepeta rtanjensis ,N.Diklic & B.Milojevic (wild growing),,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta rtanjensis
1149,Nepeta sessilifolia,Nepeta sessilifolia Bunge,Nepeta sessilifolia,Bunge,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lophanthus,Lophanthus sessilifolius
1150,Nepeta sibirica,Nepeta sibirica L.,Nepeta sibirica,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta sibirica
1151,Nepeta sulfuriflora,Nepeta sulfuriflora P.H.Davis,Nepeta sulfuriflora,P.H.Davis,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta sulfuriflora
1152,Nepeta trachonitica,Nepeta trachonitica Post,Nepeta trachonitica,Post,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta trachonitica
1153,Nicotiana tabacum,Nicotiana tabacum L.,Nicotiana tabacum,L.,,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana tabacum
1154,Nigella damascena,Nigella damascena L.,Nigella damascena,L.,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Nigella,Nigella damascena
1155,Nigella sativa L.,Nigella sativa L.,Nigella sativa,L.,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Nigella,Nigella sativa
1156,Nigritella nigra,Nigritella nigra (L.) Rchb.f.,Nigritella nigra,(L.) Rchb.f.,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gymnadenia,Gymnadenia nigra
1157,Ochrosperma lineare,Ochrosperma lineare (C.T.White) Trudgen,Ochrosperma lineare,(C.T.White) Trudgen,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Ochrosperma,Ochrosperma lineare
1158,Ocimum adscendens,Ocimum adscendens Willd.,Ocimum adscendens,Willd.,changes made,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum filamentosum
1159,Ocimum americanum,Ocimum americanum L.,Ocimum americanum,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum americanum
1160,Ocimum basilicum,Ocimum basilicum L.,Ocimum basilicum,L.,"This entry is same as 1163. The only difference is an additional ""L."" in the latter",Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum
1161,Ocimum basilicum 'Fino Verde',Ocimum basilicum L.,Ocimum basilicum ,L. (Fino Verde),,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum
1162,Ocimum basilicum Anise,Ocimum basilicum L.,Ocimum basilicum ,L. (Anise),,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum
1163,Ocimum basilicum L,Ocimum basilicum L.,Ocimum basilicum,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum
1164,Ocimum basilicum â€˜Genoveseâ€™,Ocimum basilicum L.,Ocimum basilicum ,L. (Genovese),,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum
1165,Ocimum basilicumÂ Bush green,Ocimum basilicum L.,Ocimum basilicum ,L. (Bush green),,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum
1166,Ocimum basilicumÂ L.,Ocimum basilicum L.,Ocimum basilicum,L.,Duplicate entry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum
1167,Ocimum basilicumÂ Purple Ruffle,Ocimum basilicum L.,Ocimum basilicum,L. (Purple Ruffle),Duplicate entry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum
1168,Ocimum ciliatum Hornem,Ocimum ciliatum Hornem.,Ocimum ciliatum,Hornem.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum
1169,Ocimum gratissimum,Ocimum gratissimum L.,Ocimum gratissimum,L. (Anise),,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum gratissimum
1170,Ocimum gratissimum chemovar. I,Ocimum gratissimum L.,Ocimum gratissimum ,L. (chemovar. I),,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum gratissimum
1171,Ocimum gratissium,Ocimum gratissimum L.,Ocimum gratissimum,L.,"Duplicate entry; but, different pfid",Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum gratissimum
1172,Ocimum grattisimum,Ocimum gratissimum L.,Ocimum gratissimum,L.,Typographical Error and the right spelling already exists,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum gratissimum
