Compound_name,OPSIN_lookup_name,OPSIN_inchis,OPSIN_comments
beta-dodecalactone,beta-dodecalactone,,beta-dodecalactone is unparsable due to the following being uninterpretable: beta-dodecalactone The following was not parseable: ne
beta-elemene,beta-elemene,,beta-elemene is unparsable due to the following being uninterpretable: beta-elemene The following was not parseable: lemene
beta-eudesmol,beta-eudesmol,,beta-eudesmol is unparsable due to the following being uninterpretable: beta-eudesmol The following was not parseable: udesmol
beta-farnesene,beta-farnesene,"InChI=1/C15H26/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h9,12H,4,6-8,10-11H2,1-3,5H3/b15-12+",
beta-fenchol,beta-fenchol,,beta-fenchol is unparsable due to the following being uninterpretable: beta-fenchol The following was not parseable: fenchol
beta-fenchone,beta-fenchone,,beta-fenchone is unparsable due to the following being uninterpretable: beta-fenchone The following was not parseable: fenchone
beta-guaiene,beta-guaiene,,beta-guaiene is unparsable due to the following being uninterpretable: beta-guaiene The following was not parseable: guaiene
beta-gurjunene,beta-gurjunene,,beta-gurjunene is unparsable due to the following being uninterpretable: beta-gurjunene The following was not parseable: gurjunene
beta-himachalene,beta-himachalene,,beta-himachalene is unparsable due to the following being uninterpretable: beta-himachalene The following was not parseable: himachalene
beta-humulene,beta-humulene,,beta-humulene is unparsable due to the following being uninterpretable: beta-humulene The following was not parseable: humulene
beta-ionone,beta-ionone,,beta-ionone is unparsable due to the following being uninterpretable: beta-ionone The following was not parseable: ionone
beta-myrcene,beta-myrcene,"InChI=1/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",
beta-phellandrene,beta-phellandrene,,beta-phellandrene is unparsable due to the following being uninterpretable: beta-phellandrene The following was not parseable: phellandrene
beta-phellandrene+limonene,beta-phellandrene+limonene,,beta-phellandrene+limonene is unparsable due to the following being uninterpretable: beta-phellandrene+limonene The following was not parseable: phellandrene+limonene
beta-phenyl-ethyl acetate,beta-phenyl-ethyl acetate,"InChI=1/C10H12O2/c1-9(11)12-8-7-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3",
beta-pinene,beta-pinene,,Unable to assign all locants. This locant was not assigned: beta
beta-sanatalene,beta-sanatalene,,beta-sanatalene is unparsable due to the following being uninterpretable: beta-sanatalene The following was not parseable: sanatalene
beta-santalene,beta-santalene,,beta-santalene is unparsable due to the following being uninterpretable: beta-santalene The following was not parseable: santalene
beta-selinene,beta-selinene,,beta-selinene is unparsable due to the following being uninterpretable: beta-selinene The following was not parseable: inene
beta-sesquiphellandrene,beta-sesquiphellandrene,,beta-sesquiphellandrene is unparsable due to the following being uninterpretable: beta-sesquiphellandrene The following was not parseable: sesquiphellandrene
beta-terpinene,beta-terpinene,,Disagreement between number of locants(beta) and ring assembly multiplier: 3
beta-thujone,beta-thujone,,beta-thujone is unparsable due to the following being uninterpretable: beta-thujone The following was not parseable:
beta-ylangene,beta-ylangene,,beta-ylangene is unparsable due to the following being uninterpretable: beta-ylangene The following was not parseable: ylangene
bicycloelemene,bicycloelemene,,bicycloelemene is unparsable due to the following being uninterpretable: bicycloelemene The following was not parseable: elemene
bicyclogermacrene,bicyclogermacrene,,bicyclogermacrene is unparsable due to the following being uninterpretable: bicyclogermacrene The following was not parseable: acrene
bicyclovetivenol,bicyclovetivenol,,bicyclovetivenol is unparsable due to the following being uninterpretable: bicyclovetivenol The following was not parseable: vetivenol
borneol,borneol,"InChI=1/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3",
bornyl acetate,bornyl acetate,"InChI=1/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3",
bornyl formate,bornyl formate,"InChI=1/C11H18O2/c1-10(2)8-4-5-11(10,3)9(6-8)13-7-12/h7-9H,4-6H2,1-3H3",
bulnesol,bulnesol,,bulnesol is unparsable due to the following being uninterpretable: bulnesol The following was not parseable: bulnesol
butyl benzoate,butyl benzoate,"InChI=1/C11H14O2/c1-2-3-9-13-11(12)10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3",
cadalene,cadalene,,cadalene is unparsable due to the following being uninterpretable: cadalene The following was not parseable: cadalene
"cadin-alpha-1,4-diene","cadin-alpha-1,4-diene",,"cadin-alpha-1,4-diene'' is unparsable due to the following being uninterpretable: ''cadin-alpha-1,4-diene'' The following was not parseable: ''cadin-alpha-1,4-diene''"
"cadina-1,4-diene","cadina-1,4-diene",,"cadina-1,4-diene'' is unparsable due to the following being uninterpretable: ''cadina-1,4-diene'' The following was not parseable: ''cadina-1,4-diene''"
"cadina-1,4-diene+alpha-calacorene","cadina-1,4-diene+alpha-calacorene",,"cadina-1,4-diene+alpha-calacorene'' is unparsable due to the following being uninterpretable: ''cadina-1,4-diene+alpha-calacorene'' The following was not parseable: ''cadina-1,4-diene+alpha-calacorene''"
"cadina-4,1(10)-dien-8 beta-ol","cadina-4,1(10)-dien-8 beta-ol",,"cadina-4,1(10)-dien-8 beta-ol'' is unparsable due to the following being uninterpretable: ''cadina-4,1(10)-dien-8 beta-ol'' The following was not parseable: ''cadina-4,1(10)-dien-8 beta-ol''"
cadinol,cadinol,,cadinol is unparsable due to the following being uninterpretable: cadinol The following was not parseable: cadinol
calacorene,calacorene,,calacorene is unparsable due to the following being uninterpretable: calacorene The following was not parseable: calacorene
calamenene,calamenene,,calamenene is unparsable due to the following being uninterpretable: calamenene The following was not parseable: calamenene
calamusenone,calamusenone,,calamusenone is unparsable due to the following being uninterpretable: calamusenone The following was not parseable: calamusenone
calarene,calarene,,calarene is unparsable due to the following being uninterpretable: calarene The following was not parseable: calarene
camphene,camphene,"InChI=1/C10H16/c1-7-8-4-5-9(6-8)10(7,2)3/h8-9H,1,4-6H2,2-3H3",
camphenehydrate,camphenehydrate,,camphenehydrate is unparsable due to the following being uninterpretable: hydrate The following was not parseable: hydrate
camphor,camphor,"InChI=1/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3",
canfene,canfene,,canfene is unparsable due to the following being uninterpretable: canfene The following was not parseable: canfene
caranyl acetate ii,caranyl acetate ii,,caranyl acetate ii is unparsable due to the following being uninterpretable: ii The following was not parseable: ii
caratoly,caratoly,,caratoly is unparsable due to the following being uninterpretable: caratoly The following was not parseable: toly
carophyllene oxide,carophyllene oxide,,carophyllene oxide is unparsable due to the following being uninterpretable: carophyllene oxide The following was not parseable: phyllene oxide
carotol,carotol,,carotol is unparsable due to the following being uninterpretable: carotol The following was not parseable: tol
carvacrol,carvacrol,"InChI=1/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3",
carveol,carveol,,carveol is unparsable due to the following being uninterpretable: carveol The following was not parseable: veol
carvone,carvone,,carvone is unparsable due to the following being uninterpretable: carvone The following was not parseable: vone
"caryophylla-2(12),6-dien-5-beta-ol","caryophylla-2(12),6-dien-5-beta-ol",,"caryophylla-2(12),6-dien-5-beta-ol'' is unparsable due to the following being uninterpretable: ''caryophylla-2(12),6-dien-5-beta-ol'' The following was not parseable: ''caryophylla-2(12),6-dien-5-beta-ol''"
"caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenol i)","caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenol i)",,"caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenol i)'' is unparsable due to the following being uninterpretable: ''caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenoli)'' The following was not parseable: ''caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenoli)''"
"caryophylla-2(12),6-diene-5-beta-ol","caryophylla-2(12),6-diene-5-beta-ol",,"caryophylla-2(12),6-diene-5-beta-ol'' is unparsable due to the following being uninterpretable: ''caryophylla-2(12),6-diene-5-beta-ol'' The following was not parseable: ''caryophylla-2(12),6-diene-5-beta-ol''"
"caryophylla-4(14),8(15)-diene-5-alpha-ol","caryophylla-4(14),8(15)-diene-5-alpha-ol",,"caryophylla-4(14),8(15)-diene-5-alpha-ol'' is unparsable due to the following being uninterpretable: ''caryophylla-4(14),8(15)-diene-5-alpha-ol'' The following was not parseable: ''caryophylla-4(14),8(15)-diene-5-alpha-ol''"
"caryophylla-alpha-4(14),8(15)-diene-5-beta-ol","caryophylla-alpha-4(14),8(15)-diene-5-beta-ol",,"caryophylla-alpha-4(14),8(15)-diene-5-beta-ol'' is unparsable due to the following being uninterpretable: ''caryophylla-alpha-4(14),8(15)-diene-5-beta-ol'' The following was not parseable: ''caryophylla-alpha-4(14),8(15)-diene-5-beta-ol''"
caryophylladienol,caryophylladienol,,caryophylladienol is unparsable due to the following being uninterpretable: caryophylladienol The following was not parseable: yophylladienol
caryophyllen-8-ol,caryophyllen-8-ol,,caryophyllen-8-ol is unparsable due to the following being uninterpretable: caryophyllen-8-ol The following was not parseable: yophyllen-8-ol
caryophyllene,caryophyllene,,caryophyllene is unparsable due to the following being uninterpretable: caryophyllene The following was not parseable: yophyllene
caryophyllene oxide,caryophyllene oxide,,caryophyllene oxide is unparsable due to the following being uninterpretable: caryophyllene oxide The following was not parseable: yophyllene oxide
caryophyllenol-i,caryophyllenol-i,,caryophyllenol-i is unparsable due to the following being uninterpretable: caryophyllenol-i The following was not parseable: yophyllenol-i
caryophyllenol-ii,caryophyllenol-ii,,caryophyllenol-ii is unparsable due to the following being uninterpretable: caryophyllenol-ii The following was not parseable: yophyllenol-ii
caryophyllenoxide,caryophyllenoxide,,caryophyllenoxide is unparsable due to the following being uninterpretable: caryophyllenoxide The following was not parseable: yophyllenoxide
caryophyllenyl alcohol,caryophyllenyl alcohol,,caryophyllenyl alcohol is unparsable due to the following being uninterpretable: caryophyllenyl alcohol The following was not parseable: yophyllenyl alcohol
cedr-8(15)-en-9-ol,cedr-8(15)-en-9-ol,,cedr-8(15)-en-9-ol is unparsable due to the following being uninterpretable: cedr-8(15)-en-9-ol The following was not parseable: cedr-8(15)-en-9-ol
cedren-8-en-9-alpha-ol,cedren-8-en-9-alpha-ol,,cedren-8-en-9-alpha-ol is unparsable due to the following being uninterpretable: cedren-8-en-9-alpha-ol The following was not parseable: cedren-8-en-9-alpha-ol
cedrol,cedrol,,cedrol is unparsable due to the following being uninterpretable: cedrol The following was not parseable: cedrol
chamazulene,chamazulene,,chamazulene is unparsable due to the following being uninterpretable: chamazulene The following was not parseable: chamazulene
chrysanthenone,chrysanthenone,,chrysanthenone is unparsable due to the following being uninterpretable: chrysanthenone The following was not parseable: anthenone
cinnamyl isovalerate,cinnamyl isovalerate,"InChI=1/C14H18O2/c1-12(2)11-14(15)16-10-6-9-13-7-4-3-5-8-13/h3-9,12H,10-11H2,1-2H3",
cis-3-hexenol,cis-3-hexenol,"InChI=1/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3/b4-3-",
cis-alpha-bergamotene,cis-alpha-bergamotene,,cis-alpha-bergamotene is unparsable due to the following being uninterpretable: cis-alpha-bergamotene The following was not parseable: bergamotene
cis-arteannuic alcohol,cis-arteannuic alcohol,,cis-arteannuic alcohol is unparsable due to the following being uninterpretable: cis-arteannuic alcohol The following was not parseable: arteannuic alcohol
cis-beta-guaiene,cis-beta-guaiene,,cis-beta-guaiene is unparsable due to the following being uninterpretable: cis-beta-guaiene The following was not parseable: guaiene
cis-beta-ocimene,cis-beta-ocimene,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""cis"" subsequentUnsemanticToken=""-"">cis</stereoChemistry> could refer unambiguously to"
cis-beta-terpineol,cis-beta-terpineol,,cis-beta-terpineol is unparsable due to the following being uninterpretable: cis-beta-terpineol The following was not parseable: eol
cis-beta-terpineold,cis-beta-terpineold,,cis-beta-terpineold is unparsable due to the following being uninterpretable: cis-beta-terpineold The following was not parseable: eold
cis-calamene,cis-calamene,,cis-calamene is unparsable due to the following being uninterpretable: cis-calamene The following was not parseable: calamene
cis-calamenene,cis-calamenene,,cis-calamenene is unparsable due to the following being uninterpretable: cis-calamenene The following was not parseable: calamenene
cis-carveol,cis-carveol,,cis-carveol is unparsable due to the following being uninterpretable: cis-carveol The following was not parseable: veol
cis-carvylacetate,cis-carvylacetate,,cis-carvylacetate is unparsable due to the following being uninterpretable: cis-carvylacetate The following was not parseable: vylacetate
cis-carvylpropionate,cis-carvylpropionate,,cis-carvylpropionate is unparsable due to the following being uninterpretable: cis-carvylpropionate The following was not parseable: vylpropionate
cis-chrysanthenol,cis-chrysanthenol,,cis-chrysanthenol is unparsable due to the following being uninterpretable: cis-chrysanthenol The following was not parseable: anthenol
cis-chrysanthenylacetate,cis-chrysanthenylacetate,,cis-chrysanthenylacetate is unparsable due to the following being uninterpretable: cis-chrysanthenylacetate The following was not parseable: anthenylacetate
cis-chrysanthenylformate,cis-chrysanthenylformate,,cis-chrysanthenylformate is unparsable due to the following being uninterpretable: cis-chrysanthenylformate The following was not parseable: anthenylformate
cis-dihydrocarvone,cis-dihydrocarvone,,cis-dihydrocarvone is unparsable due to the following being uninterpretable: carvone The following was not parseable: vone
cis-epoxy-ocimene,cis-epoxy-ocimene,,cis-epoxy-ocimene is unparsable due to the following being uninterpretable: ocimene The following was not parseable: ocimene
cis-farnesol,cis-farnesol,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""cis"" subsequentUnsemanticToken=""-"">cis</stereoChemistry> could refer unambiguously to"
cis-geraniol,cis-geraniol,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""cis"" subsequentUnsemanticToken=""-"">cis</stereoChemistry> could refer unambiguously to"
cis-jasmone,cis-jasmone,,cis-jasmone is unparsable due to the following being uninterpretable: cis-jasmone The following was not parseable: jasmone
cis-limoneneoxide,cis-limoneneoxide,,cis-limoneneoxide is unparsable due to the following being uninterpretable: cis-limoneneoxide The following was not parseable: imoneneoxide
cis-linalooloxide,cis-linalooloxide,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""cis"" subsequentUnsemanticToken=""-"">cis</stereoChemistry> could refer unambiguously to"
cis-linalooloxide (furanoid),cis-linalooloxide (furanoid),,cis-linalooloxide (furanoid) is unparsable due to the following being uninterpretable: oid) The following was not parseable: )
"cis-mentha-1(7),8-dien-2-ol","cis-mentha-1(7),8-dien-2-ol",,"cis-mentha-1(7),8-dien-2-ol'' is unparsable due to the following being uninterpretable: ''cis-mentha-1(7),8-dien-2-ol'' The following was not parseable: ''cis-mentha-1(7),8-dien-2-ol''"
cis-muurol-5-en-4-betalpha-ol,cis-muurol-5-en-4-betalpha-ol,,cis-muurol-5-en-4-betalpha-ol is unparsable due to the following being uninterpretable: cis-muurol-5-en-4-betalpha-ol The following was not parseable: muurol-5-en-4-betalpha-ol
"cis-muurola-3,5-diene","cis-muurola-3,5-diene",,"cis-muurola-3,5-diene'' is unparsable due to the following being uninterpretable: ''cis-muurola-3,5-diene'' The following was not parseable: ''cis-muurola-3,5-diene''"
"cis-muurola-4(15),5-diene","cis-muurola-4(15),5-diene",,"cis-muurola-4(15),5-diene'' is unparsable due to the following being uninterpretable: ''cis-muurola-4(15),5-diene'' The following was not parseable: ''cis-muurola-4(15),5-diene''"
cis-ocimene,cis-ocimene,,cis-ocimene is unparsable due to the following being uninterpretable: cis-ocimene The following was not parseable: ocimene
cis-p-menth-2-en-1-ol,cis-p-menth-2-en-1-ol,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""cis"" subsequentUnsemanticToken=""-"">cis</stereoChemistry> could refer unambiguously to"
"cis-p-mentha-1,8-dien-6-ol","cis-p-mentha-1,8-dien-6-ol",,"cis-p-mentha-1,8-dien-6-ol'' is unparsable due to the following being uninterpretable: ''cis-p-mentha-1,8-dien-6-ol'' The following was not parseable: ''cis-p-mentha-1,8-dien-6-ol''"
"cis-p-mentha-1(7),8-dien-2-ol","cis-p-mentha-1(7),8-dien-2-ol",,"cis-p-mentha-1(7),8-dien-2-ol'' is unparsable due to the following being uninterpretable: ''cis-p-mentha-1(7),8-dien-2-ol'' The following was not parseable: ''cis-p-mentha-1(7),8-dien-2-ol''"
"cis-p-mentha-2,8-dien-1-ol","cis-p-mentha-2,8-dien-1-ol",,"cis-p-mentha-2,8-dien-1-ol'' is unparsable due to the following being uninterpretable: ''cis-p-mentha-2,8-dien-1-ol'' The following was not parseable: ''cis-p-mentha-2,8-dien-1-ol''"
cis-pelemenone,cis-pelemenone,,cis-pelemenone is unparsable due to the following being uninterpretable: cis-pelemenone The following was not parseable: pelemenone
cis-pinocamphone,cis-pinocamphone,,cis-pinocamphone is unparsable due to the following being uninterpretable: cis-pinocamphone The following was not parseable: camphone
cis-piperitol,cis-piperitol,,cis-piperitol is unparsable due to the following being uninterpretable: cis-piperitol The following was not parseable: piperitol
cis-sabinene hydrate,cis-sabinene hydrate,,cis-sabinene hydrate is unparsable due to the following being uninterpretable: cis-sabinene hydrate The following was not parseable: sabinene hydrate
cis-sabinene hydrate acetate,cis-sabinene hydrate acetate,,cis-sabinene hydrate acetate is unparsable due to the following being uninterpretable: cis-sabinene hydrate acetate The following was not parseable: sabinene hydrate acetate
cis-sabinol,cis-sabinol,,cis-sabinol is unparsable due to the following being uninterpretable: cis-sabinol The following was not parseable: sabinol
cis-verbenol,cis-verbenol,,cis-verbenol is unparsable due to the following being uninterpretable: cis-verbenol The following was not parseable: verbenol
cis-verbenyl acetate,cis-verbenyl acetate,,cis-verbenyl acetate is unparsable due to the following being uninterpretable: cis-verbenyl acetate The following was not parseable: verbenyl acetate
citralc,citralc,,citralc is unparsable due to the following being uninterpretable: c The following was not parseable: c
citronellal,citronellal,"InChI=1/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,8,10H,4,6-7H2,1-3H3",
citronellic acid,citronellic acid,"InChI=1/C10H18O2/c1-8(2)5-4-6-9(3)7-10(11)12/h5,9H,4,6-7H2,1-3H3,(H,11,12)/f/h11H",
citronellol,citronellol,"InChI=1/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3",
citronellyl acetate,citronellyl acetate,"InChI=1/C12H22O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,11H,5,7-9H2,1-4H3",
citronellyl butyrate,citronellyl butyrate,"InChI=1/C14H26O2/c1-5-7-14(15)16-11-10-13(4)9-6-8-12(2)3/h8,13H,5-7,9-11H2,1-4H3",
clovenol,clovenol,,clovenol is unparsable due to the following being uninterpretable: clovenol The following was not parseable: clovenol
cnidilide,cnidilide,,cnidilide is unparsable due to the following being uninterpretable: cnidilide The following was not parseable: cnidilide
coumarin,coumarin,InChI=1/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,
cryptone,cryptone,,cryptone is unparsable due to the following being uninterpretable: cryptone The following was not parseable: cryptone
cubebol,cubebol,,cubebol is unparsable due to the following being uninterpretable: cubebol The following was not parseable: ebol
cubenen-11-ol,cubenen-11-ol,,Could not find the atom with locant 11.
cubenol,cubenol,"InChI=1/C8H6O/c9-8-5-2-1-3(5)7(8)4(1)6(2)8/h1-3,5-6,9H",
cumin alcohol,cumin alcohol,,cumin alcohol is unparsable due to the following being uninterpretable: cumin alcohol The following was not parseable: cumin alcohol
cumin aldehyde,cumin aldehyde,"InChI=1/C10H12O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-8H,1-2H3",
cuminal,cuminal,"InChI=1/C10H12O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-8H,1-2H3",
cuparene,cuparene,,cuparene is unparsable due to the following being uninterpretable: cuparene The following was not parseable: cuparene
curzerene,curzerene,,curzerene is unparsable due to the following being uninterpretable: curzerene The following was not parseable: curzerene
curzerenone,curzerenone,,curzerenone is unparsable due to the following being uninterpretable: curzerenone The following was not parseable: curzerenone
cycloheptatriene,cycloheptatriene,"InChI=1/C7H8/c1-2-4-6-7-5-3-1/h1-6H,7H2",
cyclohexane,cyclohexane,InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,
cyclohexanone,cyclohexanone,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,
cyclosativene,cyclosativene,,cyclosativene is unparsable due to the following being uninterpretable: cyclosativene The following was not parseable: sativene
Cymene-8-ol,Cymene-8-ol,,Could not find the atom with locant 8.
Cyperene,Cyperene,,Cyperene is unparsable due to the following being uninterpretable: Cyperene The following was not parseable: Cyperene
daucene,daucene,,daucene is unparsable due to the following being uninterpretable: daucene The following was not parseable: aucene
davanone,davanone,,davanone is unparsable due to the following being uninterpretable: davanone The following was not parseable: avanone
decanal,decanal,"InChI=1/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3",
decane,decane,"InChI=1/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",
decanoic acid,decanoic acid,"InChI=1/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)/f/h11H",
decanol,decanol,"InChI=1/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",
decenal,decenal,"InChI=1/C10H18O/c1-2-3-4-5-6-7-8-9-10-11/h8-10H,2-7H2,1H3",
decylacetate,decylacetate,"InChI=1/C12H24O2/c1-3-4-5-6-7-8-9-10-11-14-12(2)13/h3-11H2,1-2H3",
"dehydro-1,8-cineole","dehydro-1,8-cineole",,"dehydro-1,8-cineole'' is unparsable due to the following being uninterpretable: ''dehydro-1,8-cineole'' The following was not parseable: ''dehydro-1,8-cineole''"
dehydro-p-cymene,dehydro-p-cymene,,locants are assumed to be required for the use of dehydro to be unambiguous
dehydro-sabinaketone,dehydro-sabinaketone,,dehydro-sabinaketone is unparsable due to the following being uninterpretable: sabinaketone The following was not parseable: sabinaketone
dehydro-sabinene,dehydro-sabinene,,dehydro-sabinene is unparsable due to the following being uninterpretable: sabinene The following was not parseable: sabinene
dehydroisocalamendiol,dehydroisocalamendiol,,dehydroisocalamendiol is unparsable due to the following being uninterpretable: isocalamendiol The following was not parseable: calamendiol
Dehydrotremetone,Dehydrotremetone,,Dehydrotremetone is unparsable due to the following being uninterpretable: tremetone The following was not parseable: tremetone
delta-2-carene,delta-2-carene,,Unable to assign all locants. This locant was not assigned: delta
delta-3-carene,delta-3-carene,,Unable to assign all locants. This locant was not assigned: delta
delta-cadinene,delta-cadinene,,delta-cadinene is unparsable due to the following being uninterpretable: delta-cadinene The following was not parseable: cadinene
delta-cadinol,delta-cadinol,,delta-cadinol is unparsable due to the following being uninterpretable: delta-cadinol The following was not parseable: cadinol
delta-cardinene,delta-cardinene,,delta-cardinene is unparsable due to the following being uninterpretable: delta-cardinene The following was not parseable: nene
delta-cymene,delta-cymene,,Unable to assign all locants. This locant was not assigned: delta
delta-elemene,delta-elemene,,delta-elemene is unparsable due to the following being uninterpretable: delta-elemene The following was not parseable: lemene
delta-muurolene,delta-muurolene,,delta-muurolene is unparsable due to the following being uninterpretable: delta-muurolene The following was not parseable: muurolene
delta-pinene,delta-pinene,,Unable to assign all locants. This locant was not assigned: delta
delta-selinene,delta-selinene,,delta-selinene is unparsable due to the following being uninterpretable: delta-selinene The following was not parseable: inene
delta-terpineol,delta-terpineol,,delta-terpineol is unparsable due to the following being uninterpretable: delta-terpineol The following was not parseable: eol
dendrolasin,dendrolasin,,dendrolasin is unparsable due to the following being uninterpretable: dendrolasin The following was not parseable: endrolasin
devanone,devanone,,devanone is unparsable due to the following being uninterpretable: devanone The following was not parseable: evanone
di-epi-alpha-cedrene,di-epi-alpha-cedrene,,di-epi-alpha-cedrene is unparsable due to the following being uninterpretable: di-epi-alpha-cedrene The following was not parseable: pi-alpha-cedrene
dihydro tagetone,dihydro tagetone,,dihydro tagetone is unparsable due to the following being uninterpretable: tagetone The following was not parseable: tagetone
dihydrocarvone,dihydrocarvone,,dihydrocarvone is unparsable due to the following being uninterpretable: carvone The following was not parseable: vone
dihydrochalcone isomer,dihydrochalcone isomer,,dihydrochalcone isomer is unparsable due to the following being uninterpretable: isomer The following was not parseable: mer
dihydroedulan,dihydroedulan,,dihydroedulan is unparsable due to the following being uninterpretable: edulan The following was not parseable: edulan
dihydroencecaline,dihydroencecaline,,dihydroencecaline is unparsable due to the following being uninterpretable: encecaline The following was not parseable: encecaline
dihydroisochromolaenin,dihydroisochromolaenin,,dihydroisochromolaenin is unparsable due to the following being uninterpretable: isochromolaenin The following was not parseable: chromolaenin
dill apiole,dill apiole,,dill apiole is unparsable due to the following being uninterpretable: dill apiole The following was not parseable: ll apiole
dillapiole,dillapiole,,dillapiole is unparsable due to the following being uninterpretable: dillapiole The following was not parseable: llapiole
dimethoxyencecalin,dimethoxyencecalin,,dimethoxyencecalin is unparsable due to the following being uninterpretable: encecalin The following was not parseable: encecalin
dimyrcene ii-a,dimyrcene ii-a,,dimyrcene ii-a is unparsable due to the following being uninterpretable: dimyrcene ii-a The following was not parseable: myrcene ii-a
diterpenes,diterpenes,,diterpenes is unparsable due to the following being uninterpretable: diterpenes The following was not parseable: penes
docosane,docosane,"InChI=1/C22H46/c1-3-5-7-9-11-13-15-17-19-21-22-20-18-16-14-12-10-8-6-4-2/h3-22H2,1-2H3",
dodecanal,dodecanal,"InChI=1/C12H24O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h12H,2-11H2,1H3",
dodecane,dodecane,"InChI=1/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",
dodecanoic acid,dodecanoic acid,"InChI=1/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)/f/h13H",
dodecanol,dodecanol,"InChI=1/C12H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h13H,2-12H2,1H3",
dodecenyl acetate,dodecenyl acetate,"InChI=1/C14H26O2/c1-3-4-5-6-7-8-9-10-11-12-13-16-14(2)15/h12-13H,3-11H2,1-2H3",
e-2-undecenol,e-2-undecenol,"InChI=1/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h9-10,12H,2-8,11H2,1H3/b10-9+",
eicosane,eicosane,"InChI=1/C20H42/c1-3-5-7-9-11-13-15-17-19-20-18-16-14-12-10-8-6-4-2/h3-20H2,1-2H3",
elemicin,elemicin,"InChI=1/C12H16O3/c1-5-6-9-7-10(13-2)12(15-4)11(8-9)14-3/h5,7-8H,1,6H2,2-4H3",
elemol,elemol,,elemol is unparsable due to the following being uninterpretable: elemol The following was not parseable: lemol
elemol/hedycaryol,elemol/hedycaryol,,elemol/hedycaryol is unparsable due to the following being uninterpretable: elemol/hedycaryol The following was not parseable: lemol/hedycaryol
elsholtzia ketone,elsholtzia ketone,,elsholtzia ketone is unparsable due to the following being uninterpretable: elsholtzia ketone The following was not parseable: lsholtzia ketone
epi-1-cubenol,epi-1-cubenol,,epi-1-cubenol is unparsable due to the following being uninterpretable: epi-1-cubenol The following was not parseable: pi-1-cubenol
epi-13-manoyl oxide,epi-13-manoyl oxide,,epi-13-manoyl oxide is unparsable due to the following being uninterpretable: epi-13-manoyl oxide The following was not parseable: pi-13-manoyl oxide
epi-alpha-bisabolol,epi-alpha-bisabolol,,epi-alpha-bisabolol is unparsable due to the following being uninterpretable: epi-alpha-bisabolol The following was not parseable: pi-alpha-bisabolol
epi-alpha-cadinol,epi-alpha-cadinol,,Epi-alpha-cadinol is unparsable due to the following being uninterpretable: epi-alpha-cadinol The following was not parseable: pi-alpha-cadinol
epi-alpha-muurolol,epi-alpha-muurolol,,epi-alpha-muurolol is unparsable due to the following being uninterpretable: epi-alpha-muurolol The following was not parseable: pi-alpha-muurolol
epi-beta-santalene,epi-beta-santalene,,epi-beta-santalene is unparsable due to the following being uninterpretable: epi-beta-santalene The following was not parseable: pi-beta-santalene
