compound_identifier	original_name	cleaned_name	name_comments
4275C	dihydroactinidiolide	NA	NA
4276C	dihydroactinidolide	NA	NA
4277C	dihydroactinodiolide	NA	NA
4278C	dihydroactinolide	NA	NA
4279C	dihydroagarofuran	NA	NA
427C	cis-linalooloxide	NA	NA
4280C	dihydroagarofuran isomer	NA	NA
4281C	dihydroanethole	NA	NA
4282C	dihydroaplotaxene	NA	NA
4283C	dihydroartemisinic acid	NA	NA
4284C	dihydroartemisinic lactone	NA	NA
4285C	dihydrocarveol	NA	NA
4286C	dihydrocarveol acetate	NA	NA
4287C	dihydrocarvyl acetate	NA	NA
4288C	dihydrocarvyl acetate (i)	NA	NA
4289C	dihydrocarvyl acetate (ii)	NA	NA
428C	cis-linalooloxide (furanoid)	NA	NA
4290C	dihydrocinnamyle acetate	NA	NA
4291C	dihydrocitronellol	NA	NA
4292C	dihydrocoumarin	NA	NA
4293C	dihydrocuminyl alcohol	NA	NA
4294C	dihydrodemethoxyencecalin	NA	NA
4295C	dihydrodulan(i)	NA	NA
4296C	dihydroedulan 1	NA	NA
4297C	dihydroedulan i	NA	NA
4298C	dihydroedulan ii	NA	NA
4299C	dihydroedulan(i)	NA	NA
429C	cis-mentha-1(7),8-dien-2-ol	NA	NA
42C	(e)-sesquilavandulylacetate	NA	NA
4300C	dihydroedulan(ii)	NA	NA
4301C	dihydroedulanÂ ii	NA	NA
4302C	dihydroencecalin	NA	NA
4303C	dihydroeudesmol	NA	NA
4304C	dihydroeugenol	NA	NA
4305C	dihydrogalangal acetate	NA	NA
4306C	dihydromyrcenol	NA	NA
4307C	dihydropinocarvone	NA	NA
4308C	dihydropofarnesal	NA	NA
4309C	dihydrotagetone+(e)-beta-ocimene	NA	NA
430C	cis-muurol-5-en-4-betalpha-ol	NA	NA
4310C	diidromircene,1,6-diol-z	NA	NA
4311C	diisobutyl-phthalate	NA	NA
4312C	dill ether	NA	NA
4313C	dillapiol	NA	NA
4314C	dimethoxy-1-methylnaphthalene	NA	NA
4315C	dimethoxybenzaldehyde	NA	NA
4316C	dimethoxycoumarin	NA	NA
4317C	dimethyl-ionone	NA	NA
4318C	dimethyl anthranilate	NA	NA
4319C	dimethyl disulfide	NA	NA
431C	cis-muurola-3,5-diene	NA	NA
4320C	dimethyl sulfide	NA	NA
4321C	dimethyl sulfoxide	NA	NA
4322C	dimethyl tetradecane	NA	NA
4323C	dimethyl tetrasulfide	NA	NA
4324C	dimethyl trisulfide	NA	NA
4325C	dimethyl trisulphide	NA	NA
4326C	dimethylnaphthalene	NA	NA
4327C	dimethylquinoline	NA	NA
4328C	dimyrcene ii-b	NA	NA
4329C	dioctyl phthalate	NA	NA
432C	cis-muurola-4(15),5-diene	NA	NA
4330C	diosphenol	NA	NA
4331C	diphenylamine	NA	NA
4332C	dipropyl disulfide	NA	NA
4333C	dipropyl pentasulfide	NA	NA
4334C	dipropyl tetrasulfide	NA	NA
4335C	dipropyl trisulfide	NA	NA
4336C	diterpenal,43,81,147, fw 286	NA	NA
4337C	diterpene derivatives from citronellal (aldehydes or alcohols)	NA	NA
4338C	diterpenol,191,41,177, fw 290	NA	NA
4339C	diterpenol,43,257,275, fw 290	NA	NA
433C	cis-ocimene	NA	NA
4340C	dl-limonene	NA	NA
4341C	docosanal	NA	NA
4342C	docosane+thymol	NA	NA
4343C	docosanol	NA	NA
4344C	docosene	NA	NA
4345C	dodecanamide	NA	NA
4346C	dodecanoic oxide	NA	NA
4347C	dodecanole	NA	NA
4348C	dodecenal	NA	NA
4349C	dodecene	NA	NA
434C	cis-pelemenone	NA	NA
4350C	dodecene-1	NA	NA
4351C	dodecenol	NA	NA
4352C	dodecyl acetate	NA	NA
4353C	dolabella-6-10-15-triene	NA	NA
4354C	dolabella-6,10,15-triene isomer	NA	NA
4355C	dolabradiene	NA	NA
4356C	dotriacontane	NA	NA
4357C	drim-8-en-7-ol	NA	NA
4358C	drim-8(12)-ene	NA	NA
4359C	drima-4,9(11)-diene	NA	NA
435C	cis-pinocamphone	NA	NA
4360C	drima-7,9(11)-diene	NA	NA
4361C	drimaâ7,9(11)-diene	NA	NA
4362C	drimalpha-7,9(11)-diene	NA	NA
4363C	drimenal	NA	NA
4364C	drimenene	NA	NA
4365C	drimenol	NA	NA
4366C	drimenone	NA	NA
4367C	ds sabinene hydrate acetate	NA	NA
4368C	duraldehyde	NA	NA
4369C	duvatriendiol	NA	NA
436C	cis-piperitol	NA	NA
4370C	e- beta -ocimene	NA	NA
4371C	E-beta-farnesene	NA	NA
4372C	E-beta-ocimene	NA	NA
4373C	e-caryophyllene	NA	NA
4374C	e-myroxide	NA	NA
4375C	e-nerolidol	NA	NA
4376C	e-phytol	NA	NA
4377C	E)-2-Hexenal	NA	NA
4378C	e,e-farnesene	NA	NA
4379C	e,e-farnesol	NA	NA
437C	cis-p-menth-2-en-1-ol	NA	NA
4380C	edulan i	NA	NA
4381C	eemoligenol	NA	NA
4382C	eicosanal	NA	NA
4383C	eicosanol	NA	NA
4384C	eicosene	NA	NA
4385C	eicosene.	NA	NA
4386C	eleicin	NA	NA
4387C	elema-1,11-dien-15-al	NA	NA
4388C	elemenal	NA	NA
4389C	elemene	NA	NA
438C	cis-p-mentha-1(7),8-dien-2-ol	NA	NA
4390C	elemene-8-beta-,11-diol	NA	NA
4391C	elemeneÂ isomer	NA	NA
4392C	elemenone	NA	NA
4393C	elemeol	NA	NA
4394C	elemicine	NA	NA
4395C	elemol acetate	NA	NA
4396C	elimicin	NA	NA
4397C	elsholtzia oxide	NA	NA
4398C	elshotziadiol	NA	NA
4399C	elsloltziadiol-2-acetate	NA	NA
439C	cis-p-mentha-1,8-dien-6-ol	NA	NA
43C	(e)-tagetenone	NA	NA
4400C	encecalin	NA	NA
4401C	endo-1-bourbonanol	NA	NA
4402C	endo-borneol	NA	NA
4403C	endo-bornyl acetate	NA	NA
4404C	endo-fenchol	NA	NA
4405C	endo-fenchyl acetate	NA	NA
4406C	ent-8-alpha-hydroxy labda-13(16),14-dien	NA	NA
4407C	ent-maalian-5-ol	NA	NA
4408C	epi- alpha-cadinol	NA	NA
4409C	epi- beta-bisabolol	NA	NA
440C	cis-p-mentha-2,8-dien-1-ol	NA	NA
4410C	epi-13-manool	NA	NA
4411C	epi-a-cadinol	NA	NA
4412C	epi-alpha--Muurolol	NA	NA
4413C	epi-alpha-bisabol-1-one	NA	NA
4414C	epi-alpha-cadinol epi-alpha-muurolol	NA	NA
4415C	epi-alpha-dadinol (=tau-cadinol)	NA	NA
4416C	epi-alpha-eudesmol	NA	NA
4417C	epi-alpha-murolool	NA	NA
4418C	epi-alpha-muurolold	NA	NA
4419C	epi-alpha-muurulol	NA	NA
441C	cis-sabinene hydrate	NA	NA
4420C	epi-alpha-selinene	NA	NA
4421C	epi-alphą-bisabol-1-one	NA	NA
4422C	epi-alphą-cadinol	NA	NA
4423C	epi-beta-bisabolol	NA	NA
4424C	epi-beta-eudesmol(i)	NA	NA
4425C	epi-beta-eudesmol(ii)	NA	NA
4426C	epi-beta-santalol	NA	NA
4427C	epi-bicyclosesquiphellandrenea	NA	NA
4428C	epi-cedrane	NA	NA
4429C	epi-cedrol	NA	NA
442C	cis-sabinene hydrate acetate	NA	NA
4430C	epi-cubebol+ethyl-3-phenyl-propionate	NA	NA
4431C	epi-curzenone	NA	NA
4432C	epi-curzerenone	NA	NA
4433C	epi-cyclosantalal	NA	NA
4434C	epi-gamma-eudesmol	NA	NA
4435C	epi-globolol	NA	NA
4436C	epi-laurenene	NA	NA
4437C	epi-ligulyloxide	NA	NA
4438C	epi-longipinanol	NA	NA
4439C	epi-rosantalol	NA	NA
443C	cis-sabinol	NA	NA
4440C	epi-sesquithujene	NA	NA
4441C	epi-spathulenol	NA	NA
4442C	epi-vitispirane	NA	NA
4443C	epi-zizanone	NA	NA
4444C	epi – bicyclosesquiphellandren	NA	NA
4445C	epiacorone [4]	NA	NA
4446C	epicubebol	NA	NA
4447C	Epicubenol	NA	NA
4448C	epiglobulol	NA	NA
4449C	epishyobunone	NA	NA
444C	cis-verbenol	NA	NA
4450C	epoxy-(Z)-beta-ocimene	NA	NA
4451C	epoxy-allo-allo aromadendrene	NA	NA
4452C	epoxy-allo-alloaromadendrene	NA	NA
4453C	epoxy-alpha-terpinyl acetate	NA	NA
4454C	epoxy-ocimene	NA	NA
4455C	epoxy-pseudo isoeugenyl-2-methylbutyrate	NA	NA
4456C	epoxy-pseudo isoeugenyl tiglate	NA	NA
4457C	epoxy-terpinene	NA	NA
4458C	epoxy-terpinolene	NA	NA
4459C	epoxy-trans-pseudo isoeugenyl angelate	NA	NA
445C	cis-verbenyl acetate	NA	NA
4460C	epoxymyrcene	NA	NA
4461C	epsilon-muurolene	NA	NA
4462C	eremanthine	NA	NA
4463C	eremoligenol	NA	NA
4464C	eremophilane	NA	NA
4465C	eremophilene	NA	NA
4466C	eremophyllene	NA	NA
4467C	erythrocentaurin	NA	NA
4468C	ester	NA	NA
4469C	esters	NA	NA
446C	citralc	NA	NA
4470C	esters of fatty acids	NA	NA
4471C	estragole	NA	NA
4472C	estragole (methyl chavicol)	NA	NA
4473C	ethers	NA	NA
4474C	ethyl-(2e)-pentenoate	NA	NA
4475C	ethyl-(z)-9-hexadecenoate	NA	NA
4476C	ethyl-(z)-9-octadecanoate	NA	NA
4477C	ethyl-(z)-9-octadecenoate	NA	NA
4478C	ethyl-(z)-9-palmitoleate	NA	NA
4479C	ethyl-(z,z)-9,12-octadecadienoate	NA	NA
447C	citronellal	NA	NA
4480C	ethyl-2- methyl butyrate	NA	NA
4481C	ethyl-2-furoate	NA	NA
4482C	ethyl-2-methyl-2(e)-butanoate	NA	NA
4483C	ethyl-2-methyl butanoate	NA	NA
4484C	ethyl-2-methyl butyrate	NA	NA
4485C	ethyl-2-methylthio acetate	NA	NA
4486C	ethyl-2-nonynoate	NA	NA
4487C	ethyl-2-phenylacetate	NA	NA
4488C	ethyl-3-(methylthio)-(z)-2-propenoate	NA	NA
4489C	ethyl-3-hydroxybutanoate	NA	NA
448C	citronellic acid	NA	NA
4490C	ethyl-3-hydroxybutyrate	NA	NA
4491C	ethyl-3-hydroxydodecanoate	NA	NA
4492C	ethyl-3-hydroxyhexanoate	NA	NA
4493C	ethyl-3-hydroxytridecanoate	NA	NA
4494C	ethyl-3-methyl-2-butenoate	NA	NA
4495C	ethyl-3-methyl butyrate	NA	NA
4496C	ethyl-3-oxohexanoate	NA	NA
4497C	ethyl-3-phenyl-2-propenoate	NA	NA
4498C	ethyl-3-phenylpropionate	NA	NA
4499C	ethyl-4-hydroxybenzoate	NA	NA
449C	citronellol	NA	NA
44C	(e)-theaspirane	NA	NA
4500C	ethyl-4-hydroxyphenylacetate	NA	NA
4501C	ethyl-4-pentenoate	NA	NA
4502C	ethyl-9-decenoated	NA	NA
4503C	ethyl-9-octadecenoated	NA	NA
4504C	ethyl-n-tetradecanoate	NA	NA
4505C	ethyl-o-methylbenzoate	NA	NA
4506C	ethyl-octadec-9-enoate	NA	NA
4507C	ethyl-trans-p-methoxy cinnamate	NA	NA
4508C	ethyl (e)-2-butenoate	NA	NA
4509C	ethyl (e)-2-hexenoate	NA	NA
450C	citronellyl acetate	NA	NA
4510C	ethyl (e)-2-methyl-2-butenoate	NA	NA
4511C	ethyl (e)-2-octenoate	NA	NA
4512C	ethyl (e)-9-palmitoleate	NA	NA
4513C	ethyl (e)-cinnamate	NA	NA
4514C	ethyl (e)-crotonate	NA	NA
4515C	ethyl (e,z)-2,4-decadienoate	NA	NA
4516C	ethyl 2-furoate	NA	NA
4517C	ethyl 2-hydroxyhexanoate	NA	NA
4518C	ethyl 2-phenylacetate	NA	NA
4519C	ethyl 3-hydroxyhexanoate	NA	NA
451C	citronellyl butyrate	NA	NA
4520C	ethyl 5-hydroxyhexanoate	NA	NA
4521C	ethyl acetate	NA	NA
4522C	ethyl benzene	NA	NA
4523C	ethyl butyratea	NA	NA
4524C	ethyl cinnamate	NA	NA
4525C	ethyl crotonate	NA	NA
4526C	ethyl disulphide	NA	NA
4527C	ethyl formate	NA	NA
4528C	ethyl heptadecanoate	NA	NA
4529C	ethyl heptanoate	NA	NA
452C	clovenol	NA	NA
4530C	ethyl hexadecaonate	NA	NA
4531C	ethyl isdvalerate	NA	NA
4532C	ethyl isobutyrate	NA	NA
4533C	ethyl isovalerate	NA	NA
4534C	ethyl lactate	NA	NA
4535C	ethyl linolenate	NA	NA
4536C	ethyl methylthioacetate	NA	NA
4537C	ethyl myristate	NA	NA
4538C	ethyl nerolate	NA	NA
4539C	ethyl nonanoate	NA	NA
453C	cnidilide	NA	NA
4540C	ethyl octadecanoate	NA	NA
4541C	ethyl octanoate	NA	NA
4542C	ethyl pentadecanoate	NA	NA
4543C	ethyl phenyl propanoate	NA	NA
4544C	ethyl phenylacetate	NA	NA
4545C	ethyl propanoate	NA	NA
4546C	ethyl propionate	NA	NA
4547C	ethyl salicylate	NA	NA
4548C	ethyl tetradecanoatec	NA	NA
4549C	ethyl tiglate	NA	NA
454C	coumarin	NA	NA
4550C	ethyl toluene	NA	NA
4551C	ethyl tridecanoate	NA	NA
4552C	ethyl undecanoate	NA	NA
4553C	ethyl valerate	NA	NA
4554C	ethylÂ 2-methylbutanoate	NA	NA
4555C	ethylÂ 3-methylbutanoate	NA	NA
4556C	ethylÂ 3-methylbutenoate	NA	NA
4557C	ethylÂ benzoate	NA	NA
4558C	ethylÂ heptanoate	NA	NA
4559C	ethylÂ hexanoate	NA	NA
455C	cryptone	NA	NA
4560C	ethylÂ pentanoate	NA	NA
4561C	ethylarachidiate	NA	NA
4562C	ethylbenxzoate	NA	NA
4563C	ethylbenzoylacetate	NA	NA
4564C	ethylbutanoate	NA	NA
4565C	ethylbutyrate	NA	NA
4566C	ethylcyclohexane	NA	NA
4567C	ethylhex-3-enoate	NA	NA
4568C	ethylphyseterate	NA	NA
4569C	eucarvone	NA	NA
456C	cubebol	NA	NA
4570C	eudesm-11-en-4alpha-ol	NA	NA
4571C	eudesm-11-en-4alpha,6alpha-diol	NA	NA
4572C	eudesm-3-en-6-ol	NA	NA
4573C	eudesm-3-en-7-ol	NA	NA
4574C	eudesm-4(15)-ene-6-ol	NA	NA
4575C	eudesm-7(11)-en-4-ol	NA	NA
4576C	eudesm-7(11)-en-4alpha-ol	NA	NA
4577C	eudesma-3,11-dien-2-one	NA	NA
4578C	eudesma-3,11-diene	NA	NA
4579C	eudesma-4(15),7-dien-1-beta-ol	NA	NA
457C	cubenen-11-ol	NA	NA
4580C	eudesma-4(15),7-dien-1beta-ol	NA	NA
4581C	eudesma-4(15),7-dien-4beta-ol	NA	NA
4582C	eudesma-4(15),7-diene-1-beta-ol	NA	NA
4583C	eudesma-4(15).7-dien-1-beta-ol	NA	NA
4584C	eudesma alpha-4(15),7-dien-1-beta-ol	NA	NA
4585C	eudesma alpha-4(15),7-dien-4-beta-ol	NA	NA
4586C	eudesmalpha-4(15),7-dien-1beta-ol isomer	NA	NA
4587C	eugenol [+ (e)-ethyl cinnamate]	NA	NA
4588C	eugenol acetate	NA	NA
4589C	eugenol b	NA	NA
458C	cubenol	NA	NA
4590C	eugenol isobutyrate	NA	NA
4591C	eugenol methyl ether	NA	NA
4592C	eugenyl acetate	NA	NA
4593C	eugenyl acetone	NA	NA
4594C	eugenyl butyrate	NA	NA
4595C	eugenyl isovalerate	NA	NA
4596C	eugenyl valerate	NA	NA
4597C	euparin	NA	NA
4598C	eupatoriochromene	NA	NA
4599C	exo-2-hydroxy-cineole	NA	NA
459C	cumin alcohol	NA	NA
45C	(e,e)-2,4-decadienal	NA	NA
4600C	exo-2-hydroxycineole acetate	NA	NA
4601C	exo-3-hydroxy-cineole	NA	NA
4602C	exo-6-(2-methylbutyryl oxy)camphor	NA	NA
4603C	exo-6-angelyl oxy camphor	NA	NA
4604C	exo-6-isobutyryl oxy camphor	NA	NA
4605C	exo-6-propionyl oxy camphor	NA	NA
4606C	exo-6-tiglyl oxy camphor	NA	NA
4607C	exo-fenchol	NA	NA
4608C	exo-iso-citral	NA	NA
4609C	exo-isocitral	NA	NA
460C	cumin aldehyde	NA	NA
4610C	farnesal	NA	NA
4611C	farnesene	NA	NA
4612C	farnesene (unknown isomer)	NA	NA
4613C	farnesol isomer	NA	NA
4614C	farnesyl acetaldehyde	NA	NA
4615C	farnesyl acetate	NA	NA
4616C	farnesyl acetoned	NA	NA
4617C	fatty acid and esters	NA	NA
4618C	fatty acid derivatives	NA	NA
4619C	fatty acids and fatty acid esters	NA	NA
461C	cuminal	NA	NA
4620C	fatty acids and others	NA	NA
4621C	faurinone	NA	NA
4622C	fenchyl acetate	NA	NA
4623C	fenchyl alcohol	NA	NA
4624C	ferruginol	NA	NA
4625C	ferula-1,9-diene	NA	NA
4626C	ferulic acid derivative	NA	NA
4627C	ferulyl angelate	NA	NA
4628C	ferulyl isovalerate	NA	NA
4629C	ferutidine	NA	NA
462C	cuparene	NA	NA
4630C	filifolide a	NA	NA
4631C	filifolide b	NA	NA
4632C	filifolone	NA	NA
4633C	fillifolen	NA	NA
4634C	flavesone	NA	NA
4635C	flourensiadiol	NA	NA
4636C	fokienol	NA	NA
4637C	formamide	NA	NA
4638C	fragranol	NA	NA
4639C	fragranyl acetate	NA	NA
463C	curzerene	NA	NA
4640C	frans-carvyl acetate	NA	NA
4641C	friedelan-3-one	NA	NA
4642C	fukinanolide	NA	NA
4643C	furan-2-ethyl	NA	NA
4644C	furanodiene	NA	NA
4645C	furanodienone	NA	NA
4646C	furanoeudesma-1,3-diene	NA	NA
4647C	furanogermenone	NA	NA
4648C	furanoid form	NA	NA
4649C	furfuryl alcohol	NA	NA
464C	curzerenone	NA	NA
4650C	furfuryl methyl sulfide	NA	NA
4651C	furfuryl octanoate	NA	NA
4652C	furopelargone (a)	NA	NA
4653C	furopelargone (b)	NA	NA
4654C	furopelargone b	NA	NA
4655C	furyl propyl ketone	NA	NA
4656C	g-termacrene b	NA	NA
4657C	g-terpinene	NA	NA
4658C	gama-cadinene	NA	NA
4659C	gamma-2-cadinene	NA	NA
465C	cycloheptatriene	NA	NA
4660C	gamma-3-carene	NA	NA
4661C	gamma-acoradiene+alpha-alaskene	NA	NA
4662C	gamma-asarone	NA	NA
4663C	gamma-bisabolene	NA	NA
4664C	gamma-bisabolene+delta-cadinene	NA	NA
4665C	gamma-butyrolactone	NA	NA
4666C	gamma-cadiene	NA	NA
4667C	gamma-cadinene+cubenol	NA	NA
4668C	gamma-cadinol	NA	NA
4669C	gamma-calacorene	NA	NA
466C	cyclohexane	NA	NA
4670C	gamma-campholene aldehyde	NA	NA
4671C	gamma-campholeneÂ aldehyde	NA	NA
4672C	gamma-campholenic aldehyde	NA	NA
4673C	gamma-cardinene	NA	NA
4674C	gamma-cis-bisabolene	NA	NA
4675C	gamma-costol	NA	NA
4676C	gamma-cuprenene	NA	NA
4677C	gamma-curcumenal	NA	NA
4678C	gamma-curcurnene	NA	NA
4679C	gamma-decalactone	NA	NA
467C	cyclohexanone	NA	NA
4680C	gamma-dehydro-delta-ar-himachalene	NA	NA
4681C	gamma-dodecalactone	NA	NA
4682C	gamma-eudesmol acetate	NA	NA
4683C	gamma-guaiene	NA	NA
4684C	gamma-hexalactone	NA	NA
4685C	gamma-himachalene	NA	NA
4686C	gamma-humulene	NA	NA
4687C	gamma-maaliene	NA	NA
4688C	gamma-murolene	NA	NA
4689C	gamma-muurulene	NA	NA
468C	cyclosativene	NA	NA
4690C	gamma-nonalactone	NA	NA
4691C	gamma-octalactone	NA	NA
4692C	gamma-palmitolactone	NA	NA
4693C	gamma-pentadecalactone	NA	NA
4694C	gamma-pinene	NA	NA
4695C	gamma-tepinene	NA	NA
4696C	gamma-terpene	NA	NA
4697C	gamma-terpinen	NA	NA
4698C	gamma-terpinen-7-al	NA	NA
4699C	gamma-terpinene-7-al	NA	NA
469C	Cymene-8-ol	NA	NA
46C	(e,e)-2,4-hexadienal	NA	NA
4700C	gamma-terpinene+3,4,4-trimethyl-5-hexen-2-one	NA	NA
4701C	gamma-terpineol+trans-piperitol	NA	NA
4702C	gamma-terpinolene	NA	NA
4703C	gamma-terpinyl acetate	NA	NA
4704C	gamma-tetradecalactone	NA	NA
4705C	gamma-thujaplicin	NA	NA
4706C	gamma-undecalactone	NA	NA
4707C	gamma-vetivenene	NA	NA
4708C	gamma-vinyl-gamma-valerolactone	NA	NA
4709C	gamma -curcumene	NA	NA
470C	Cyperene	NA	NA
4710C	gamma -curcumene + ar-curcumene	NA	NA
4711C	gamma cadinene	NA	NA
4712C	gamma muurolene	NA	NA
4713C	gammaâcadinone	NA	NA
4714C	gammalpha-cadinene	NA	NA
4715C	gammalpha-eudesmola	NA	NA
4716C	gammalpha-terpinene	NA	NA
4717C	gammavetivenene	NA	NA
4718C	geijerene isomer	NA	NA
4719C	geranal (e)	NA	NA
471C	daucene	NA	NA
4720C	geranal (z)	NA	NA
4721C	geraniaceae	NA	NA
4722C	geranial (in mixture with mw:184)	NA	NA
4723C	geranial+perillaldehyde	NA	NA
4724C	geranic acid	NA	NA
4725C	geranic acid+alpha-cubebene	NA	NA
4726C	geranio	NA	NA
4727C	geranioal	NA	NA
4728C	geraniol (in mixture)	NA	NA
4729C	geraniol (z)	NA	NA
472C	davanone	NA	NA
4730C	geraniol formate	NA	NA
4731C	geraniol hexanoate	NA	NA
4732C	geraniol+calamenene	NA	NA
4733C	geraniol+carvacrol	NA	NA
4734C	geraniol+cis-piperitoneoxide	NA	NA
4735C	geranyl-n-heptanoate	NA	NA
4736C	geranyl-n-valerate	NA	NA
4737C	geranyl acetate-ms	NA	NA
4738C	geranyl acetate (e)	NA	NA
4739C	geranyl acetate (in mixture with mw = 192)	NA	NA
473C	decanal	NA	NA
4740C	geranyl acetate (z)	NA	NA
4741C	geranyl benzoate	NA	NA
4742C	geranyl caproate	NA	NA
4743C	geranyl formiate	NA	NA
4744C	geranyl geraniol	NA	NA
4745C	geranyl hexanoate	NA	NA
4746C	geranyl isovalerate	NA	NA
4747C	geranyl linalool	NA	NA
4748C	geranyl n-butyrate	NA	NA
4749C	geranyl octanoate	NA	NA
474C	decane	NA	NA
4750C	geranyl propanoate	NA	NA
4751C	geranyl proponate	NA	NA
4752C	geranyl valerate	NA	NA
4753C	geranylÂ acetate	NA	NA
4754C	geranylÂ acetone	NA	NA
4755C	geranylformiate	NA	NA
4756C	geranyllinalool	NA	NA
4757C	geranyltiglate	NA	NA
4758C	geranylvalerate	NA	NA
4759C	germacra-1(10),4-dien-6-ol	NA	NA
475C	decanoic acid	NA	NA
4760C	germacra-1(10),5-dien-4-beta-ol	NA	NA
4761C	germacra-1(10),5-dien-4alpha-ol	NA	NA
4762C	germacra-1,6-diene-5!b-ol	NA	NA
4763C	germacra-4(15),5(10),14-trien-1-alpha-ol	NA	NA
4764C	germacra-4(15),5,10(14)-trien-1-al	NA	NA
4765C	germacra-4(15),5,10(14)-trien-1-ol	NA	NA
4766C	germacra-4(15),5,10(14)-trien-1a-ol	NA	NA
4767C	germacra-4(15),5,10(14)-trien-1alpha-ol	NA	NA
4768C	germacra-4(15),5,10,(14)-trien-1-al	NA	NA
4769C	germacra-4(15),5,10,(14)-trien-1-alpha-ol	NA	NA
476C	decanol	NA	NA
4770C	germacra-4,5,10-trien-1- alpha-ol	NA	NA
4771C	germacralpha-4(15),5,10(14)-trien-1alpha-ol	NA	NA
4772C	germacren-4-ol	NA	NA
4773C	germacren b	NA	NA
4774C	germacren d-4-ol	NA	NA
4775C	germacrene	NA	NA
4776C	germacrene-a	NA	NA
4777C	Germacrene-B	NA	NA
4778C	Germacrene-D	NA	NA
4779C	germacrene (unknown isomer)	NA	NA
477C	decenal	NA	NA
4780C	germacrene bf	NA	NA
4781C	germacrene c	NA	NA
4782C	germacrene d-1,10-epoxide	NA	NA
4783C	germacrene d-4-beta-ol	NA	NA
4784C	germacrene d-4-o1	NA	NA
4785C	germacrene d isomer 3	NA	NA
4786C	germacrene d+(e)-beta-ionone	NA	NA
4787C	germacrene d+gamma-curcumene	NA	NA
4788C	germacrene d+gamma-muurolene	NA	NA
4789C	germacrene d1,10-epoxide	NA	NA
478C	decylacetate	NA	NA
4790C	germacrene da	NA	NA
4791C	germacrene oxide .	NA	NA
4792C	germacreneÂ b	NA	NA
4793C	germacreneÂ d	NA	NA
4794C	germacrone	NA	NA
4795C	germecrene d	NA	NA
4796C	gernayl acetate	NA	NA
4797C	geyrene	NA	NA
4798C	gleenol	NA	NA
4799C	gleenol+(e)-nerolidol	NA	NA
479C	dehydro-1,8-cineole	NA	NA
47C	(e,e)-alpha-farnesene	NA	NA
4800C	glonulol	NA	NA
4801C	gossonosol	NA	NA
4802C	grandisol	NA	NA
4803C	guai-5-en-11-ol	NA	NA
4804C	guai-6(7)-en-11-ol	NA	NA
4805C	guai-7(11)-en-11-ol	NA	NA
4806C	guaia-3,10(14)-dien-11-ol	NA	NA
4807C	guaia-3,7-diene	NA	NA
4808C	guaia-6,10(14)- dien-4beta-ol	NA	NA
4809C	guaia-6,10(14)-dien-4beta-ol	NA	NA
480C	dehydroisocalamendiol	NA	NA
4810C	guaiacol	NA	NA
4811C	guaiacolâ<âp-vinyl->	NA	NA
4812C	guaiadiene <6,9>	NA	NA
4813C	guaialpha-3,10(14)-dien-11-ol	NA	NA
4814C	guaialpha-3,7-diene	NA	NA
4815C	guaialpha-4,6-diene	NA	NA
4816C	guaialpha-6,10(14)-diene-4beta-ol	NA	NA
4817C	guaialpha-6,9-diene	NA	NA
4818C	guaicol	NA	NA
4819C	guaien-4-ol	NA	NA
481C	dehydro-p-cymene	NA	NA
4820C	guaiene	NA	NA
4821C	guaiol+2-tetradecanone	NA	NA
4822C	guaiolacetate	NA	NA
4823C	guaioxide	NA	NA
4824C	guala-6,9-diene	NA	NA
4825C	gualol	NA	NA
4826C	guiaia-3,7-diene	NA	NA
4827C	guial	NA	NA
4828C	gurjunene	NA	NA
4829C	gymnomitrol	NA	NA
482C	dehydro-sabinaketone	NA	NA
4830C	hedicariol	NA	NA
4831C	heinecosane	NA	NA
4832C	helifolen-12-al	NA	NA
4833C	helifolen-12-al (anti-anti-anti)	NA	NA
4834C	helifolen-12-al (anti-syn-syn)	NA	NA
4835C	helifolen-12-al (syn-anti-anti)	NA	NA
4836C	helifolen-12-al (syn-syn-syn)	NA	NA
4837C	helifolen-15-al	NA	NA
4838C	heneicosanal	NA	NA
4839C	heneicosene	NA	NA
483C	dehydro-sabinene	NA	NA
4840C	heneicosylformate	NA	NA
4841C	hentriacontane	NA	NA
4842C	hept-2,4-dienal	NA	NA
4843C	heptacosene	NA	NA
4844C	heptadecan-2-one	NA	NA
4845C	heptadecane-2-one	NA	NA
4846C	heptadecanoic acid	NA	NA
4847C	heptadecanol	NA	NA
4848C	heptan-1-ol	NA	NA
4849C	heptan-2-one	NA	NA
484C	Dehydrotremetone	NA	NA
4850C	heptan-2,2,4,6,6-pentametil	NA	NA
4851C	heptane	NA	NA
4852C	heptanec	NA	NA
4853C	heptanoic acid	NA	NA
4854C	heptanol	NA	NA
4855C	heptatriene-1,3,6-trimethyl	NA	NA
4856C	hepten-2-ol	NA	NA
4857C	heptenal	NA	NA
4858C	heptyl-2-methyl butyrate	NA	NA
4859C	heptyl-2-methyl butyrate linalool	NA	NA
485C	delta-2-carene	NA	NA
4860C	heptyl acetate	NA	NA
4861C	heptyl butyrate	NA	NA
4862C	heptyl cn	NA	NA
4863C	heptyl hexanoate	NA	NA
4864C	heptyl hexanoate+dodecanol	NA	NA
4865C	heptyl isobutyrate	NA	NA
4866C	heptyl isothiocynate	NA	NA
4867C	heptyl lisothiocyanate	NA	NA
4868C	heptyl octanoate	NA	NA
4869C	heptyl phenyl propionate	NA	NA
