Compound_identifier	original_name	clean_name	cid
C1353	1-(2-butylidene)-2,6,6-trimethylcyclohexa-2,4-diene	1-(2-butylidene)-2,6,6-trimethylcyclohexa-2,4-diene	NA
C1354	1-(2-furanyl)-2-butanone	1-(2-furanyl)-2-butanone	NA
C1355	1-(2,4,6-trimethylphenyl)-buta-1,3-diene	1-(2,4,6-trimethylphenyl)-buta-1,3-diene	NA
C1356	1-(2,5-dimethyl-3-furyl)-ethanone	1-(2,5-dimethyl-3-furyl)-ethanone	NA
C1357	1-(4-methoxy phenyl)-2-propanone	1-(4-methoxy phenyl)-2-propanone	NA
C1358	1-(4-methyl-3-cyclohexenyl)-ethanone	1-(4-methyl-3-cyclohexenyl)-ethanone	NA
C1359	1-(4-methylphenyl)-ethanol	1-(4-methylphenyl)-ethanol	NA
C1360	1-(e,e)-3,5-undecatriene	1-(E,E)-3,5-undecatriene	NA
C85	1-(e,z)-3,5-undecatriene	1-(E,Z)-3,5-undecatriene	NA
C86	1-(methyl)-naphthalene	1-(methyl)-naphthalene	NA
C1361	1-(methylethyl)-naphthalene	1-(methylethyl)-naphthalene	NA
C1362	1-acetoxy-decadiene-(2t,6t)-in-4	1-acetoxy-decadiene-(2t,6t)-in-4	NA
C1363	1-acetyl-2-methylcyclopent-2-ene	1-acetyl-2-methylcyclopent-2-ene	NA
C1364	1-allyl-2,4-dimethoxybenzene	1-allyl-2,4-dimethoxybenzene	NA
C114	1-amyloxy-1-ethoxy ethane	1-amyloxy-1-ethoxy ethane	NA
C1366	1-beta-10-epoxyfuranoeremophilane	1-beta-10-epoxyfuranoeremophilane	NA
C1368	1-borneol	1-borneol	NA
C1370	1-butanol, 2-methyl acetate	1-butanol, 2-methyl acetate	NA
C1371	1-butanol, 3-methyl acetate	1-butanol, 3-methyl acetate	NA
C1372	1-butoxy-1-ethoxy ethane	1-butoxy-1-ethoxy ethane	NA
C1373	1-butyl hexylbenzene	1-butyl hexylbenzene	NA
C1375	1-butylnonylbenzene	1-butylnonylbenzene	NA
C1376	1-butyloctylbenzene	1-butyloctylbenzene	NA
C1377	1-caryophyllene	1-caryophyllene	NA
C1378	1-cyano-3,4-epithiobutane	1-cyano-3,4-epithiobutane	NA
C1384	1-dodecane	1-dodecane	NA
C1387	1-endo-bourbanonol	1-endo-bourbanonol	NA
C1389	1-epi-alpha-cadinol + delta-cadinol	1-epi-alpha-cadinol + delta-cadinol	NA
C1390	1-epi-alpha-cubenol	1-epi-alpha-cubenol	NA
C1392	1-epi-cadinol	1-epi-cadinol	NA
C1393	1-epi-cubebene	1-epi-cubebene	NA
C1395	1-epi-cubeno	1-epi-cubeno	NA
C1396	1-epi-cubenol*	1-epi-cubenol*	NA
C1397	1-epi-gamma-eudesmol	1-epi-gamma-eudesmol	NA
C1398	1-epi-globulol	1-epi-globulol	NA
C116	1-ethyl-2-phenylcycropropane	1-ethyl-2-phenylcycropropane	NA
C1400	1-ethyl-3-methybenzene	1-ethyl-3-methybenzene	NA
C1404	1-ethyloctylbenzene	1-ethyloctylbenzene	NA
C1410	1-hexdecanol	1-hexdecanol	NA
C1413	1-hydroxy-1-methyl-7-methylethyl-1,2,3,3a,4,5,6,7,octahydro azulene	1-hydroxy-1-methyl-7-methylethyl-1,2,3,3a,4,5,6,7,octahydro azulene	NA
C1414	1-hydroxy-1, 7-dimethyl-4-iso	1-hydroxy-1, 7-dimethyl-4-iso	NA
C1415	1-hydroxy-1,7-dimethyl-4-isopropyl-2,7-cyclodecadiene	1-hydroxy-1,7-dimethyl-4-isopropyl-2,7-cyclodecadiene	NA
C1416	1-hydroxy-2-heptanone	1-hydroxy-2-heptanone	NA
C1417	1-hydroxy-2,4,4-trimethyl-pent-3-ylisobutyrate	1-hydroxy-2,4,4-trimethyl-pent-3-ylisobutyrate	NA
C1418	1-hydroxy isopulegol	1-hydroxy isopulegol	NA
C1419	1-hydroxy linalool	1-hydroxy linalool	NA
C1420	1-isobutyryloxy-eugenol isobutyrate	1-isobutyryloxy-eugenol isobutyrate	NA
C1426	1-methyl-4-acetylcyclohex-1-ane	1-methyl-4-acetylcyclohex-1-ane	NA
C120	1-methyl-4-heptenol	1-methyl-4-heptenol	NA
C1428	1-methyl-4-isopropylidene cyclohexane	1-methyl-4-isopropylidene cyclohexane	NA
C1429	1-methyl-4-propenylbenzene	1-methyl-4-propenylbenzene	NA
C1430	1-methyl cycloheptanal	1-methyl cycloheptanal	NA
C1431	1-methyldecylbenzene	1-methyldecylbenzene	NA
C1490	1 – napthalenamine, 4 – bromo	1-napthalenamine, 4-bromo	NA
C1433	1-napthalenol,1,2,3,4, 4a, 7	1-napthalenol,1,2,3,4, 4a, 7	NA
C1440	1-nor-bourbonanone	1-nor-bourbonanone	NA
C1441	1-nor-bourbonene	1-nor-bourbonene	NA
C1444	1-octan-3-ol	1-octan-3-ol	NA
C1445	1-octen-2-one	1-octen-2-one	NA
C1449	1-octen 3-ol	1-octen 3-ol	NA
C1454	1-p-mentha-en-4-ol	1-p-mentha-en-4-ol	NA
C1456	1-pentadecane	1-pentadecane	NA
C1459	1-pentanoyloxy-eugenol isobutyrate	1-pentanoyloxy-eugenol isobutyrate	NA
C1462	1-pentyl-1,3-cyclohexadiene	1-pentyl-1,3-cyclohexadiene	NA
C1463	1-pentyl heptylbenzene	1-pentyl heptylbenzene	NA
C1464	1-pentyl hexylbenzene	1-pentyl hexylbenzene	NA
C1465	1-pentyl octylbenzene	1-pentyl octylbenzene	NA
C1466	1-phenyl-2,4-hexadiyn-1-one	1-phenyl-2,4-hexadiyn-1-one	NA
C1467	1-phenylethylacetate	1-phenylethylacetate	NA
C1468	1-phenylhept-5-ena-1,3-diyne	1-phenylhept-5-ena-1,3-diyne	NA
C1469	1-phenylhepta-1,3,5-triyne	1-phenylhepta-1,3,5-triyne	NA
C1473	1-propyldecylbenzene	1-propyldecylbenzene	NA
C1474	1-propylheptylbenzene	1-propylheptylbenzene	NA
C1475	1-propylnonyl benzene	1-propylnonyl benzene	NA
C1476	1-propyloctylbenzene	1-propyloctylbenzene	NA
C1477	1-propylsec-butyl-disulfide	1-propylsec-butyl-disulfide	NA
C1478	1-pyridinyl-2-propan-1-one	1-pyridinyl-2-propan-1-one	NA
C1479	1-sencionyloxy-decadin-4,6-en-2e	1-sencionyloxy-decadin-4,6-en-2e	NA
C1480	1-sencionyloxy-decadiyn-(4,6)-diene(2e,8e)	1-sencionyloxy-decadiyn-(4,6)-diene(2e,8e)	NA
C1481	1-sencionyloxy-decatrien-(2e,6e,8e)-in	1-sencionyloxy-decatrien-(2e,6e,8e)-in	NA
C1485	1-tricosane	1-tricosane	NA
C1488	1-undecane	1-undecane	NA
C1491	1 alpha-trans-calamenene	1 alpha-trans-calamenene	NA
C1492	1 alpha,10 alpha-epoxy-amorph-4-ene	1 alpha,10 alpha-epoxy-amorph-4-ene	NA
C1493	1(10),4-cadinen-8-alpha-ol	1(10),4-cadinen-8-alpha-ol	NA
C1494	1(7),8-p-menthene	1(7),8-p-menthene	NA
C1495	1, 10-dodacatrien-3-ol,3, 11-trimethyl	1, 10-dodacatrien-3-ol,3, 11-trimethyl	NA
C87	1, 10-epi-cubenol	1, 10-epi-cubenol	NA
C1496	1, 8-cineole	1, 8-cineole	NA
C1499	1,1-dichloropropane	1,1-dichloropropane	NA
C1500	1,1-diethoxy-2-methyl butane	1,1-diethoxy-2-methyl butane	NA
C1501	1,1-diethoxyethane	1,1-diethoxyethane	NA
C1502	1,1-diethoxyhexane	1,1-diethoxyhexane	NA
C1503	1,1-dithoxynonanone	1,1-dithoxynonanone	NA
C1504	1,1,2,3-tetramethyl-4-hydroxymethyl-2-cyclopentene	1,1,2,3-tetramethyl-4-hydroxymethyl-2-cyclopentene	NA
C1505	1,1,6-trimethyl-1,2-dihydronepthalene	1,1,6-trimethyl-1,2-dihydronepthalene	NA
C1506	1,10-beta-epoxy-6-oxo furano eremophilane	1,10-beta-epoxy-6-oxo furano eremophilane	NA
C1497	1,"10-di-epi-cubenol	1,10-di-epi-cubenol	NA
C89	1,10-di-epi-cubenol	1,10-di-epi-cubenol	NA
C88	1,10-diepicubenol	1,10-diepicubenol	NA
C90	1,10-epi-cubenol	1,10-epi-cubenol	NA
C1507	1,10-epoxi-11-bulnesene	1,10-epoxi-11-bulnesene	NA
C1508	1,11-oxidocalamenene	1,11-oxidocalamenene	NA
C1509	1,11(e)-tridecadien-3,5,7,9-tetrayne	1,11(E)-tridecadien-3,5,7,9-tetrayne	NA
C1510	1,12-epoxycadina-3,11-diene	1,12-epoxycadina-3,11-diene	NA
C92	1,2-benzenedicarboxylic acid	1,2-benzenedicarboxylic acid	NA
C1511	1,2-benzothiazole	1,2-benzothiazole	NA
C1512	1,2-dihydrdelta-1,1,6-trimethylnaphthalene	1,2-dihydrdelta-1,1,6-trimethylnaphthalene	NA
C1513	1,2-Dihydro-1,1,6-trimethyl naphthalene	1,2-Dihydro-1,1,6-trimethyl naphthalene	NA
C1514	1,2-dimethoxy benzene	1,2-dimethoxy benzene	NA
C1515	1,2-dimethoxybenzene	1,2-dimethoxybenzene	NA
C1516	1,2-dimethoxyethylbenzene	1,2-dimethoxyethylbenzene	NA
C93	1,2-dimethylbenzene	1,2-dimethylbenzene	NA
C1517	1,2-dimethylcyclohexane	1,2-dimethylcyclohexane	NA
C1518	1,2-dimethylcyclopentane	1,2-dimethylcyclopentane	NA
C1519	1,2-epoxymenthol	1,2-epoxymenthol	NA
C1520	1,2-epoxymenthylacetate	1,2-epoxymenthylacetate	NA
C1521	1,2-epoxysalvial-4(14)-ene	1,2-epoxysalvial-4(14)-ene	NA
C1522	1,2,3-trichloro propanol	1,2,3-trichloro propanol	NA
C1523	1,2,3-trimethylbenzene	1,2,3-trimethylbenzene	NA
C1524	1,2,3,4-(tetrahydro-1,6-dimethyl)-napthalene	1,2,3,4-(tetrahydro-1,6-dimethyl)-napthalene	NA
C91	1,2,3,4-Tetrahydro-1,5,7-trimethyl naphthalene	1,2,3,4-Tetrahydro-1,5,7-trimethyl naphthalene	NA
C1525	1,2,3,4,4-etramethyi-benzene	1,2,3,4,4-etramethyi-benzene	NA
C1526	1,2,3,4,4a,5,6,8a-octahydro-7,4-dimethyl-1- propylnaphthalene	1,2,3,4,4a,5,6,8a-octahydro-7,4-dimethyl-1-propylnaphthalene	NA
C1527	1,2,3,4,4a,7-hexahydro-1,6-dimethyl-4-(1 -methylethyl)-naphthalene	1,2,3,4,4a,7-hexahydro-1,6-dimethyl-4-(1-methylethyl)-naphthalene	NA
C1528	1,2,3,4.4a,5,6,8a-octrahydro-7-methylnepthalene	1,2,3,4.4a,5,6,8a-octrahydro-7-methylnepthalene	NA
C1529	1,2,3,6-tetramethyl-bicyclo(2.2.0)octa-2,5-dien	1,2,3,6-tetramethyl-bicyclo(2.2.0)octa-2,5-dien	NA
C1530	1,2,4-trihydroxy-p-menthane	1,2,4-trihydroxy-p-menthane	NA
C1531	1,2,4-trimethoxybenzene	1,2,4-trimethoxybenzene	NA
C1532	1,2,4-trimethyibenzene	1,2,4-trimethyibenzene	NA
C1533	1,2,4-trimethyl benzene	1,2,4-trimethyl benzene	NA
C1534	1,2,4-trimethylbenzene	1,2,4-trimethylbenzene	NA
C1535	1,2,4,4-tetramethylcyclopentane	1,2,4,4-tetramethylcyclopentane	NA
C1536	1,2,dichloroacetone	1,2,dichloroacetone	NA
C94	1,3-(e),5(z)-octatriene	1,3-(E),5(Z)-octatriene	NA
C1537	1,3-benzothiazole	1,3-benzothiazole	NA
C1538	1,3-dimethoxy-5-isopropylbenzene	1,3-dimethoxy-5-isopropylbenzene	NA
C1539	1,3-dimethyl benzene	1,3-dimethyl benzene	NA
C1540	1,3-dimethylcuclohexane	1,3-dimethylcuclohexane	NA
C1541	1,3-dimethylcyclopentane	1,3-dimethylcyclopentane	NA
C1542	1,3-dimethylnaphthalene	1,3-dimethylnaphthalene	NA
C1543	1,3-dioxan-5-ol	1,3-dioxan-5-ol	NA
C97	1,3-elemadien-6-ol	1,3-elemadien-6-ol	NA
C1544	1,3-octadiene	1,3-octadiene	NA
C1545	1,3,10-bisabolatriene	1,3,10-bisabolatriene	NA
C1546	1,3,3-trimethyl-2-oxa-bicyclo [2,2,2] oct-5-ene	1,3,3-trimethyl-2-oxa-bicyclo [2,2,2] oct-5-ene	NA
C1547	1,3,4-trimethyl-3-cyclohexene-1-carboxaldehyde	1,3,4-trimethyl-3-cyclohexene-1-carboxaldehyde	NA
C1548	1,3,5-trimethoxybenzene	1,3,5-trimethoxybenzene	NA
C1549	1,3,5-trimethylbenzene	1,3,5-trimethylbenzene	NA
C1550	1,3,5-undecatriene + 1-(e,z,z)-3,5,8-undecatetraene	1,3,5-undecatriene + 1-(e,z,z)-3,5,8-undecatetraene	NA
C1551	1,3,5,8-undecatetraene	1,3,5,8-undecatetraene	NA
C1552	1,3,5,9-bisabolatetraen-11-ol	1,3,5,9-bisabolatetraen-11-ol	NA
C1553	1,3,6-trimethylnapthalene	1,3,6-trimethylnapthalene	NA
C1554	1,3,7(11)-elematriene	1,3,7(11)-elematriene	NA
C1555	1,3,8-?-menthatriene	1,3,8-?-menthatriene	NA
C95	1,3,8-alpha-epi-cubenol	1,3,8-alpha-epi-cubenol	NA
C96	1,3,8-p-menthatriene	1,3,8-p-menthatriene	NA
C1556	1,3,8-p-methatriene	1,3,8-p-methatriene	NA
C1557	1,4-(cis)-1,7-(trans)-acorenone	1,4-(cis)-1,7-(trans)-acorenone	NA
C1558	1,4-(trans)-1,7-(trans)-acorenone	1,4-(trans)-1,7-(trans)-acorenone	NA
C1559	1,4-cadinadiene	1,4-cadinadiene	NA
C98	1,4-cadinadienea	1,4-cadinadienea	NA
C1560	1,4-cineole	1,4-cineole	NA
C1561	1,4-dimethoxybenzene	1,4-dimethoxybenzene	NA
C1562	1,4-dimethylazulene	1,4-dimethylazulene	NA
C1563	1,4-dimethylbenzene	1,4-dimethylbenzene	NA
C1564	1,4-dimethylnaphthalene	1,4-dimethylnaphthalene	NA
C1565	1,4-p-menthadien-7-ol	1,4-p-menthadien-7-ol	NA
C1566	1,4,9-cadalatrieneb	1,4,9-cadalatrieneb	NA
C1567	1,5-di-epi-bourbonene	1,5-di-epi-bourbonene	NA
C1568	1,5-dimethylcyclopentene	1,5-dimethylcyclopentene	NA
C1569	1,5-diphenyl-2-pentene	1,5-diphenyl-2-pentene	NA
C1570	1,5-diphenyl-3-pentanone	1,5-diphenyl-3-pentanone	NA
C1571	1,5-epoxy-1(10)-cadinene	1,5-epoxy-1(10)-cadinene	NA
C1572	1,5-epoxy-salvial-4(14)-en-1-one	1,5-epoxy-salvial-4(14)-en-1-one	NA
C100	1,5-epoxy-salvial-4(14)-ene	1,5-epoxy-salvial-4(14)-ene	NA
C99	1,5-epoxy-salvial(4)14-ene	1,5-epoxy-salvial(4)14-ene	NA
C1574	1,5-heptadiene,2,5-dimethyl-3-methylene	1,5-heptadiene,2,5-dimethyl-3-methylene	NA
C1573	1,5-heptadiene,2,5- dimethyl3-methylene	1,5-heptadiene,2,5-dimethyl3-methylene	NA
C1575	1,5-hexadiene-2,5-dimethyl-3-methylen	1,5-hexadiene-2,5-dimethyl-3-methylen	NA
C1576	1,5,5-trimethyl-6-methylene-cyclohexene	1,5,5-trimethyl-6-methylene-cyclohexene	NA
C1577	1,6-cineole	1,6-cineole	NA
C1578	1,6-germacradien-5-alpha-ol	1,6-germacradien-5-alpha-ol	NA
C1579	1,6-germacradien-5-beta-ol	1,6-germacradien-5-beta-ol	NA
C1580	1,6-germacradien-5-ol	1,6-germacradien-5-ol	NA
C1581	1,6-germacradien-5beta-ol	1,6-germacradien-5beta-ol	NA
C1582	1,6-germacreaiden-5beta-ol	1,6-germacreaiden-5beta-ol	NA
C1583	1,6,10-dodecatrien-3-ol-3,7,11-trimethyl	1,6,10-dodecatrien-3-ol-3,7,11-trimethyl	NA
C1584	1,7-di-epi-alpha-cedrene	1,7-di-epi-alpha-cedrene	NA
C1585	1,7-di-epi-beta-cedrene	1,7-di-epi-beta-cedrene	NA
C1586	1,7-di-epi-cedrol	1,7-di-epi-cedrol	NA
C1587	1,7-di-epi-isocedrol	1,7-di-epi-isocedrol	NA
C1588	1,7-dimethylnaphthalene	1,7-dimethylnaphthalene	NA
C102	1,8-cineol	1,8-cineol	NA
C1498	1,"8-cineole	1,8-cineole	NA
C1589	1,8- cineole	1,8-cineole	NA
C103	1,8-cineole	1,8-cineole	NA
C1599	1,8 – cineole	1,8-cineole	NA
C101	1,8 cineole	1,8-cineole	NA
C1590	1,8-cineole + (z)-beta-ocimene	1,8-cineole + (Z)-beta-ocimene	NA
C1591	1,8-cineole + beta-phellandrene	1,8-cineole + beta-phellandrene	NA
C104	1,8-cineole + limonene	1,8-cineole + limonene	NA
C1592	1,8-dehydrocineole	1,8-dehydrocineole	NA
C1593	1,8-dihydrocineole	1,8-dihydrocineole	NA
C1594	1,8-dimethoxyanthracene-9,10-dione	1,8-dimethoxyanthracene-9,10-dione	NA
C1595	1,8-dimethyl-4-isopropyl- spiro(4,5)decan-7-one	1,8-dimethyl-4-isopropyl-spiro(4,5)decan-7-one	NA
C1596	1,8-menthadien-4-ol	1,8-menthadien-4-ol	NA
C1597	1,8-octanediol	1,8-octanediol	NA
C1598	1,8-oxido-cadin-4-ene	1,8-oxido-cadin-4-ene	NA
C1600	1,9-cineole	1,9-cineole	NA
C1601	1.4-dimethyl tetrasulfide	1.4-dimethyl tetrasulfide	NA
C1602	1.6-germacradien-5-beta-ol	1.6-germacradien-5-beta-ol	NA
C1603	1.8-cineol	1.8-cineol	NA
C1605	1.8-cineole + beta-phellandrene	1.8-cineole + beta-phellandrene	NA
C1606	10-(2-methylbutyryloxy)-8,9-didehydrothymol isobutyrate	10-(2-methylbutyryloxy)-8,9-didehydrothymol isobutyrate	NA
C1607	10-(2-methylbutyryloxy)-8,9-didehydrothymolmethylether	10-(2-methylbutyryloxy)-8,9-didehydrothymolmethylether	NA
C1610	10-bisabolene-3,7-diol	10-bisabolene-3,7-diol	NA
C1612	10-epi-1,12-epoxycadina-3,11-diene	10-epi-1,12-epoxycadina-3,11-diene	NA
C1613	10-epi-acora-3,5-dien-11-ol	10-epi-acora-3,5-dien-11-ol	NA
C1614	10-epi-alpha-eudesmol	10-epi-alpha-eudesmol	NA
C1615	10-epi-beta-acoradiene	10-epi-beta-acoradiene	NA
C1616	10-epi-beta-acoradiene isomer	10-epi-beta-acoradiene isomer	NA
C1617	10-epi-beta-eudesmol	10-epi-beta-eudesmol	NA
C1618	10-epi-cadinol	10-epi-cadinol	NA
C1621	10-epi-gamma-eudesmol acetate	10-epi-gamma-eudesmol acetate	NA
C1622	10-epi-gamma-eudesmold	10-epi-gamma-eudesmold	NA
C107	10-epi-gamma eudesmol	10-epi-gamma eudesmol	NA
C1624	10-epi-junenol	10-epi-junenol	NA
C1625	10-epi-y-eudesmol +1,10-di-epi-cubenol	10-epi-y-eudesmol +1,10-di-epi-cubenol	NA
C109	10-hydroxy cadin-4-ene-3-one	10-hydroxy cadin-4-ene-3-one	NA
C1626	10-hydroxy calamenene	10-hydroxy calamenene	NA
C1627	10-isobutyryloxy-8,9-didehydrothymol isobutyrate	10-isobutyryloxy-8,9-didehydrothymol isobutyrate	NA
C1628	10-isobutyryloxy-8,9-didehydrothymol methyl ether	10-isobutyryloxy-8,9-didehydrothymol methyl ether	NA
C1629	10-isovaleroxy-8,9-didehydrothymol isobutyrate	10-isovaleroxy-8,9-didehydrothymol isobutyrate	NA
C1630	10-isovaleroxy-8,9-didehydrothymol methylether	10-isovaleroxy-8,9-didehydrothymol methylether	NA
C1631	10-methyl squalene	10-methyl squalene	NA
C1633	10-undecenol acetate	10-undecenol acetate	NA
C1634	10 b-h-cadina-1(6)-4-diene	10 b-h-cadina-1(6)-4-diene	NA
C1635	10(14)-aromadendren-4-ol	10(14)-aromadendren-4-ol	NA
C1636	10,11-dihydro-2e,6e-farnesol	10,11-dihydro-2e,6e-farnesol	NA
C1637	10,11-epi- or 7-epi-10,11-epoxy-ar-curcumen-15-al	10,11-epi-or 7-epi-10,11-epoxy-ar-curcumen-15-al	NA
C1638	10,11-epoxy-ar-curcumen-15-al	10,11-epoxy-ar-curcumen-15-al	NA
C1639	10,11-epoxy-calamenene	10,11-epoxy-calamenene	NA
C1640	11-acetoxyeudesma-4alpha-ol	11-acetoxyeudesma-4alpha-ol	NA
C1641	11-acetoxyeudesman-4alpha-ol	11-acetoxyeudesman-4alpha-ol	NA
C1642	11-alpha-13-dihydroeremanthine	11-alpha-13-dihydroeremanthine	NA
C1643	11-alpha-h-himachal-4-en-1-beta-ol	11-alpha-h-himachal-4-en-1-beta-ol	NA
C1644	11-beta-13-dihydro-alpha-cyclocostunolide	11-beta-13-dihydro-alpha-cyclocostunolide	NA
C1645	11-beta-13-dihydro-beta-cyclocostunolide	11-beta-13-dihydro-beta-cyclocostunolide	NA
C1646	11-beta-13-dihydroeremanthine	11-beta-13-dihydroeremanthine	NA
C1647	11-epi-6,10-epoxy-bisabol-2-en-12-ol	11-epi-6,10-epoxy-bisabol-2-en-12-ol	NA
C1648	11-epi-6,10-epoxybisabol-2-en-12-al	11-epi-6,10-epoxybisabol-2-en-12-al	NA
C1649	11-epi-6,10-epoxybisabol-3-en-12-al	11-epi-6,10-epoxybisabol-3-en-12-al	NA
C1653	12-methyltridecanolide	12-methyltridecanolide	NA
C1655	12-oxabicyclo [9.1.0] dodeca – 3	12-oxabicyclo [9.1.0] dodeca-3	NA
C1656	12,15-epoxy-12,14-labdadien-8-ol	12,15-epoxy-12,14-labdadien-8-ol	NA
C1657	13-beta-methyl-13-vinyl-podocarp-7-en-3-one	13-beta-methyl-13-vinyl-podocarp-7-en-3-one	NA
C1660	13-hydroxy valencene	13-hydroxy valencene	NA
C1661	13-isopropyl podocarpa-8,13-dien-15-ol	13-isopropyl podocarpa-8,13-dien-15-ol	NA
C1663	13(16),14-labdedien-8-ol	13(16),14-labdedien-8-ol	NA
C1664	13(16),14-labdien-8-ol	13(16),14-labdien-8-ol	NA
C1665	13,14,15,16-tetranor-8(17)-labden-12-al	13,14,15,16-tetranor-8(17)-labden-12-al	NA
C1666	14-hydroxy-(z)-caryophyllene	14-hydroxy-(Z)-caryophyllene	NA
C111	14-hydroxy-9-epi-beta-caryophyllene	14-hydroxy-9-epi-beta-caryophyllene	NA
C1669	14-hydroxy-9-epi-gamma-caryophyllene	14-hydroxy-9-epi-gamma-caryophyllene	NA
C1670	14-hydroxy-9-epi-trans-caryophyllene	14-hydroxy-9-epi-trans-caryophyllene	NA
C1671	14-hydroxy-9-epi(e)-caryophyllene	14-hydroxy-9-epi(E)-caryophyllene	NA
C1672	14-hydroxy-alpha-cadinene	14-hydroxy-alpha-cadinene	NA
C1673	14-hydroxy-alpha-humulene	14-hydroxy-alpha-humulene	NA
C112	14-hydroxy-alpha-muurolene	14-hydroxy-alpha-muurolene	NA
C1674	14-hydroxy-alpha-muurolol	14-hydroxy-alpha-muurolol	NA
C1675	14-hydroxy-beta-cadinene	14-hydroxy-beta-cadinene	NA
C113	14-hydroxy-beta-caryophyllene	14-hydroxy-beta-caryophyllene	NA
C1676	14-hydroxy-delta-cadinene	14-hydroxy-delta-cadinene	NA
C1677	14-hydroxy-epi-beta-caryophyllene	14-hydroxy-epi-beta-caryophyllene	NA
C1678	14-hydroxy-gamma-cadinene	14-hydroxy-gamma-cadinene	NA
C1679	14-hydroxy-isocaryophyllene	14-hydroxy-isocaryophyllene	NA
C1680	14-hydroxy 9-epi-beta-caryophyllene	14-hydroxy 9-epi-beta-caryophyllene	NA
C1681	14-hydroxy alpha-muurolene	14-hydroxy alpha-muurolene	NA
C1682	14-hydroxy+epi-beta-caryophyllene	14-hydroxy+epi-beta-caryophyllene	NA
C1683	14-nor-cadin-5-en-4-one	14-nor-cadin-5-en-4-one	NA
C1684	14-norcadin-5-en-4-one isomer a	14-norcadin-5-en-4-one isomer a	NA
C1685	14-oxy-alpha-muurolene	14-oxy-alpha-muurolene	NA
C1686	14,hydroxy-9-epi-beta-caryophyllene	14,hydroxy-9-epi-beta-caryophyllene	NA
C1687	15-beyerene	15-beyerene	NA
C1689	15-nor-4-bourbonone	15-nor-4-bourbonone	NA
C1695	1h – cycloprop [e] azulen – 7 – ol,	1h-cycloprop [e] azulen-7-ol	NA
C1696	1r, 4s, 7s, 11r-2,2,4, 8 – tetrame	1r,4s,7s,11r-2,2,4,8-tetrame	NA
C1697	1s,cis-calamene	1s,cis-calamene	NA
C1698	2-(1,2,6,7,8,8a-hexahydro-8,8a-dimethyl-2-naphthyl)-propan-2-ol	2-(1,2,6,7,8,8a-hexahydro-8,8a-dimethyl-2-naphthyl)-propan-2-ol	NA
C1699	2-(1e)-propenyl phenol	2-(1e)-propenyl phenol	NA
C1700	2-(but-3-en-1-ynyl)-5-(penta-1,3-diyn-1-yl)-thiophene	2-(but-3-en-1-ynyl)-5-(penta-1,3-diyn-1-yl)-thiophene	NA
C1701	2-(e)-4-(z)-decadienal	2-(E)-4-(Z)-decadienal	NA
C1702	2-acetonyl-4-methyl tetrahydropyran	2-acetonyl-4-methyl tetrahydropyran	NA
C1708	2-alkanone	2-alkanone	NA
C1710	2-amylfural	2-amylfural	NA
C1712	2-beta-caryophyllene	2-beta-caryophyllene	NA
C1713	2-bisabolene-7,11-diol	2-bisabolene-7,11-diol	NA
C1716	2-butyl-octanol	2-butyl-octanol	NA
C1717	2-butyl-p-methylbutyrate	2-butyl-p-methylbutyrate	NA
C1721	2-cis-p-mentha-2-en-1-ol	2-cis-p-mentha-2-en-1-ol	NA
C1722	2-cis,6-cis-farnesol	2-cis,6-cis-farnesol	NA
C1723	2-cyclohexene-1,4-diene	2-cyclohexene-1,4-diene	NA
C1724	2-decan-5-olide	2-decan-5-olide	NA
C1726	2-decanone isomer	2-decanone isomer	NA
C1731	2-dodecanone isomer	2-dodecanone isomer	NA
C1734	2-epi-alpha-funebrene	2-epi-alpha-funebrene	NA
C1735	2-epi-alpha-funebrene ii	2-epi-alpha-funebrene ii	NA
C1736	2-epi-beta-caryophyllene	2-epi-beta-caryophyllene	NA
C1737	2-epi-beta-funebrene	2-epi-beta-funebrene	NA
C1738	2-epi-beta-funebrene i	2-epi-beta-funebrene i	NA
C1742	2-ethyl-1,3-dimethylbenzene	2-ethyl-1,3-dimethylbenzene	NA
C1743	2-ethyl-3-hydroxyhexyl-2-methylpropanoate	2-ethyl-3-hydroxyhexyl-2-methylpropanoate	NA
C1756	2-ethylhexylhexanoic acid	2-ethylhexylhexanoic acid	NA
C1757	2-ethylmenthone	2-ethylmenthone	NA
C1763	2-gamma-bisabolene	2-gamma-bisabolene	NA
C1764	2-heneicosanol	2-heneicosanol	NA
C1766	2-heptanol acetate	2-heptanol acetate	NA
C1769	2-hepthylbutyrate	2-hepthylbutyrate	NA
C1771	2-heptylbenzoate	2-heptylbenzoate	NA
C1772	2-heptylbutyrate	2-heptylbutyrate	NA
C1773	2-heptylhexanoate	2-heptylhexanoate	NA
C1776	2-hexadecen – 1 – ol,3,7,11, 15-	2-hexadecen-1-ol,3,7,11, 15-	NA
C1783	2-Hexene-1-ol	2-Hexene-1-ol	NA
C1785	2-hexenylisovalerate	2-hexenylisovalerate	NA
C1786	2-hexyfuran	2-hexyfuran	NA
C1787	2-hexyl-(e)-cinnamaldehyde	2-hexyl-(E)-cinnamaldehyde	NA
C1788	2-hexyl-3-methylmaleicanhydride	2-hexyl-3-methylmaleicanhydride	NA
C1789	2-hexylacetate	2-hexylacetate	NA
C1791	2-hydroxy-2-methyl-3-butenylangelate	2-hydroxy-2-methyl-3-butenylangelate	NA
