Compound_identifier,original_name,clean_name,cid
C3319,beta-e-damascenone,beta-e-damascenone,NA
C3320,beta-eksantalal,beta-eksantalal,NA
C3321,beta-elaskene,beta-elaskene,NA
C3322,beta-elememe,beta-elememe,NA
C3323,beta-elemene + terpinen-4-ol,beta-elemene + terpinen-4-ol,NA
C3324,beta-elemene isomer,beta-elemene isomer,NA
C3327,beta-elemol,beta-elemol,NA
C3328,beta-elmene,beta-elmene,NA
C3329,beta-emene,beta-emene,NA
C3331,beta-eudesmoi,beta-eudesmoi,NA
C3332,beta-eudesmol acetate,beta-eudesmol acetate,NA
C3333,beta-eudesrnol,beta-eudesrnol,NA
C3334,beta-famesene,beta-famesene,NA
C3335,beta-farnacene,beta-farnacene,NA
C3336,beta-fenchol acetate,beta-fenchol acetate,NA
C339,beta-fenchone,beta-fenchone,NA
C3337,beta-fenchyl acetate,beta-fenchyl acetate,NA
C3339,beta-Fencyl alcohol,beta-Fencyl alcohol,NA
C3340,beta-funebrene,beta-funebrene,NA
C3342,beta-germacrenol,beta-germacrenol,NA
C3343,beta-giurjunene,beta-giurjunene,NA
C3344,beta-guaiaene,beta-guaiaene,NA
C3345,beta-guaiene+alpha-humulene,beta-guaiene+alpha-humulene,NA
C3346,beta-guainene,beta-guainene,NA
C3347,beta-gujunene,beta-gujunene,NA
C3348,beta-gurgunene,beta-gurgunene,NA
C3349,beta-hexalactone,beta-hexalactone,NA
C3350,beta-himachalene oxide,beta-himachalene oxide,NA
C3351,beta-himachaleneoxide,beta-himachaleneoxide,NA
C3352,beta-himachallene,beta-himachallene,NA
C3353,beta-himachalol,beta-himachalol,NA
C343,beta-humulene,beta-humulene,NA
C3355,beta-ionane,beta-ionane,NA
C3356,beta-ionaneepoxide,beta-ionaneepoxide,NA
C3358,"beta-ionone-5,6-epoxide","beta-ionone-5,6-epoxide",NA
C3361,beta-isocumene,beta-isocumene,NA
C3362,beta-langene,beta-langene,NA
C3363,beta-logipinene,beta-logipinene,NA
C3366,beta-maliene,beta-maliene,NA
C3367,beta-malliene,beta-malliene,NA
C3368,beta-mircene,beta-mircene,NA
C3369,beta-muurolene,beta-muurolene,NA
C3370,beta-muurolol,beta-muurolol,NA
C3371,beta-mycrene,beta-mycrene,NA
C3373,beta-ocimene (e),beta-ocimene (E),NA
C3374,beta-ocimene (z),beta-ocimene (Z),NA
C3375,beta-ocimene(e),beta-ocimene(E),NA
C3376,beta-opleponone,beta-opleponone,NA
C3378,beta-p-dimethylstyrene,beta-p-dimethylstyrene,NA
C3380,beta-pentadecanone,beta-pentadecanone,NA
C3381,beta-phallandrene,beta-phallandrene,NA
C3382,beta-phelandrene,beta-phelandrene,NA
C3383,beta-phellanderene,beta-phellanderene,NA
C3384,beta-phellandren-8-ol,beta-phellandren-8-ol,NA
C3385,beta-phellandrene/limonene,beta-phellandrene/limonene,NA
C3386,"beta-phellandrene+1,8-cineole","beta-phellandrene+1,8-cineole",NA
C347,beta-phellandrene+limonene,beta-phellandrene+limonene,NA
C3387,beta-phellandrene+limonenec,beta-phellandrene+limonenec,NA
C3389,beta-phenethyl alcohol,beta-phenethyl alcohol,NA
C348,beta-phenyl-ethyl acetate,beta-phenyl-ethyl acetate,NA
C3390,beta-pinene-ms,beta-pinene-ms,NA
C3392,beta-pinene+6-methyl-5-hepten-3-one,beta-pinene+6-methyl-5-hepten-3-one,NA
C3393,beta-pinene+myrcene,beta-pinene+myrcene,NA
C3394,beta-pinene+sabinene,beta-pinene+sabinene,NA
C3397,beta-sabinene,beta-sabinene,NA
C3398,beta-sabinine,beta-sabinine,NA
C3399,beta-salinene,beta-salinene,NA
C351,beta-sanatalene,beta-sanatalene,NA
C3402,beta-santalene+allo-aromadendrene,beta-santalene+allo-aromadendrene,NA
C3404,beta-satalene,beta-satalene,NA
C3405,beta-sedrene,beta-sedrene,NA
C3406,beta-selenine,beta-selenine,NA
C3407,beta-selinene epoxide,beta-selinene epoxide,NA
C3408,beta-selinene/beta-ionone,beta-selinene/beta-ionone,NA
C3409,beta-selinone,beta-selinone,NA
C3410,beta-sesquiphelandrene,beta-sesquiphelandrene,NA
C3411,beta-silinene,beta-silinene,NA
C3413,beta-sinesal,beta-sinesal,NA
C3415,beta-thujanol,beta-thujanol,NA
C3419,beta-thujone(trans),beta-thujone(trans),NA
C3420,beta-trans-bejarol,beta-trans-bejarol,NA
C3423,beta-udesmol,beta-udesmol,NA
C3434,beta besabolol,beta besabolol,NA
C3435,beta bisabolene,beta bisabolene,NA
C3436,beta caryophyllene,beta caryophyllene,NA
C3437,beta copaene,beta copaene,NA
C3438,beta elemene,beta elemene,NA
C3440,beta funebrene,beta funebrene,NA
C3441,beta myrcene,beta myrcene,NA
C3444,betalpha-atlantola,betalpha-atlantola,NA
C3445,betalpha-bisabolene,betalpha-bisabolene,NA
C3446,betalpha-guainenea,betalpha-guainenea,NA
C3447,betalpha-himachalene,betalpha-himachalene,NA
C3448,betalpha-himachalene oxidea,betalpha-himachalene oxidea,NA
C3450,bht (antioxidant from diethyl ether),bht (antioxidant from diethyl ether),NA
C3451,bicicloelemene,bicicloelemene,NA
C3452,biciclogermacrene,biciclogermacrene,NA
C3453,bicycle-germacrene,bicycle-germacrene,NA
C3454,bicyclene,bicyclene,NA
C3455,bicyclic germacrene,bicyclic germacrene,NA
C3456,bicyclo-elemene,bicyclo-elemene,NA
C3457,bicyclo-germacrene,bicyclo-germacrene,NA
C3458,bicyclo-vetivenol,bicyclo-vetivenol,NA
C3459,"bicyclo [5.2.0] nonan, 2-methy","bicyclo [5.2.0] nonan, 2-methy",NA
C3460,"bicyclo[2.2.1]hept-2-ene,dimethyl","bicyclo[2.2.1]hept-2-ene,dimethyl",NA
C3461,"bicyclo[3.2.1]oct-2-ene,3-methyl-4-methylene","bicyclo[3.2.1]oct-2-ene,3-methyl-4-methylene",NA
C3462,bicyclodegermacrene,bicyclodegermacrene,NA
C3463,bicyclofermacrene,bicyclofermacrene,NA
C3464,bicyclogemacrene,bicyclogemacrene,NA
C3466,bicyclogermacrene+epi-cubenol,bicyclogermacrene+epi-cubenol,NA
C3467,bicyclogerrnacrene,bicyclogerrnacrene,NA
C3468,bicyclogetmacrene,bicyclogetmacrene,NA
C3470,bifloratriene,bifloratriene,NA
C3471,biotol,biotol,NA
C3474,bis-(1-methylpropyl) disulfide,bis-(1-methylpropyl) disulfide,NA
C3475,bis-(1methylpropenyl) disulfide,bis-(1methylpropenyl) disulfide,NA
C3476,"bis-(2-ethyl hexyl)-1,2-benzene dicarboxylic acid ester","bis-(2-ethyl hexyl)-1,2-benzene dicarboxylic acid ester",NA
C3477,bisabol-11-ol,bisabol-11-ol,NA
C3478,"bisabola-2,10-dien-6,13-diol","bisabola-2,10-dien-6,13-diol",NA
C3481,bisabolol oxide,bisabolol oxide,NA
C3484,bisabolone,bisabolone,NA
C3486,Bornel,Bornel,NA
C3487,borneol + linalool oxide (pyranoid),borneol + linalool oxide (pyranoid),NA
C3491,borneol? acetate,borneol acetate,NA
C3488,"borneol, acetate","borneol, acetate",NA
C3489,"borneol/p-mentha-1,5-dien-8-ol","borneol/p-mentha-1,5-dien-8-ol",NA
C3490,borneol+delta-terpineol,borneol+delta-terpineol,NA
C3492,borneole,borneole,NA
C3493,bornyl-2-methylbutyrate,bornyl-2-methylbutyrate,NA
C3501,bornyl/isobornyl acetate,bornyl/isobornyl acetate,NA
C3503,bornylacetate,bornylacetate,NA
C3506,bourbonanol,bourbonanol,NA
C3507,bourbonene,bourbonene,NA
C3509,bulenesol,bulenesol,NA
C3511,bulylated hydroxytoluene,bulylated hydroxytoluene,NA
C3518,butanophenone,butanophenone,NA
C3519,butyl-(e)-cinnamate,butyl-(E)-cinnamate,NA
C3520,butyl-2-methyibutyrate,butyl-2-methyibutyrate,NA
C3522,butyl-3-methylbutyrate,butyl-3-methylbutyrate,NA
C3525,butyl benzene,butyl benzene,NA
C3528,butyl cyclohexane,butyl cyclohexane,NA
C3533,butyl isothiocynate,butyl isothiocynate,NA
C3538,butyl phthalide,butyl phthalide,NA
C3540,butyl senecioate,butyl senecioate,NA
C3543,butyric,butyric,NA
C3545,c15h26o unknown,c15h26o unknown,NA
C3546,c19 alkane,c19 alkane,NA
C3547,c23 ketone,c23 ketone,NA
C3548,c4h9-angelate (a),c4h9-angelate (a),NA
C3549,c4h9-angelate (b),c4h9-angelate (b),NA
C3550,c5h11-angelate (c),c5h11-angelate (c),NA
C3551,c6h13-angelate (d),c6h13-angelate (d),NA
C3552,cabreuvaoxide-v,cabreuvaoxide-v,NA
C3553,cabreuvaoxide-vi,cabreuvaoxide-vi,NA
C3554,"cadala-1(10),3,8-triene","cadala-1(10),3,8-triene",NA
C3555,cadalened,cadalened,NA
C3557,cadin-4-en-7-ol,cadin-4-en-7-ol,NA
C3558,cadin-4-en-7-ol isomer,cadin-4-en-7-ol isomer,NA
C370,"cadin-alpha-1,4-diene","cadin-alpha-1,4-diene",NA
C3559,"cadina-1(10),4-dien-14-ol(syn, 14-hydroxy-delta-cadinene","cadina-1(10),4-dien-14-ol(syn, 14-hydroxy-delta-cadinene",NA
C3560,"cadina-1,-6,4-diene","cadina-1,-6,4-diene",NA
C3561,"cadina-1,4-dien-3-ol","cadina-1,4-dien-3-ol",NA
C367,"cadina-1,4-diene","cadina-1,4-diene",NA
C3562,"cadina-1,4-diene (=cubenene)","cadina-1,4-diene (=cubenene)",NA
C3563,"cadina-1,4-diene (cubenene)","cadina-1,4-diene (cubenene)",NA
C368,"cadina-1,4-diene+alpha-calacorene","cadina-1,4-diene+alpha-calacorene",NA
C3564,"cadina-1,4 diene","cadina-1,4 diene",NA
C3565,"cadina-3,5-dien","cadina-3,5-dien",NA
C3566,"cadina-3,5-diene","cadina-3,5-diene",NA
C369,"cadina-4,1(10)-dien-8 beta-ol","cadina-4,1(10)-dien-8 beta-ol",NA
C3567,"cadina-4,10(15)-dien-3-one","cadina-4,10(15)-dien-3-one",NA
C3568,"cadina-4,10(15)-dien-8 beta-ol","cadina-4,10(15)-dien-8 beta-ol",NA
C3570,"cadina1,4-diene","cadina?1,4-diene",NA
C3569,"cadina 1(2),4-diene","cadina 1(2),4-diene",NA
C3571,cadinadienol,cadinadienol,NA
C3572,cadinadienol-i,cadinadienol-i,NA
C3573,cadinadienol-ii,cadinadienol-ii,NA
C3574,"cadinalpha-1,4-diene","cadinalpha-1,4-diene",NA
C3575,"cadinalpha-3,5-diene","cadinalpha-3,5-diene",NA
C3576,"cadinalpha-l,4-diene","cadinalpha-l,4-diene",NA
C3577,"cadine-1,4-diene","cadine-1,4-diene",NA
C2740,?-cadinene,cadinene,NA
C3578,cadinene,cadinene,NA
C3579,cadinene isomer,cadinene isomer,NA
C3580,cadranol,cadranol,NA
C3581,cadrol,cadrol,NA
C3582,caiamenene,caiamenene,NA
C372,calacorene,calacorene,NA
C3584,calacorene hydrate 1,calacorene hydrate 1,NA
C3585,calacorene hydrate 2,calacorene hydrate 2,NA
C3586,calacorene isomer,calacorene isomer,NA
C3587,calacorenol,calacorenol,NA
C3588,calacorine,calacorine,NA
C3589,calamanene,calamanene,NA
C3590,"calamene-1,11-oxide","calamene-1,11-oxide",NA
C3591,calamenediol,calamenediol,NA
C3592,calamenen,calamenen,NA
C3593,"calamenen-1,11-epoxide","calamenen-1,11-epoxide",NA
C3594,calamenene (cis+trans),calamenene (cis+trans),NA
C3595,calamenene+geraniol,calamenene+geraniol,NA
C3596,calamenenea,calamenenea,NA
C3597,calamenenol,calamenenol,NA
C3598,calamenol,calamenol,NA
C3599,calarene (=beta-gurjunene),calarene (=beta-gurjunene),NA
C3600,calarene(=beta-gurjunene),calarene(=beta-gurjunene),NA
C3601,calareneepoxide,calareneepoxide,NA
C3602,calarnenene,calarnenene,NA
C3603,calpha-bisabolene,calpha-bisabolene,NA
C3604,calyophylla-2(12)-6(13)-dien-5beta-ol,calyophylla-2(12)-6(13)-dien-5beta-ol,NA
C3605,cameroonal-7-alpha-ol,cameroonal-7-alpha-ol,NA
C3606,camorphene,camorphene,NA
C3607,camphen,camphen,NA
C3609,camphene+verbenene,camphene+verbenene,NA
C377,camphenehydrate,camphenehydrate,NA
C3611,camphenol,camphenol,NA
C3612,camphenone,camphenone,NA
C3614,camphhor,camphhor,NA
C3615,camphjene,camphjene,NA
C3616,campholaldehyde,campholaldehyde,NA
C3617,campholenal,campholenal,NA
C3618,campholene? alcohol,campholene alcohol,NA
C3619,campholenealdehyde,campholenealdehyde,NA
C3620,campholenicaldehyde,campholenicaldehyde,NA
C3621,campholenol,campholenol,NA
C3626,camphot,camphot,NA
C3627,camphre,camphre,NA
C379,canfene,canfene,NA
C3630,canracrol,canracrol,NA
C3632,capillined,capillined,NA
C3636,car-2-ene,car-2-ene,NA
C3638,car-3-ene-2-one,car-3-ene-2-one,NA
C3639,car-4-ene,car-4-ene,NA
C3641,caranyl acetate i,caranyl acetate i,NA
C380,caranyl acetate ii,caranyl acetate ii,NA
C3642,caratol,caratol,NA
C381,caratoly,caratoly,NA
C3643,"cardin-alpha-1,4-diene","cardin-alpha-1,4-diene",NA
C3644,"caria-4(12),8(13)-dien-5-ol","caria-4(12),8(13)-dien-5-ol",NA
C3646,carnphene,carnphene,NA
C382,carophyllene oxide,carophyllene oxide,NA
C3647,carotola,carotola,NA
C3648,carryophyllene oxide,carryophyllene oxide,NA
C3654,carvacrylacetate,carvacrylacetate,NA
C3655,carvacrylmethyloxide,carvacrylmethyloxide,NA
C3656,carvavrol,carvavrol,NA
C3658,carvenoneoxide,carvenoneoxide,NA
C3659,carveol(e),carveol(E),NA
C3660,carveone,carveone,NA
C3662,carvomenthane,carvomenthane,NA
C3663,carvomenthylacetate,carvomenthylacetate,NA
C3664,"carvon-1,2-oxide","carvon-1,2-oxide",NA
C3665,"carvone-1,2-oxide","carvone-1,2-oxide",NA
C3666,"carvone-8,9-oxide","carvone-8,9-oxide",NA
C3667,carvone hydrate,carvone hydrate,NA
C3669,carvotacetone acetate,carvotacetone acetate,NA
C3671,carvotanacetone epoxide,carvotanacetone epoxide,NA
C3672,carvotane acetone,carvotane acetone,NA
C3674,caryohyllene oxide,caryohyllene oxide,NA
C3676,caryollalpha-4(14)-8(15)-dienol,caryollalpha-4(14)-8(15)-dienol,NA
C3678,"caryophylla-1(12),8(15)-diene-14-ol","caryophylla-1(12),8(15)-diene-14-ol",NA
C3679,caryophylla-2(12)-6-diene-5-alpha-ol,caryophylla-2(12)-6-diene-5-alpha-ol,NA
C3680,caryophylla-2(12)-6-diene-5-beta-ol,caryophylla-2(12)-6-diene-5-beta-ol,NA
C3681,caryophylla-2(12)-6(13)-diene-5-ol,caryophylla-2(12)-6(13)-diene-5-ol,NA
C3682,"caryophylla-2(12),6-dien-5-alpha-ol","caryophylla-2(12),6-dien-5-alpha-ol",NA
C388,"caryophylla-2(12),6-dien-5-beta-ol","caryophylla-2(12),6-dien-5-beta-ol",NA
C3683,"caryophylla-2(12),6-dien-5-ol","caryophylla-2(12),6-dien-5-ol",NA
C387,"caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenol i)","caryophylla-2(12),6-dien-5alpha-ol (=caryophyllenol i)",NA
C3684,"caryophylla-2(12),6-dien-5beta-ol","caryophylla-2(12),6-dien-5beta-ol",NA
C3685,"caryophylla-2(12),6-dien-5beta-ol (=caryophyllenol ii)","caryophylla-2(12),6-dien-5beta-ol (=caryophyllenol ii)",NA
C3686,"caryophylla-2(12),6-diene-5-alpha-ol","caryophylla-2(12),6-diene-5-alpha-ol",NA
C389,"caryophylla-2(12),6-diene-5-beta-ol","caryophylla-2(12),6-diene-5-beta-ol",NA
C3687,"caryophylla-2(12),6-diene-5-ol","caryophylla-2(12),6-diene-5-ol",NA
C3688,"caryophylla-2(12),6-diene-5-one","caryophylla-2(12),6-diene-5-one",NA
C3689,"caryophylla-2(12),6-diene-5alpha-ol","caryophylla-2(12),6-diene-5alpha-ol",NA
C3690,"caryophylla-2(12),6(13)-dien-5alpha-ol (=caryophylladienol ii)","caryophylla-2(12),6(13)-dien-5alpha-ol (=caryophylladienol ii)",NA
C3691,"caryophylla-2(12),6(13)-dien-5beta-ol (=caryophylladienol i)","caryophylla-2(12),6(13)-dien-5beta-ol (=caryophylladienol i)",NA
C3692,"caryophylla-2(12),6(13)-diene-5-alpha-ol","caryophylla-2(12),6(13)-diene-5-alpha-ol",NA
C3693,"caryophylla-2(12),6(13)-diene-5-beta-ol","caryophylla-2(12),6(13)-diene-5-beta-ol",NA
C3694,"caryophylla-2(12),6(13)-diene-5-on","caryophylla-2(12),6(13)-diene-5-on",NA
C3695,"caryophylla-2(12),6(13)-diene-5-one","caryophylla-2(12),6(13)-diene-5-one",NA
C3696,"caryophylla-2,6(13)-diene-5-alpha-ol","caryophylla-2,6(13)-diene-5-alpha-ol",NA
C3697,caryophylla-3,caryophylla-3,NA
C3698,"caryophylla-3(15),7(14)-diene-6-ol","caryophylla-3(15),7(14)-diene-6-ol",NA
C3699,"caryophylla-3,8( 13)-dien-5-beta-ol","caryophylla-3,8( 13)-dien-5-beta-ol",NA
C3700,"caryophylla-3,8(13)-dien-5-beta-ol","caryophylla-3,8(13)-dien-5-beta-ol",NA
C3701,"caryophylla-3,8(13)-diene-5beta-ol","caryophylla-3,8(13)-diene-5beta-ol",NA
C3702,"caryophylla-4(12),8(13)-dien-5-ol","caryophylla-4(12),8(13)-dien-5-ol",NA
C3703,"caryophylla-4(12),8(13)-dien-5alpha-ol","caryophylla-4(12),8(13)-dien-5alpha-ol",NA
C3704,"caryophylla-4(12),8(13)-dien-5beta-ol","caryophylla-4(12),8(13)-dien-5beta-ol",NA
C3705,"caryophylla-4(12),8(13)-diene-5-beta-ol","caryophylla-4(12),8(13)-diene-5-beta-ol",NA
C3706,"caryophylla-4(12),8(13)-diene-5-ol","caryophylla-4(12),8(13)-diene-5-ol",NA
C3707,"caryophylla-4(12),8(13)-diene-5beta-ol","caryophylla-4(12),8(13)-diene-5beta-ol",NA
C3708,"caryophylla-4(12),8(13)-diene-ol","caryophylla-4(12),8(13)-diene-ol",NA
C3709,"caryophylla-4(14),8-diene-5-beta-ol","caryophylla-4(14),8-diene-5-beta-ol",NA
C3710,"caryophylla-4(14),8-diene-5-ol","caryophylla-4(14),8-diene-5-ol",NA
C390,"caryophylla-4(14),8(15)-diene-5-alpha-ol","caryophylla-4(14),8(15)-diene-5-alpha-ol",NA
C3711,"caryophylla-4(14),8(15)-diene-5-beta-ol","caryophylla-4(14),8(15)-diene-5-beta-ol",NA
C3712,"caryophylla-4(14),8(15)-diene-5-delta-ol","caryophylla-4(14),8(15)-diene-5-delta-ol",NA
C3713,"caryophylla-4(14),8(15)-diene-5-ol","caryophylla-4(14),8(15)-diene-5-ol",NA
C3714,"caryophylla-alpha-2(12),6-dien-5-alpha-ol","caryophylla-alpha-2(12),6-dien-5-alpha-ol",NA
C3715,"caryophylla-alpha-2(12),6-dien-5-beta-ol","caryophylla-alpha-2(12),6-dien-5-beta-ol",NA
C3716,"caryophylla-alpha-2(12),6(13)-dien-5-alpha-ol","caryophylla-alpha-2(12),6(13)-dien-5-alpha-ol",NA
C3717,"caryophylla-alpha-2(12),6(13)-dien-5-one","caryophylla-alpha-2(12),6(13)-dien-5-one",NA
C3718,"caryophylla-alpha-2(12),6(13)-diene-5-beta-ol","caryophylla-alpha-2(12),6(13)-diene-5-beta-ol",NA
C3719,"caryophylla-alpha-4(12),8(13)-diene-5-beta-ol","caryophylla-alpha-4(12),8(13)-diene-5-beta-ol",NA
C3720,"caryophylla-alpha-4(14),8(15)- dien-5-alpha-ol","caryophylla-alpha-4(14),8(15)-dien-5-alpha-ol",NA
C3721,"caryophylla-alpha-4(14),8(15)-dien-5-alpha-ol","caryophylla-alpha-4(14),8(15)-dien-5-alpha-ol",NA
C391,"caryophylla-alpha-4(14),8(15)-diene-5-beta-ol","caryophylla-alpha-4(14),8(15)-diene-5-beta-ol",NA
C3722,caryophylladienol-i,caryophylladienol-i,NA
C3723,caryophylladienol-ii,caryophylladienol-ii,NA
C3726,caryophylladienone,caryophylladienone,NA
C3727,caryophyllandienol,caryophyllandienol,NA
C393,caryophyllen-8-ol,caryophyllen-8-ol,NA
C3728,caryophyllene-(i3)b,caryophyllene-(i3)b,NA
C3729,caryophyllene (z),caryophyllene (Z),NA
C3731,caryophyllene alcohol,caryophyllene alcohol,NA
C3733,caryophyllene epoxide i,caryophyllene epoxide i,NA
C3734,caryophyllene epoxide ii,caryophyllene epoxide ii,NA
C3735,caryophyllene oxide-i,caryophyllene oxide-i,NA
C3736,caryophyllene oxide-ii,caryophyllene oxide-ii,NA
C3737,caryophyllene oxide (os),caryophyllene oxide (os),NA
C3738,Caryophyllene oxide +globulol,Caryophyllene oxide +globulol,NA
C3739,caryophyllene oxide b,caryophyllene oxide b,NA
C3740,caryophyllene oxide d,caryophyllene oxide d,NA
C3741,caryophyllene oxide isomer,caryophyllene oxide isomer,NA
C3742,caryophyllene oxide+globulol,caryophyllene oxide+globulol,NA
C396,caryophyllenol-i,caryophyllenol-i,NA
C397,caryophyllenol-ii,caryophyllenol-ii,NA
C398,caryophyllenoxide,caryophyllenoxide,NA
C3744,caryophylline-(i3),caryophylline-(i3),NA
C3745,caryothyllene+it's oxide,caryothyllene+it's oxide,NA
C3746,"caryphylla-2(12),6-diene-5-beta-ol","caryphylla-2(12),6-diene-5-beta-ol",NA
C3747,"caryphylla-2(12),6(13)-dien-5-alpha-ol","caryphylla-2(12),6(13)-dien-5-alpha-ol",NA
C3748,"caryphylla-2(12),6(13)-diene-5-beta-ol","caryphylla-2(12),6(13)-diene-5-beta-ol",NA
C3749,cedr-8-en-13-alpha-ol acetate,cedr-8-en-13-alpha-ol acetate,NA
C3751,cedr-8-en-13 ao1,cedr-8-en-13 a?o1,NA
C3753,cedr-8(15)-en-9-alpha-ol,cedr-8(15)-en-9-alpha-ol,NA
C3754,cedr-8(15)-en-9-alpha-ol acetate,cedr-8(15)-en-9-alpha-ol acetate,NA
C3755,cedr-8(15)-en-9-alpha-yl acetate,cedr-8(15)-en-9-alpha-yl acetate,NA
C3756,cedr-8(15)-en-9-ol acetate,cedr-8(15)-en-9-ol acetate,NA
C3757,cedr-8(15)-en-9-ol e,cedr-8(15)-en-9-ol e,NA
C3759,cedranol,cedranol,NA
C3761,cedreanol,cedreanol,NA
C3762,cedren-13-ol(8),cedren-13-ol(8),NA
C401,cedren-8-en-9-alpha-ol,cedren-8-en-9-alpha-ol,NA
C3764,cedrylacetate,cedrylacetate,NA
C3766,cepibicyclosesquiphellandrene,cepibicyclosesquiphellandrene,NA
C3767,cetic acid,cetic acid,NA
C3769,chartabomone,chartabomone,NA
C3771,chavibetol acetate,chavibetol acetate,NA
C3774,chavicyl acetate,chavicyl acetate,NA
C3775,chavicyl angelate,chavicyl angelate,NA
C3776,chiiotasigma-calamenene,chiiotasigma-calamenene,NA
C3780,chyrsanthenone,chyrsanthenone,NA
C3791,cinnamyle acetate,cinnamyle acetate,NA
C3792,cis-(z)-alpha-bisabolene epoxide,cis-(Z)-alpha-bisabolene epoxide,NA
C3793,cis-/trans-calamenene,cis-/trans-calamenene,NA
C3794,cis-1-methyl-3-isopropyl-cyclopentane,cis-1-methyl-3-isopropyl-cyclopentane,NA
C3795,cis-1-methyl-4(1-methylethenyl) cyclohexane,cis-1-methyl-4(1-methylethenyl) cyclohexane,NA
C3796,"cis-1,2-epoxyterpinen-4-ol","cis-1,2-epoxyterpinen-4-ol",NA
C3797,"cis-1,2-limoneneepoxide","cis-1,2-limoneneepoxide",NA
C3798,cis-14-muurol-5-en-4-one,cis-14-muurol-5-en-4-one,NA
C3799,cis-14-muurolol-5-en-4-one,cis-14-muurolol-5-en-4-one,NA
C3800,cis-14-nor-muurol-5-en-4-one,cis-14-nor-muurol-5-en-4-one,NA
C3801,cis-2-(4-methylcyclohexyl)-1-propan-2-ol,cis-2-(4-methylcyclohexyl)-1-propan-2-ol,NA
C3802,cis-2-methyl-3-methylene-5-heptene,cis-2-methyl-3-methylene-5-heptene,NA
C3804,cis-2-pentylcyclopropane-1-carboxylic acid,cis-2-pentylcyclopropane-1-carboxylic acid,NA
C3805,"cis-2,3-pinane diol","cis-2,3-pinane diol",NA
C3806,"cis-2,3-pinanediol","cis-2,3-pinanediol",NA
C3807,"cis-2,7-dimethyl-4-octen-2,7-diol","cis-2,7-dimethyl-4-octen-2,7-diol",NA
C3808,"cis-2,8-p-menthadien-1-ol","cis-2,8-p-menthadien-1-ol",NA
C3810,cis-3-hexenylacetate,cis-3-hexenylacetate,NA
C3813,cis-3-hexnylisovalerate,cis-3-hexnylisovalerate,NA
C3815,cis-3 hexenol,cis-3 hexenol,NA
C3816,cis-4-caranone,cis-4-caranone,NA
C3817,cis-5-hydroxycalamenene,cis-5-hydroxycalamenene,NA
C3818,cis-6-hesperylone,cis-6-hesperylone,NA
C3819,"cis-6,7-epoxyocimene","cis-6,7-epoxyocimene",NA
C3821,cis-allo-ocimene,cis-allo-ocimene,NA
C3822,cis-alpha-bergamoten,cis-alpha-bergamoten,NA
C407,cis-alpha-bergamotene,cis-alpha-bergamotene,NA
C3824,cis-alpha-bergamotene ? a-cedrene,cis-alpha-bergamotene + a-cedrene,NA
C3823,cis-alpha-bergamotene +? alpha-cedrene,cis-alpha-bergamotene + alpha-cedrene,NA
C3825,cis-alpha-bergamotenea,cis-alpha-bergamotenea,NA
C3826,cis-alpha-bergamotol,cis-alpha-bergamotol,NA
C3827,cis-alpha-bergaotene,cis-alpha-bergaotene,NA
C3828,cis-alpha-bergarnotene,cis-alpha-bergarnotene,NA
C3830,cis-alpha-copaen-8-ol,cis-alpha-copaen-8-ol,NA
C3836,cis-b-ocimene,cis-b-ocimene,NA
C3838,cis-beta-elemene,cis-beta-elemene,NA
C3839,cis-beta-elemenone,cis-beta-elemenone,NA
C409,cis-beta-guaiene,cis-beta-guaiene,NA
C3841,cis-beta-guaine,cis-beta-guaine,NA
C3842,cis-beta-ocimene (z),cis-beta-ocimene (Z),NA
C3843,cis-beta-santalene,cis-beta-santalene,NA
C3845,cis-beta-sesquiphellandrol,cis-beta-sesquiphellandrol,NA
C412,cis-beta-terpineold,cis-beta-terpineold,NA
C3846,cis-beta-terpinyl acetate,cis-beta-terpinyl acetate,NA
C3847,cis-cabinene hydrate,cis-cabinene hydrate,NA
C3849,"cis-cadina-1(6), 4-diene","cis-cadina-1(6), 4-diene",NA
C3850,"cis-cadina-1(6),4-diene","cis-cadina-1(6),4-diene",NA
C3851,"cis-cadina-1(6),4diene","cis-cadina-1(6),4diene",NA
C3852,"cis-Cadina-1,4-diene","cis-Cadina-1,4-diene",NA
C3853,cis-cadina-4-en-7-ol,cis-cadina-4-en-7-ol,NA
C3854,"cis-cadinalpha-1(6),4-diene","cis-cadinalpha-1(6),4-diene",NA
C3855,"cis-cadinalpha-1,4-diene","cis-cadinalpha-1,4-diene",NA
C3856,cis-calamen-10-ol,cis-calamen-10-ol,NA
C413,cis-calamene,cis-calamene,NA
C3858,cis-calamenenol,cis-calamenenol,NA
C3859,cis-calamennee,cis-calamennee,NA
C3860,cis-calaminene,cis-calaminene,NA
C3861,cis-carvacrylacetate,cis-carvacrylacetate,NA
C416,cis-carvylacetate,cis-carvylacetate,NA
C417,cis-carvylpropionate,cis-carvylpropionate,NA
C3865,cis-catveol,cis-catveol,NA
C3866,cis-chrysantenol,cis-chrysantenol,NA
C3867,cis-chrysantenylacetate,cis-chrysantenylacetate,NA
C3869,"cis-chrysanthenyl-alpha-methylbutrate + 3-epi-3,6,6,9-bisepoxyfarnesa-1,7(14),10-triene","cis-chrysanthenyl-alpha-methylbutrate + 3-epi-3,6,6,9-bisepoxyfarnesa-1,7(14),10-triene",NA
