Compound_name,PubChem_lookup_name,PubChem_lookup_inchis,PubChem_lookup_cid,OPSIN_lookup_name,OPSIN_inchis,OPSIN_comments
dehydro-sabinene,dehydro-sabinene,,NA,dehydro-sabinene,,dehydro-sabinene is unparsable due to the following being uninterpretable: sabinene The following was not parseable: sabinene
dehydroisocalamendiol,dehydroisocalamendiol,,NA,dehydroisocalamendiol,,dehydroisocalamendiol is unparsable due to the following being uninterpretable: isocalamendiol The following was not parseable: calamendiol
Dehydrotremetone,Dehydrotremetone,"InChI=1S/C13H12O2/c1-8(2)13-7-11-6-10(9(3)14)4-5-12(11)15-13/h4-7H,1H2,2-3H3",324281,Dehydrotremetone,,Dehydrotremetone is unparsable due to the following being uninterpretable: tremetone The following was not parseable: tremetone
delta-2-carene,delta-2-carene,,NA,delta-2-carene,,Unable to assign all locants. This locant was not assigned: delta
delta-3-carene,delta-3-carene,"InChI=1S/C10H16/c1-7-4-5-8-9(6-7)10(8,2)3/h4,8-9H,5-6H2,1-3H3",26049,delta-3-carene,,Unable to assign all locants. This locant was not assigned: delta
delta-cadinene,delta-cadinene,"InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13,15H,5-8H2,1-4H3/t13-,15-/m0/s1",441005,delta-cadinene,,delta-cadinene is unparsable due to the following being uninterpretable: delta-cadinene The following was not parseable: cadinene
delta-cadinol,delta-cadinol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14-,15+/m0/s1",3084311,delta-cadinol,,delta-cadinol is unparsable due to the following being uninterpretable: delta-cadinol The following was not parseable: cadinol
delta-cardinene,delta-cardinene,,NA,delta-cardinene,,delta-cardinene is unparsable due to the following being uninterpretable: delta-cardinene The following was not parseable: nene
delta-cymene,delta-cymene,,NA,delta-cymene,,Unable to assign all locants. This locant was not assigned: delta
delta-elemene,delta-elemene,"InChI=1S/C15H24/c1-7-15(6)9-8-13(11(2)3)10-14(15)12(4)5/h7,10-11,14H,1,4,8-9H2,2-3,5-6H3/t14-,15+/m1/s1",12309449,delta-elemene,,delta-elemene is unparsable due to the following being uninterpretable: delta-elemene The following was not parseable: lemene
delta-muurolene,delta-muurolene,,NA,delta-muurolene,,delta-muurolene is unparsable due to the following being uninterpretable: delta-muurolene The following was not parseable: muurolene
delta-pinene,delta-pinene,,NA,delta-pinene,,Unable to assign all locants. This locant was not assigned: delta
delta-selinene,delta-selinene,"InChI=1S/C15H24/c1-11(2)13-7-9-15(4)8-5-6-12(3)14(15)10-13/h10-11H,5-9H2,1-4H3",520383,delta-selinene,,delta-selinene is unparsable due to the following being uninterpretable: delta-selinene The following was not parseable: inene
delta-terpineol,delta-terpineol,"InChI=1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h9,11H,1,4-7H2,2-3H3",81722,delta-terpineol,,delta-terpineol is unparsable due to the following being uninterpretable: delta-terpineol The following was not parseable: eol
dendrolasin,dendrolasin,"InChI=1S/C15H22O/c1-13(2)6-4-7-14(3)8-5-9-15-10-11-16-12-15/h6,8,10-12H,4-5,7,9H2,1-3H3/b14-8+",5316534,dendrolasin,,dendrolasin is unparsable due to the following being uninterpretable: dendrolasin The following was not parseable: endrolasin
devanone,devanone,,NA,devanone,,devanone is unparsable due to the following being uninterpretable: devanone The following was not parseable: evanone
di-epi-alpha-cedrene,di-epi-alpha-cedrene,,NA,di-epi-alpha-cedrene,,di-epi-alpha-cedrene is unparsable due to the following being uninterpretable: di-epi-alpha-cedrene The following was not parseable: pi-alpha-cedrene
dihydro tagetone,dihydro tagetone,"InChI=1S/C10H18O/c1-5-9(4)7-10(11)6-8(2)3/h5,8-9H,1,6-7H2,2-4H3",102706,dihydro tagetone,,dihydro tagetone is unparsable due to the following being uninterpretable: tagetone The following was not parseable: tagetone
dihydrocarvone,dihydrocarvone,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3",24473,dihydrocarvone,,dihydrocarvone is unparsable due to the following being uninterpretable: carvone The following was not parseable: vone
dihydrochalcone isomer,dihydrochalcone isomer,,NA,dihydrochalcone isomer,,dihydrochalcone isomer is unparsable due to the following being uninterpretable: isomer The following was not parseable: mer
dihydroedulan,dihydroedulan,,NA,dihydroedulan,,dihydroedulan is unparsable due to the following being uninterpretable: edulan The following was not parseable: edulan
dihydroencecaline,dihydroencecaline,,NA,dihydroencecaline,,dihydroencecaline is unparsable due to the following being uninterpretable: encecaline The following was not parseable: encecaline
dihydroisochromolaenin,dihydroisochromolaenin,,NA,dihydroisochromolaenin,,dihydroisochromolaenin is unparsable due to the following being uninterpretable: isochromolaenin The following was not parseable: chromolaenin
dill apiole,dill apiole,"InChI=1S/C12H14O4/c1-4-5-8-6-9-11(16-7-15-9)12(14-3)10(8)13-2/h4,6H,1,5,7H2,2-3H3",10231,dill apiole,,dill apiole is unparsable due to the following being uninterpretable: dill apiole The following was not parseable: ll apiole
dillapiole,dillapiole,"InChI=1S/C12H14O4/c1-4-5-8-6-9-11(16-7-15-9)12(14-3)10(8)13-2/h4,6H,1,5,7H2,2-3H3",10231,dillapiole,,dillapiole is unparsable due to the following being uninterpretable: dillapiole The following was not parseable: llapiole
dimethoxyencecalin,dimethoxyencecalin,,NA,dimethoxyencecalin,,dimethoxyencecalin is unparsable due to the following being uninterpretable: encecalin The following was not parseable: encecalin
dimyrcene ii-a,dimyrcene ii-a,"InChI=1S/C20H34/c1-16(2)9-6-11-18(5)20-14-8-13-19(15-20)12-7-10-17(3)4/h9-10,19-20H,5-8,11-15H2,1-4H3",91749731,dimyrcene ii-a,,dimyrcene ii-a is unparsable due to the following being uninterpretable: dimyrcene ii-a The following was not parseable: myrcene ii-a
diterpenes,diterpenes,,NA,diterpenes,,diterpenes is unparsable due to the following being uninterpretable: diterpenes The following was not parseable: penes
docosane,docosane,"InChI=1S/C22H46/c1-3-5-7-9-11-13-15-17-19-21-22-20-18-16-14-12-10-8-6-4-2/h3-22H2,1-2H3",12405,docosane,"InChI=1/C22H46/c1-3-5-7-9-11-13-15-17-19-21-22-20-18-16-14-12-10-8-6-4-2/h3-22H2,1-2H3",
dodecanal,dodecanal,"InChI=1S/C12H24O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h12H,2-11H2,1H3",8194,dodecanal,"InChI=1/C12H24O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h12H,2-11H2,1H3",
dodecane,dodecane,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",8182,dodecane,"InChI=1/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",
dodecanoic acid,dodecanoic acid,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)",3893,dodecanoic acid,"InChI=1/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)/f/h13H",
dodecanol,dodecanol,"InChI=1S/C12H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h13H,2-12H2,1H3",8193,dodecanol,"InChI=1/C12H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h13H,2-12H2,1H3",
dodecenyl acetate,dodecenyl acetate,"InChI=1S/C14H26O2/c1-3-4-5-6-7-8-9-10-11-12-13-16-14(2)15/h12-13H,3-11H2,1-2H3/b13-12+",5363334,dodecenyl acetate,"InChI=1/C14H26O2/c1-3-4-5-6-7-8-9-10-11-12-13-16-14(2)15/h12-13H,3-11H2,1-2H3",
e-2-undecenol,e-2-undecenol,,NA,e-2-undecenol,"InChI=1/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h9-10,12H,2-8,11H2,1H3/b10-9+",
eicosane,eicosane,"InChI=1S/C20H42/c1-3-5-7-9-11-13-15-17-19-20-18-16-14-12-10-8-6-4-2/h3-20H2,1-2H3",8222,eicosane,"InChI=1/C20H42/c1-3-5-7-9-11-13-15-17-19-20-18-16-14-12-10-8-6-4-2/h3-20H2,1-2H3",
elemicin,elemicin,"InChI=1S/C12H16O3/c1-5-6-9-7-10(13-2)12(15-4)11(8-9)14-3/h5,7-8H,1,6H2,2-4H3",10248,elemicin,"InChI=1/C12H16O3/c1-5-6-9-7-10(13-2)12(15-4)11(8-9)14-3/h5,7-8H,1,6H2,2-4H3",
elemol,elemol,"InChI=1S/C15H26O/c1-7-15(6)9-8-12(14(4,5)16)10-13(15)11(2)3/h7,12-13,16H,1-2,8-10H2,3-6H3/t12-,13+,15-/m1/s1",92138,elemol,,elemol is unparsable due to the following being uninterpretable: elemol The following was not parseable: lemol
elemol/hedycaryol,elemol/hedycaryol,,NA,elemol/hedycaryol,,elemol/hedycaryol is unparsable due to the following being uninterpretable: elemol/hedycaryol The following was not parseable: lemol/hedycaryol
elsholtzia ketone,elsholtzia ketone,"InChI=1S/C10H14O2/c1-7(2)6-9(11)10-8(3)4-5-12-10/h4-5,7H,6H2,1-3H3",521240,elsholtzia ketone,,elsholtzia ketone is unparsable due to the following being uninterpretable: elsholtzia ketone The following was not parseable: lsholtzia ketone
epi-1-cubenol,epi-1-cubenol,,NA,epi-1-cubenol,,epi-1-cubenol is unparsable due to the following being uninterpretable: epi-1-cubenol The following was not parseable: pi-1-cubenol
epi-13-manoyl oxide,epi-13-manoyl oxide,"InChI=1S/C20H34O/c1-7-18(4)13-9-16-19(5)12-8-11-17(2,3)15(19)10-14-20(16,6)21-18/h7,15-16H,1,8-14H2,2-6H3/t15-,16+,18-,19-,20+/m0/s1",6432025,epi-13-manoyl oxide,,epi-13-manoyl oxide is unparsable due to the following being uninterpretable: epi-13-manoyl oxide The following was not parseable: pi-13-manoyl oxide
epi-alpha-bisabolol,epi-alpha-bisabolol,,NA,epi-alpha-bisabolol,,epi-alpha-bisabolol is unparsable due to the following being uninterpretable: epi-alpha-bisabolol The following was not parseable: pi-alpha-bisabolol
epi-alpha-cadinol,epi-alpha-cadinol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15-/m0/s1",160799,epi-alpha-cadinol,,Epi-alpha-cadinol is unparsable due to the following being uninterpretable: epi-alpha-cadinol The following was not parseable: pi-alpha-cadinol
epi-alpha-muurolol,epi-alpha-muurolol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14-,15-/m0/s1",3084331,epi-alpha-muurolol,,epi-alpha-muurolol is unparsable due to the following being uninterpretable: epi-alpha-muurolol The following was not parseable: pi-alpha-muurolol
epi-beta-santalene,epi-beta-santalene,"InChI=1S/C15H24/c1-11(2)6-5-9-15(4)12(3)13-7-8-14(15)10-13/h6,13-14H,3,5,7-10H2,1-2,4H3/t13-,14+,15-/m1/s1",11106484,epi-beta-santalene,,epi-beta-santalene is unparsable due to the following being uninterpretable: epi-beta-santalene The following was not parseable: pi-beta-santalene
epi-bicyclosesquiphellandrene,epi-bicyclosesquiphellandrene,"InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,12-14H,3,5-8H2,1-2,4H3/t12-,13+,14?/m0/s1",91747125,epi-bicyclosesquiphellandrene,,epi-bicyclosesquiphellandrene is unparsable due to the following being uninterpretable: epi-bicyclosesquiphellandrene The following was not parseable: pi-bicyclosesquiphellandrene
epi-cubebol,epi-cubebol,"InChI=1S/C15H24O/c1-9(2)11-6-5-10(3)15-8-7-14(4,16)13(15)12(11)15/h5-6,9-13,16H,7-8H2,1-4H3/t10-,11+,12-,13?,14-,15-/m0/s1",91753433,epi-cubebol,,epi-cubebol is unparsable due to the following being uninterpretable: epi-cubebol The following was not parseable: pi-cubebol
epi-cubenol,epi-cubenol,"InChI=1S/C15H26O/c1-10(2)13-6-5-12(4)15(16)8-7-11(3)9-14(13)15/h9-10,12-14,16H,5-8H2,1-4H3",519857,epi-cubenol,,epi-cubenol is unparsable due to the following being uninterpretable: epi-cubenol The following was not parseable: pi-cubenol
epi-globulol,epi-globulol,"InChI=1S/C15H26O/c1-9-5-6-10-12(9)13-11(14(13,2)3)7-8-15(10,4)16/h9-13,16H,5-8H2,1-4H3/t9-,10+,11-,12-,13-,15+/m0/s1",7308311,epi-globulol,,epi-globulol is unparsable due to the following being uninterpretable: epi-globulol The following was not parseable: pi-globulol
epi-zonarene,epi-zonarene,,NA,epi-zonarene,,epi-zonarene is unparsable due to the following being uninterpretable: epi-zonarene The following was not parseable: pi-zonarene
epizonarene,epizonarene,"InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,12,14H,5-8H2,1-4H3",595385,epizonarene,,epizonarene is unparsable due to the following being uninterpretable: epizonarene The following was not parseable: pizonarene
epoxy-allo-aromadendrene,epoxy-allo-aromadendrene,,NA,epoxy-allo-aromadendrene,,epoxy-allo-aromadendrene is unparsable due to the following being uninterpretable: allo-aromadendrene The following was not parseable: aromadendrene
"eremophila-1(10),8,1-triene","eremophila-1(10),8,1-triene",,NA,"eremophila-1(10),8,1-triene",,"eremophila-1(10),8,1-triene'' is unparsable due to the following being uninterpretable: ''eremophila-1(10),8,1-triene'' The following was not parseable: ''eremophila-1(10),8,1-triene''"
ergost-5-en-3beta-ol,ergost-5-en-3beta-ol,"InChI=1S/C28H48O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h9,18-20,22-26,29H,7-8,10-17H2,1-6H3/t19-,20+,22-,23-,24+,25-,26-,27-,28+/m0/s1",5283637,ergost-5-en-3beta-ol,"InChI=1/C28H48O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h9,18-20,22-26,29H,7-8,10-17H2,1-6H3/t19-,20+,22-,23-,24+,25-,26-,27-,28+/m0/s1",
ethanol,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",702,ethanol,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",
ethyl decanoate,ethyl decanoate,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",8048,ethyl decanoate,"InChI=1/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",
ethyl dodecanoate,ethyl dodecanoate,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",7800,ethyl dodecanoate,"InChI=1/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",
ethyl dodecenoate,ethyl dodecenoate,"InChI=1S/C14H26O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h12-13H,3-11H2,1-2H3",53401860,ethyl dodecenoate,"InChI=1/C14H26O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h12-13H,3-11H2,1-2H3",
ethyl hexadecanoate,ethyl hexadecanoate,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",12366,ethyl hexadecanoate,"InChI=1/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",
ethyl hexanoate,ethyl hexanoate,"InChI=1S/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3",31265,ethyl hexanoate,"InChI=1/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3",
ethyl hydroquinone,ethyl hydroquinone,,NA,ethyl hydroquinone,"InChI=1/C8H10O2/c1-2-6-5-7(9)3-4-8(6)10/h3-5,9-10H,2H2,1H3",
ethyl isopentanoate,ethyl isopentanoate,"InChI=1S/C7H14O2/c1-4-9-7(8)5-6(2)3/h6H,4-5H2,1-3H3",7945,ethyl isopentanoate,"InChI=1/C7H14O2/c1-4-9-7(8)5-6(2)3/h6H,4-5H2,1-3H3",
ethyl linoleate,ethyl linoleate,"InChI=1S/C20H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h8-9,11-12H,3-7,10,13-19H2,1-2H3/b9-8-,12-11-",5282184,ethyl linoleate,"InChI=1/C20H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h8-9,11-12H,3-7,10,13-19H2,1-2H3/b9-8-,12-11-",
ethyl nicotinate,ethyl nicotinate,"InChI=1S/C8H9NO2/c1-2-11-8(10)7-4-3-5-9-6-7/h3-6H,2H2,1H3",69188,ethyl nicotinate,"InChI=1/C8H9NO2/c1-2-11-8(10)7-4-3-5-9-6-7/h3-6H,2H2,1H3",
ethyl oleate,ethyl oleate,"InChI=1S/C20H38O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h11-12H,3-10,13-19H2,1-2H3/b12-11-",5363269,ethyl oleate,"InChI=1/C20H38O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h11-12H,3-10,13-19H2,1-2H3/b12-11-",
ethyl palmitate,ethyl palmitate,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",12366,ethyl palmitate,"InChI=1/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",
ethyl tetradecanoate,ethyl tetradecanoate,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",31283,ethyl tetradecanoate,"InChI=1/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",
ethyl-9-hexadecenoated,ethyl-9-hexadecenoated,,NA,ethyl-9-hexadecenoated,,ethyl-9-hexadecenoated is unparsable due to the following being uninterpretable: d The following was not parseable: d
ethylacetate,ethylacetate,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",8857,ethylacetate,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",
ethylbenzene,ethylbenzene,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",7500,ethylbenzene,"InChI=1/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",
ethylbenzoate,ethylbenzoate,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",7165,ethylbenzoate,"InChI=1/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",
eucalyptol,eucalyptol,"InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3",2758,eucalyptol,,eucalyptol is unparsable due to the following being uninterpretable: eucalyptol The following was not parseable: ucalyptol
"eudesma-4(15),7-dien-4-beta-ol","eudesma-4(15),7-dien-4-beta-ol",,NA,"eudesma-4(15),7-dien-4-beta-ol",,"eudesma-4(15),7-dien-4-beta-ol'' is unparsable due to the following being uninterpretable: ''eudesma-4(15),7-dien-4-beta-ol'' The following was not parseable: ''eudesma-4(15),7-dien-4-beta-ol''"
eudesmol,eudesmol,,NA,eudesmol,,eudesmol is unparsable due to the following being uninterpretable: eudesmol The following was not parseable: udesmol
eugenol,eugenol,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",3314,eugenol,"InChI=1/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",
exo-2-hydroxycineoleacetate,exo-2-hydroxycineoleacetate,,NA,exo-2-hydroxycineoleacetate,,exo-2-hydroxycineoleacetate is unparsable due to the following being uninterpretable: cineoleacetate The following was not parseable: cineoleacetate
exo-fenchyl acetate,exo-fenchyl acetate,"InChI=1S/C12H20O2/c1-8(13)14-10-11(2,3)9-5-6-12(10,4)7-9/h9-10H,5-7H2,1-4H3/t9?,10-,12?/m0/s1",6430689,exo-fenchyl acetate,,exo-fenchyl acetate is unparsable due to the following being uninterpretable: exo-fenchyl acetate The following was not parseable: fenchyl acetate
falcarinol,falcarinol,"InChI=1S/C17H24O/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17(18)4-2/h4,10-11,17-18H,2-3,5-9,12H2,1H3",3322,falcarinol,,falcarinol is unparsable due to the following being uninterpretable: falcarinol The following was not parseable: falcarinol
farnesol,farnesol,"InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3",3327,farnesol,"InChI=1/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3",
farnesyl acetone,farnesyl acetone,"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3/b16-11+,17-13+",1711945,farnesyl acetone,"InChI=1/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3",
fenchene,fenchene,,NA,fenchene,,fenchene is unparsable due to the following being uninterpretable: fenchene The following was not parseable: fenchene
fenchol,fenchol,"InChI=1S/C10H18O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7-8,11H,4-6H2,1-3H3",15406,fenchol,,fenchol is unparsable due to the following being uninterpretable: fenchol The following was not parseable: fenchol
fenchone,fenchone,"InChI=1S/C10H16O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7H,4-6H2,1-3H3",14525,fenchone,,fenchone is unparsable due to the following being uninterpretable: fenchone The following was not parseable: fenchone
furanoid,furanoid,,NA,furanoid,,furanoid is unparsable due to the following being uninterpretable: oid The following was not parseable:
furapelargone a,furapelargone a,,NA,furapelargone a,,furapelargone a is unparsable due to the following being uninterpretable: furapelargone a The following was not parseable: apelargone a
furfural,furfural,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,7362,furfural,InChI=1/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,
gamma-amorphene,gamma-amorphene,,NA,gamma-amorphene,,gamma-amorphene is unparsable due to the following being uninterpretable: gamma-amorphene The following was not parseable: amorphene
gamma-cadinene,gamma-cadinene,"InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13-15H,4-8H2,1-3H3/t13-,14-,15-/m0/s1",6432404,gamma-cadinene,,gamma-cadinene is unparsable due to the following being uninterpretable: gamma-cadinene The following was not parseable: cadinene
gamma-curcumene,gamma-curcumene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8,10,14H,5,7,9,11H2,1-4H3/t14-/m1/s1",12304273,gamma-curcumene,,gamma-curcumene is unparsable due to the following being uninterpretable: gamma-curcumene The following was not parseable: curcumene
gamma-dehydro-ar-himachalene,gamma-dehydro-ar-himachalene,,NA,gamma-dehydro-ar-himachalene,,gamma-dehydro-ar-himachalene is unparsable due to the following being uninterpretable: ar-himachalene The following was not parseable: ar-himachalene
gamma-elemene,gamma-elemene,"InChI=1S/C15H24/c1-7-15(6)9-8-13(11(2)3)10-14(15)12(4)5/h7,14H,1,4,8-10H2,2-3,5-6H3/t14-,15+/m0/s1",6432312,gamma-elemene,,gamma-elemene is unparsable due to the following being uninterpretable: gamma-elemene The following was not parseable: lemene
gamma-epi-eudesmol,gamma-epi-eudesmol,,NA,gamma-epi-eudesmol,,gamma-epi-eudesmol is unparsable due to the following being uninterpretable: gamma-epi-eudesmol The following was not parseable: pi-eudesmol
gamma-eudesmol,gamma-eudesmol,"InChI=1S/C15H26O/c1-11-6-5-8-15(4)9-7-12(10-13(11)15)14(2,3)16/h12,16H,5-10H2,1-4H3/t12-,15-/m1/s1",6432005,gamma-eudesmol,,gamma-eudesmol is unparsable due to the following being uninterpretable: gamma-eudesmol The following was not parseable: udesmol
gamma-gurjunene,gamma-gurjunene,"InChI=1S/C15H24/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h9,11-14H,1,5-8H2,2-4H3",90805,gamma-gurjunene,,gamma-gurjunene is unparsable due to the following being uninterpretable: gamma-gurjunene The following was not parseable: gurjunene
gamma-muurolene,gamma-muurolene,"InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13-15H,4-8H2,1-3H3/t13-,14+,15-/m0/s1",12313020,gamma-muurolene,,gamma-muurolene is unparsable due to the following being uninterpretable: gamma-muurolene The following was not parseable: muurolene
gamma-patchoulene,gamma-patchoulene,"InChI=1S/C15H24/c1-10-7-8-15-11(2)5-6-12(9-13(10)15)14(15,3)4/h10,12-13H,2,5-9H2,1,3-4H3",521302,gamma-patchoulene,,gamma-patchoulene is unparsable due to the following being uninterpretable: gamma-patchoulene The following was not parseable: patchoulene
gamma-selinene,gamma-selinene,"InChI=1S/C15H24/c1-11(2)13-7-9-15(4)8-5-6-12(3)14(15)10-13/h14H,3,5-10H2,1-2,4H3",521334,gamma-selinene,,gamma-selinene is unparsable due to the following being uninterpretable: gamma-selinene The following was not parseable: inene
gamma-sudesmol,gamma-sudesmol,,NA,gamma-sudesmol,,gamma-sudesmol is unparsable due to the following being uninterpretable: gamma-sudesmol The following was not parseable: sudesmol
gamma-terpinene,gamma-terpinene,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,7-8H,5-6H2,1-3H3",7461,gamma-terpinene,,Disagreement between number of locants(gamma) and ring assembly multiplier: 3
gamma-terpineol,gamma-terpineol,"InChI=1S/C10H18O/c1-8(2)9-4-6-10(3,11)7-5-9/h11H,4-7H2,1-3H3",11467,gamma-terpineol,,gamma-terpineol is unparsable due to the following being uninterpretable: gamma-terpineol The following was not parseable: eol
garanate,garanate,,NA,garanate,,garanate is unparsable due to the following being uninterpretable: garanate The following was not parseable: garanate
geijerene,geijerene,"InChI=1S/C12H18/c1-5-12(4)9-7-6-8-11(12)10(2)3/h5-6,8,11H,1-2,7,9H2,3-4H3",12310053,geijerene,,geijerene is unparsable due to the following being uninterpretable: geijerene The following was not parseable: geijerene
geranial,geranial,"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7+",638011,geranial,"InChI=1/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7+",
geraniol,geraniol,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",637566,geraniol,"InChI=1/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",
geraniol (e),geraniol (e),"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",637566,geraniol (e),,geraniol (e) is unparsable due to the following being uninterpretable: (e) The following was not parseable:
